"V9","V10","V11","V12","V13","V14"
1.53247687129797,0.916290731874155,0.673344553263766,1.93794197940614,1.34707364796661,0.916290731874155
1.12085789761543,1.93794197940614,1.34707364796661,1.76358859226136,0.941608539858445,1.93794197940614
1.02722229258144,1.76358859226136,1.50507789710986,1.28401551199947,0.84863208340034,1.76358859226136
1.66073120682165,0.916290731874155,0.767870726755882,1.76358859226136,1.48722027970985,0.916290731874155
0.605136303237232,1.76358859226136,0.677273831403655,1.55227949859415,0.421594490038048,1.76358859226136
1.36257783450257,1.55227949859415,1.14570389620196,1.93794197940614,1.18417017702976,1.55227949859415
1.45243416362444,0.916290731874155,0.481266821524446,1.93794197940614,1.27296567581289,0.916290731874155
0.983499481567605,1.55227949859415,1.6194882482876,0.916290731874155,0.802962046567152,1.55227949859415
1.12085789761543,1.28401551199947,0.594207232705042,1.76358859226136,0.941608539858445,1.28401551199947
1.51412773262977,1.55227949859415,1.63989711991881,1.28401551199947,1.32425897020044,1.55227949859415
1.93794197940614,0.916290731874155,1.73727128394398,1.28401551199947,1.76026080216868,0.916290731874155
1.66073120682165,0.916290731874155,0.87227384645738,1.76358859226136,1.48722027970985,0.916290731874155
0.978166135592242,1.93794197940614,1.15201306539522,1.76358859226136,0.798507696217771,1.93794197940614
1.04412410338404,1.28401551199947,1.36257783450257,0.916290731874155,0.862749964946125,1.28401551199947
1.04982212449868,1.93794197940614,1.93794197940614,0.916290731874155,0.867500567704723,1.93794197940614
1.48722027970985,0.916290731874155,1.28735441326499,1.28401551199947,1.30933331998376,0.916290731874155
1.34707364796661,1.28401551199947,1.76026080216868,0.916290731874155,1.16475209117265,1.28401551199947
0.59783700075562,1.93794197940614,1.6194882482876,0.916290731874155,0.415515443961666,1.93794197940614
2.07147337203066,0.916290731874155,1.38629436111989,1.55227949859415,1.88387475813586,0.916290731874155
1.25176346816228,1.28401551199947,0.458865884835279,1.93794197940614,1.06711362160874,1.28401551199947
