subject,screen,type,order,time_1,time_2,choice_1,choice_2,p1,p2,p3,q1,q2,q3,up1,up2,up3,order1,order2,order3
804019,5,decoy,9,6038,NA,competitor,NA,129.87012987013017,212.20502766762016,129.87012987013017,136.36363636363623,245.0968069561011,118.57707509881416,0.9524,0.8658,1.0952,decoy,target,competitor
804019,6,decoy,35,5027,NA,target,NA,212.20502766762016,129.87012987013017,244.03578181776336,245.0968069561011,136.36363636363623,245.0968069561011,0.8658,0.9524,0.9957,target,decoy,competitor
804019,7,decoy,11,8801,NA,target,NA,212.20502766762016,122.4006153836726,244.03578181776336,245.0968069561011,141.37271076814173,245.0968069561011,0.8658,0.8658,0.9957,competitor,decoy,target
804019,8,decoy,30,7502,NA,competitor,NA,122.4006153836726,212.20502766762016,122.4006153836726,141.37271076814173,245.0968069561011,122.9327919722972,0.8658,0.8658,0.9957,competitor,target,decoy
804019,9,decoy,1,4040,9623,decoy,competitor,137.79547251144095,220.00000000000028,137.79547251144095,131.5320419427396,230.99999999999932,114.37568864586056,1.0476,0.9524,1.2048,decoy,target,competitor
804019,10,decoy,16,6978,NA,target,NA,220.00000000000028,137.79547251144095,253.00000000000003,230.99999999999932,131.5320419427396,230.99999999999932,0.9524,1.0476,1.0952,competitor,decoy,target
804019,11,decoy,42,4959,NA,target,NA,228.08130670593567,129.87012987013017,262.29350271182597,217.7139745829394,136.36363636363623,217.7139745829394,1.0476,0.9524,1.2048,competitor,decoy,target
804019,12,decoy,31,8016,11623,target,competitor,129.87012987013017,228.08130670593567,129.87012987013017,136.36363636363623,217.7139745829394,118.57707509881416,0.9524,1.0476,1.0952,competitor,target,decoy
804019,13,2menu,33,3281,NA,target,NA,220.00000000000028,129.87012987013017,NA,230.99999999999932,136.36363636363623,NA,0.9524,0.9524,NA,target,competitor,NA
804019,14,2menu,19,5738,NA,target,NA,212.20502766762016,122.4006153836726,NA,245.0968069561011,141.37271076814173,NA,0.8658,0.8658,NA,target,competitor,NA
804019,15,2menu,7,3863,NA,target,NA,220.00000000000028,122.4006153836726,NA,230.99999999999932,141.37271076814173,NA,0.9524,0.8658,NA,competitor,target,NA
804019,16,2menu,10,4331,NA,target,NA,212.20502766762016,129.87012987013017,NA,245.0968069561011,136.36363636363623,NA,0.8658,0.9524,NA,competitor,target,NA
804019,17,2menu,28,6788,NA,target,NA,220.00000000000028,137.79547251144095,NA,230.99999999999932,131.5320419427396,NA,0.9524,1.0476,NA,competitor,target,NA
804019,18,2menu,34,3053,NA,target,NA,228.08130670593567,129.87012987013017,NA,217.7139745829394,136.36363636363623,NA,1.0476,0.9524,NA,competitor,target,NA
804019,19,similarity,13,6886,NA,competitor,NA,124.2236024844716,230.00000000000009,253.1508786180531,130.43478260869554,241.5000000000007,265.80842254895464,0.9524,0.9524,0.9524,competitor,target,decoy
804019,20,similarity,18,8898,NA,target,NA,230.00000000000009,124.2236024844716,112.86324079694955,241.5000000000007,130.43478260869554,118.50640283679654,0.9524,0.9524,0.9524,competitor,decoy,target
804019,21,similarity,26,8506,NA,competitor,NA,116.85038835572236,230.00000000000009,253.1508786180531,134.96219855085957,241.5000000000007,265.80842254895464,0.8658,0.9524,0.9524,target,decoy,competitor
804019,22,similarity,29,6875,NA,decoy,NA,230.00000000000009,116.85038835572236,106.19374898863302,241.5000000000007,134.96219855085957,122.65378008187136,0.9524,0.8658,0.8658,competitor,decoy,target
804019,23,similarity,27,9655,NA,target,NA,222.28446425829887,124.2236024844716,112.86324079694955,256.73855621833593,130.43478260869554,118.50640283679654,0.8658,0.9524,0.9524,target,decoy,competitor
804019,24,similarity,39,5219,9235,competitor,decoy,124.2236024844716,222.28446425829887,244.59091256686088,130.43478260869554,256.73855621833593,282.5025040147248,0.9524,0.8658,0.8658,competitor,target,decoy
804019,25,similarity,21,5952,NA,competitor,NA,116.85038835572236,222.28446425829887,244.59091256686088,134.96219855085957,256.73855621833593,282.5025040147248,0.8658,0.8658,0.8658,competitor,decoy,target
804019,26,similarity,20,6835,NA,decoy,NA,222.28446425829887,116.85038835572236,106.19374898863302,256.73855621833593,134.96219855085957,122.65378008187136,0.8658,0.8658,0.8658,competitor,decoy,target
804019,27,similarity,37,6422,NA,target,NA,230.00000000000009,132.0620635615056,119.94833210776936,241.5000000000007,126.05924249052865,114.49613519377988,0.9524,1.0476,1.0476,target,decoy,competitor
804019,28,similarity,32,10360,19455,competitor,decoy,132.0620635615056,230.00000000000009,253.1508786180531,126.05924249052865,241.5000000000007,265.80842254895464,1.0476,0.9524,0.9524,competitor,target,decoy
804019,29,similarity,15,8608,NA,competitor,NA,124.2236024844716,237.98334344468265,262.0175777044897,130.43478260869554,227.16591874265225,250.10768780883117,0.9524,1.0476,1.0476,competitor,decoy,target
804019,30,similarity,24,10504,NA,decoy,NA,237.98334344468265,124.2236024844716,112.86324079694955,227.16591874265225,130.43478260869554,118.50640283679654,1.0476,0.9524,0.9524,target,decoy,competitor
804019,31,compromise,17,12561,NA,target,NA,209.99999999999991,136.0544217687074,324.13500000000005,220.5,142.8571428571428,340.341750000001,0.9524,0.9524,0.9524,decoy,target,competitor
804019,32,compromise,8,7202,NA,decoy,NA,136.0544217687074,209.99999999999991,88.14669372770133,142.8571428571428,220.5,92.55402841408666,0.9524,0.9524,0.9524,target,decoy,competitor
804019,33,compromise,36,9744,16647,target,competitor,209.99999999999991,128.49160158353055,324.13500000000005,220.5,148.40779982897715,340.341750000001,0.9524,0.8658,0.9524,target,decoy,competitor
804019,34,compromise,12,6154,NA,competitor,NA,128.49160158353055,209.99999999999991,81.67421269441888,148.40779982897715,220.5,94.33371566205408,0.8658,0.9524,0.8658,target,decoy,competitor
804019,35,compromise,14,9685,NA,decoy,NA,136.0544217687074,202.14570955550528,88.14669372770133,142.8571428571428,233.4782945366074,92.55402841408666,0.9524,0.8658,0.9524,competitor,target,decoy
804019,36,compromise,22,8842,NA,target,NA,202.14570955550528,136.0544217687074,318.01991249314847,233.4782945366074,142.8571428571428,367.31299892958776,0.8658,0.9524,0.8658,competitor,decoy,target
804019,37,compromise,25,10472,NA,target,NA,202.14570955550528,128.49160158353055,318.01991249314847,233.4782945366074,148.40779982897715,367.31299892958776,0.8658,0.8658,0.8658,decoy,target,competitor
804019,38,compromise,2,3400,17456,competitor,decoy,128.49160158353055,202.14570955550528,81.67421269441888,148.40779982897715,233.4782945366074,94.33371566205408,0.8658,0.8658,0.8658,target,decoy,competitor
804019,39,compromise,5,9800,NA,competitor,NA,144.0623780440912,209.99999999999991,95.13210300778486,137.51408813299676,220.5,90.8079165074312,1.0476,0.9524,1.0476,target,decoy,competitor
804019,40,compromise,41,11597,NA,decoy,NA,209.99999999999991,144.0623780440912,324.13500000000005,220.5,137.51408813299676,340.341750000001,0.9524,1.0476,0.9524,competitor,target,decoy
804019,41,compromise,6,10136,NA,decoy,NA,218.1594657485965,136.0544217687074,330.36767226726266,208.2431263963885,142.8571428571428,315.3509598914787,1.0476,0.9524,1.0476,competitor,target,decoy
804019,42,compromise,3,6165,NA,decoy,NA,136.0544217687074,218.1594657485965,88.14669372770133,142.8571428571428,208.2431263963885,92.55402841408666,0.9524,1.0476,0.9524,competitor,decoy,target
804020,1,decoy,9,9231,19518,target,competitor,220.00000000000028,129.87012987013017,253.00000000000003,230.99999999999932,136.36363636363623,230.99999999999932,0.9524,0.9524,1.0952,target,decoy,competitor
804020,2,decoy,16,4848,9743,target,competitor,129.87012987013017,220.00000000000028,129.87012987013017,136.36363636363623,230.99999999999932,118.57707509881416,0.9524,0.9524,1.0952,competitor,decoy,target
804020,3,decoy,20,5909,NA,target,NA,220.00000000000028,122.4006153836726,253.00000000000003,230.99999999999932,141.37271076814173,230.99999999999932,0.9524,0.8658,1.0952,decoy,target,competitor
804020,4,decoy,23,1605,NA,competitor,NA,122.4006153836726,220.00000000000028,122.4006153836726,141.37271076814173,230.99999999999932,122.9327919722972,0.8658,0.9524,0.9957,competitor,decoy,target
804020,5,decoy,25,3110,4254,competitor,target,129.87012987013017,212.20502766762016,129.87012987013017,136.36363636363623,245.0968069561011,118.57707509881416,0.9524,0.8658,1.0952,decoy,target,competitor
804020,6,decoy,5,8648,NA,target,NA,212.20502766762016,129.87012987013017,244.03578181776336,245.0968069561011,136.36363636363623,245.0968069561011,0.8658,0.9524,0.9957,target,decoy,competitor
804020,7,decoy,10,2180,9155,competitor,target,212.20502766762016,122.4006153836726,244.03578181776336,245.0968069561011,141.37271076814173,245.0968069561011,0.8658,0.8658,0.9957,competitor,decoy,target
804020,8,decoy,33,2225,5528,target,competitor,122.4006153836726,212.20502766762016,122.4006153836726,141.37271076814173,245.0968069561011,122.9327919722972,0.8658,0.8658,0.9957,competitor,target,decoy
804020,9,decoy,6,4696,9695,target,competitor,137.79547251144095,220.00000000000028,137.79547251144095,131.5320419427396,230.99999999999932,114.37568864586056,1.0476,0.9524,1.2048,decoy,target,competitor
804020,10,decoy,28,3295,10462,target,target,220.00000000000028,137.79547251144095,253.00000000000003,230.99999999999932,131.5320419427396,230.99999999999932,0.9524,1.0476,1.0952,competitor,decoy,target
804020,11,decoy,13,2407,4958,competitor,decoy,228.08130670593567,129.87012987013017,262.29350271182597,217.7139745829394,136.36363636363623,217.7139745829394,1.0476,0.9524,1.2048,competitor,decoy,target
804020,12,decoy,29,3180,8556,target,competitor,129.87012987013017,228.08130670593567,129.87012987013017,136.36363636363623,217.7139745829394,118.57707509881416,0.9524,1.0476,1.0952,competitor,target,decoy
804020,13,2menu,39,4488,NA,target,NA,220.00000000000028,129.87012987013017,NA,230.99999999999932,136.36363636363623,NA,0.9524,0.9524,NA,target,competitor,NA
804020,14,2menu,22,2199,6230,competitor,target,212.20502766762016,122.4006153836726,NA,245.0968069561011,141.37271076814173,NA,0.8658,0.8658,NA,target,competitor,NA
804020,15,2menu,41,2950,NA,target,NA,220.00000000000028,122.4006153836726,NA,230.99999999999932,141.37271076814173,NA,0.9524,0.8658,NA,competitor,target,NA
804020,16,2menu,11,3392,8967,competitor,target,212.20502766762016,129.87012987013017,NA,245.0968069561011,136.36363636363623,NA,0.8658,0.9524,NA,competitor,target,NA
804020,17,2menu,17,2719,NA,target,NA,220.00000000000028,137.79547251144095,NA,230.99999999999932,131.5320419427396,NA,0.9524,1.0476,NA,competitor,target,NA
804020,18,2menu,24,3875,NA,target,NA,228.08130670593567,129.87012987013017,NA,217.7139745829394,136.36363636363623,NA,1.0476,0.9524,NA,competitor,target,NA
804020,19,similarity,36,2398,4653,target,competitor,124.2236024844716,230.00000000000009,253.1508786180531,130.43478260869554,241.5000000000007,265.80842254895464,0.9524,0.9524,0.9524,competitor,target,decoy
804020,20,similarity,27,6870,11142,competitor,target,230.00000000000009,124.2236024844716,112.86324079694955,241.5000000000007,130.43478260869554,118.50640283679654,0.9524,0.9524,0.9524,competitor,decoy,target
804020,21,similarity,14,4289,16128,decoy,competitor,116.85038835572236,230.00000000000009,253.1508786180531,134.96219855085957,241.5000000000007,265.80842254895464,0.8658,0.9524,0.9524,target,decoy,competitor
804020,22,similarity,26,6660,11251,competitor,decoy,230.00000000000009,116.85038835572236,106.19374898863302,241.5000000000007,134.96219855085957,122.65378008187136,0.9524,0.8658,0.8658,competitor,decoy,target
804020,23,similarity,42,5443,NA,target,NA,222.28446425829887,124.2236024844716,112.86324079694955,256.73855621833593,130.43478260869554,118.50640283679654,0.8658,0.9524,0.9524,target,decoy,competitor
804020,24,similarity,19,2357,5396,target,competitor,124.2236024844716,222.28446425829887,244.59091256686088,130.43478260869554,256.73855621833593,282.5025040147248,0.9524,0.8658,0.8658,competitor,target,decoy
804020,25,similarity,12,6918,NA,competitor,NA,116.85038835572236,222.28446425829887,244.59091256686088,134.96219855085957,256.73855621833593,282.5025040147248,0.8658,0.8658,0.8658,competitor,decoy,target
804020,26,similarity,18,6636,NA,decoy,NA,222.28446425829887,116.85038835572236,106.19374898863302,256.73855621833593,134.96219855085957,122.65378008187136,0.8658,0.8658,0.8658,competitor,decoy,target
804020,27,similarity,30,4547,8826,decoy,target,230.00000000000009,132.0620635615056,119.94833210776936,241.5000000000007,126.05924249052865,114.49613519377988,0.9524,1.0476,1.0476,target,decoy,competitor
804020,28,similarity,3,5393,10368,decoy,competitor,132.0620635615056,230.00000000000009,253.1508786180531,126.05924249052865,241.5000000000007,265.80842254895464,1.0476,0.9524,0.9524,competitor,target,decoy
804020,29,similarity,34,2778,15546,competitor,target,124.2236024844716,237.98334344468265,262.0175777044897,130.43478260869554,227.16591874265225,250.10768780883117,0.9524,1.0476,1.0476,competitor,decoy,target
804020,30,similarity,2,10271,NA,target,NA,237.98334344468265,124.2236024844716,112.86324079694955,227.16591874265225,130.43478260869554,118.50640283679654,1.0476,0.9524,0.9524,target,decoy,competitor
804020,31,compromise,32,4616,10439,decoy,target,209.99999999999991,136.0544217687074,324.13500000000005,220.5,142.8571428571428,340.341750000001,0.9524,0.9524,0.9524,decoy,target,competitor
804020,32,compromise,21,8128,15918,competitor,decoy,136.0544217687074,209.99999999999991,88.14669372770133,142.8571428571428,220.5,92.55402841408666,0.9524,0.9524,0.9524,target,decoy,competitor
804020,33,compromise,38,2110,5709,target,decoy,209.99999999999991,128.49160158353055,324.13500000000005,220.5,148.40779982897715,340.341750000001,0.9524,0.8658,0.9524,target,decoy,competitor
804020,34,compromise,1,11851,NA,target,NA,128.49160158353055,209.99999999999991,81.67421269441888,148.40779982897715,220.5,94.33371566205408,0.8658,0.9524,0.8658,target,decoy,competitor
804020,35,compromise,40,4064,NA,decoy,NA,136.0544217687074,202.14570955550528,88.14669372770133,142.8571428571428,233.4782945366074,92.55402841408666,0.9524,0.8658,0.9524,competitor,target,decoy
804020,36,compromise,4,4176,10023,competitor,decoy,202.14570955550528,136.0544217687074,318.01991249314847,233.4782945366074,142.8571428571428,367.31299892958776,0.8658,0.9524,0.8658,competitor,decoy,target
804020,37,compromise,31,5247,NA,decoy,NA,202.14570955550528,128.49160158353055,318.01991249314847,233.4782945366074,148.40779982897715,367.31299892958776,0.8658,0.8658,0.8658,decoy,target,competitor
804020,38,compromise,37,1794,8505,target,competitor,128.49160158353055,202.14570955550528,81.67421269441888,148.40779982897715,233.4782945366074,94.33371566205408,0.8658,0.8658,0.8658,target,decoy,competitor
804020,39,compromise,35,3234,7849,target,competitor,144.0623780440912,209.99999999999991,95.13210300778486,137.51408813299676,220.5,90.8079165074312,1.0476,0.9524,1.0476,target,decoy,competitor
804020,40,compromise,15,7846,13205,target,decoy,209.99999999999991,144.0623780440912,324.13500000000005,220.5,137.51408813299676,340.341750000001,0.9524,1.0476,0.9524,competitor,target,decoy
804020,41,compromise,8,9019,NA,target,NA,218.1594657485965,136.0544217687074,330.36767226726266,208.2431263963885,142.8571428571428,315.3509598914787,1.0476,0.9524,1.0476,competitor,target,decoy
