id,treatment,screen,screentype,order,time_1,time_2,time_3,time_4,time_5,choice_1,choice_2,choice_3,choice_4,choice_5,cost_target,cost_competitor,cost_decoy,price_target,price_competitor,price_decoy,size_target,size_competitor,size_decoy,up_target,up_competitor,up_decoy
634479,barres,1,3 options CS,29,2375,4907,NA,NA,NA,target,competitor,NA,NA,NA,3.6,3.06,4.32,108,255,130,90,250,90,1.2,1.02,1.4444444444444444
634479,barres,2,3 options noCS,32,3422,NA,NA,NA,NA,target,NA,NA,NA,NA,3.6,3.06,4.32,108,255,302,90,250,210,1.2,1.02,1.438095238095238
634479,barres,3,3 options CS,28,2221,NA,NA,NA,NA,competitor,NA,NA,NA,NA,1.95,1.86,2.34,163,130,195,250,210,250,0.652,0.6190476190476191,0.78
634479,barres,4,3 options noCS,1,2183,8837,NA,NA,NA,decoy,competitor,NA,NA,NA,1.95,1.86,2.34,163,130,101,250,210,130,0.652,0.6190476190476191,0.7769230769230769
634479,barres,5,3 options CS,13,3673,NA,NA,NA,NA,target,NA,NA,NA,NA,2.55,2.55,3.06,179,111,214,210,130,210,0.8523809523809524,0.8538461538461538,1.019047619047619
634479,barres,6,3 options noCS,35,1849,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.55,2.55,3.06,179,111,173,210,130,170,0.8523809523809524,0.8538461538461538,1.0176470588235293
634479,barres,7,3 options CS,36,4430,NA,NA,NA,NA,target,NA,NA,NA,NA,3.15,3.3,3.78,95,232,113,90,210,90,1.0555555555555556,1.1047619047619048,1.2555555555555555
634479,barres,8,3 options noCS,22,5170,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3.3,3.78,95,232,315,90,210,250,1.0555555555555556,1.1047619047619048,1.26
634479,barres,9,3 options CS,26,3697,19567,NA,NA,NA,target,competitor,NA,NA,NA,3.9,4.5,4.68,273,254,328,210,170,210,1.3,1.4941176470588236,1.561904761904762
634479,barres,10,3 options noCS,27,2128,15149,NA,NA,NA,competitor,target,NA,NA,NA,3.9,4.5,4.68,273,254,390,210,170,250,1.3,1.4941176470588236,1.56
634479,barres,11,3 options CS,9,2320,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,2.7,128,159,153,170,250,170,0.7529411764705882,0.636,0.9
634479,barres,12,2 options,5,1834,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,NA,128,159,NA,170,250,NA,0.7529411764705882,0.636,NA
634479,barres,13,3 options CS,23,2298,12610,NA,NA,NA,target,competitor,NA,NA,NA,3.9,3.72,4.68,117,309,140,90,250,90,1.3,1.236,1.5555555555555556
634479,barres,14,2 options,7,2428,5849,NA,NA,NA,target,competitor,NA,NA,NA,3.9,3.72,NA,117,309,NA,90,250,NA,1.3,1.236,NA
634479,barres,15,3 options CS,8,4129,8111,NA,NA,NA,competitor,target,NA,NA,NA,3.3,3.3,3.96,187,99,224,170,90,170,1.1,1.1,1.3176470588235294
634479,barres,16,2 options,25,1544,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.3,3.3,NA,187,99,NA,170,90,NA,1.1,1.1,NA
634479,barres,17,3 options CS,10,2411,NA,NA,NA,NA,target,NA,NA,NA,NA,3.75,3.93,4.5,163,276,195,130,210,130,1.2538461538461538,1.3142857142857143,1.5
634479,barres,18,2 options,40,7794,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.75,3.93,NA,163,276,NA,130,210,NA,1.2538461538461538,1.3142857142857143,NA
634479,barres,19,3 options CS,24,3728,NA,NA,NA,NA,competitor,NA,NA,NA,NA,1.95,2.25,2.34,110,97,133,170,130,170,0.6470588235294118,0.7461538461538462,0.7823529411764706
634479,barres,20,2 options,3,985,NA,NA,NA,NA,competitor,NA,NA,NA,NA,1.95,2.25,NA,110,97,NA,170,130,NA,0.6470588235294118,0.7461538461538462,NA
634479,barres,21,3 options CS,33,2740,4587,NA,NA,NA,decoy,target,NA,NA,NA,2.4,2.04,2.88,72,88,86,90,130,90,0.8,0.676923076923077,0.9555555555555556
634479,barres,22,3 options noCS,15,2902,4116,NA,NA,NA,target,decoy,NA,NA,NA,2.4,2.04,2.88,72,88,240,90,130,250,0.8,0.676923076923077,0.96
634479,barres,23,3 options CS,6,2200,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3,3.78,95,209,113,90,210,90,1.0555555555555556,0.9952380952380953,1.2555555555555555
634479,barres,24,3 options noCS,16,2498,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3,3.78,95,209,315,90,210,250,1.0555555555555556,0.9952380952380953,1.26
634479,barres,25,3 options CS,17,1144,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,225,250,210,250,0.752,0.7523809523809524,0.9
634479,barres,26,3 options noCS,38,3943,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,117,250,210,130,0.752,0.7523809523809524,0.9
634479,barres,27,3 options CS,4,2657,NA,NA,NA,NA,competitor,NA,NA,NA,NA,4.05,4.26,4.86,176,128,211,130,90,130,1.353846153846154,1.4222222222222223,1.623076923076923
634479,barres,28,3 options noCS,14,1685,11443,NA,NA,NA,target,competitor,NA,NA,NA,4.05,4.26,4.86,176,128,340,130,90,210,1.353846153846154,1.4222222222222223,1.619047619047619
634479,barres,29,3 options CS,11,2535,NA,NA,NA,NA,target,NA,NA,NA,NA,2.1,2.43,2.52,175,72,210,250,90,250,0.7,0.8,0.84
634479,barres,30,3 options noCS,20,1619,NA,NA,NA,NA,target,NA,NA,NA,NA,2.1,2.43,2.52,175,72,143,250,90,170,0.7,0.8,0.8411764705882353
634479,barres,31,3 options CS,34,1791,NA,NA,NA,NA,target,NA,NA,NA,NA,3.75,3.18,4.5,113,138,135,90,130,90,1.2555555555555555,1.0615384615384615,1.5
634479,barres,32,2 options,30,2911,NA,NA,NA,NA,target,NA,NA,NA,NA,3.75,3.18,NA,113,138,NA,90,130,NA,1.2555555555555555,1.0615384615384615,NA
634479,barres,33,3 options CS,31,1992,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3,2.85,3.6,130,86,156,130,90,130,1,0.9555555555555556,1.2
634479,barres,34,2 options,19,1032,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3,2.85,NA,130,86,NA,130,90,NA,1,0.9555555555555556,NA
634479,barres,35,3 options CS,2,1677,11556,NA,NA,NA,target,competitor,NA,NA,NA,3.3,3.3,3.96,275,99,330,250,90,250,1.1,1.1,1.32
634479,barres,36,2 options,18,2273,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,NA,275,99,NA,250,90,NA,1.1,1.1,NA
634479,barres,37,3 options CS,12,3294,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.1,2.22,2.52,63,125,76,90,170,90,0.7,0.7352941176470589,0.8444444444444444
634479,barres,38,2 options,39,3466,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.1,2.22,NA,63,125,NA,90,170,NA,0.7,0.7352941176470589,NA
634479,barres,39,3 options CS,37,8150,11508,NA,NA,NA,competitor,target,NA,NA,NA,3.3,3.81,3.96,143,316,172,130,250,130,1.1,1.264,1.323076923076923
634479,barres,40,2 options,21,4230,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.81,NA,143,316,NA,130,250,NA,1.1,1.264,NA
628312,barres,1,3 options CS,38,6823,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.6,3.06,4.32,108,255,130,90,250,90,1.2,1.02,1.4444444444444444
628312,barres,2,3 options noCS,30,5429,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.6,3.06,4.32,108,255,302,90,250,210,1.2,1.02,1.438095238095238
628312,barres,3,3 options CS,6,6109,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,1.86,2.34,163,130,195,250,210,250,0.652,0.6190476190476191,0.78
628312,barres,4,3 options noCS,8,8403,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,1.86,2.34,163,130,101,250,210,130,0.652,0.6190476190476191,0.7769230769230769
628312,barres,5,3 options CS,17,13312,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.55,2.55,3.06,179,111,214,210,130,210,0.8523809523809524,0.8538461538461538,1.019047619047619
628312,barres,6,3 options noCS,1,8522,NA,NA,NA,NA,target,NA,NA,NA,NA,2.55,2.55,3.06,179,111,173,210,130,170,0.8523809523809524,0.8538461538461538,1.0176470588235293
628312,barres,7,3 options CS,37,9178,NA,NA,NA,NA,target,NA,NA,NA,NA,3.15,3.3,3.78,95,232,113,90,210,90,1.0555555555555556,1.1047619047619048,1.2555555555555555
628312,barres,8,3 options noCS,15,13441,NA,NA,NA,NA,decoy,NA,NA,NA,NA,3.15,3.3,3.78,95,232,315,90,210,250,1.0555555555555556,1.1047619047619048,1.26
628312,barres,9,3 options CS,35,5370,NA,NA,NA,NA,target,NA,NA,NA,NA,3.9,4.5,4.68,273,254,328,210,170,210,1.3,1.4941176470588236,1.561904761904762
628312,barres,10,3 options noCS,10,13046,18250,NA,NA,NA,decoy,target,NA,NA,NA,3.9,4.5,4.68,273,254,390,210,170,250,1.3,1.4941176470588236,1.56
628312,barres,11,3 options CS,19,4953,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,2.7,128,159,153,170,250,170,0.7529411764705882,0.636,0.9
628312,barres,12,2 options,24,7978,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,NA,128,159,NA,170,250,NA,0.7529411764705882,0.636,NA
628312,barres,13,3 options CS,34,7045,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.9,3.72,4.68,117,309,140,90,250,90,1.3,1.236,1.5555555555555556
628312,barres,14,2 options,26,7405,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.9,3.72,NA,117,309,NA,90,250,NA,1.3,1.236,NA
628312,barres,15,3 options CS,13,9056,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,3.96,187,99,224,170,90,170,1.1,1.1,1.3176470588235294
628312,barres,16,2 options,36,10040,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,NA,187,99,NA,170,90,NA,1.1,1.1,NA
628312,barres,17,3 options CS,12,7884,NA,NA,NA,NA,target,NA,NA,NA,NA,3.75,3.93,4.5,163,276,195,130,210,130,1.2538461538461538,1.3142857142857143,1.5
628312,barres,18,2 options,27,4138,NA,NA,NA,NA,target,NA,NA,NA,NA,3.75,3.93,NA,163,276,NA,130,210,NA,1.2538461538461538,1.3142857142857143,NA
628312,barres,19,3 options CS,5,5585,NA,NA,NA,NA,competitor,NA,NA,NA,NA,1.95,2.25,2.34,110,97,133,170,130,170,0.6470588235294118,0.7461538461538462,0.7823529411764706
628312,barres,20,2 options,39,15274,NA,NA,NA,NA,competitor,NA,NA,NA,NA,1.95,2.25,NA,110,97,NA,170,130,NA,0.6470588235294118,0.7461538461538462,NA
628312,barres,21,3 options CS,23,7670,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.4,2.04,2.88,72,88,86,90,130,90,0.8,0.676923076923077,0.9555555555555556
628312,barres,22,3 options noCS,32,6188,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.4,2.04,2.88,72,88,240,90,130,250,0.8,0.676923076923077,0.96
628312,barres,23,3 options CS,3,7521,NA,NA,NA,NA,target,NA,NA,NA,NA,3.15,3,3.78,95,209,113,90,210,90,1.0555555555555556,0.9952380952380953,1.2555555555555555
628312,barres,24,3 options noCS,4,10668,NA,NA,NA,NA,decoy,NA,NA,NA,NA,3.15,3,3.78,95,209,315,90,210,250,1.0555555555555556,0.9952380952380953,1.26
628312,barres,25,3 options CS,7,4865,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,225,250,210,250,0.752,0.7523809523809524,0.9
628312,barres,26,3 options noCS,40,7517,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,117,250,210,130,0.752,0.7523809523809524,0.9
628312,barres,27,3 options CS,18,7370,NA,NA,NA,NA,target,NA,NA,NA,NA,4.05,4.26,4.86,176,128,211,130,90,130,1.353846153846154,1.4222222222222223,1.623076923076923
628312,barres,28,3 options noCS,22,8403,NA,NA,NA,NA,target,NA,NA,NA,NA,4.05,4.26,4.86,176,128,340,130,90,210,1.353846153846154,1.4222222222222223,1.619047619047619
628312,barres,29,3 options CS,14,7595,NA,NA,NA,NA,target,NA,NA,NA,NA,2.1,2.43,2.52,175,72,210,250,90,250,0.7,0.8,0.84
628312,barres,30,3 options noCS,20,7211,NA,NA,NA,NA,target,NA,NA,NA,NA,2.1,2.43,2.52,175,72,143,250,90,170,0.7,0.8,0.8411764705882353
628312,barres,31,3 options CS,33,4482,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.75,3.18,4.5,113,138,135,90,130,90,1.2555555555555555,1.0615384615384615,1.5
628312,barres,32,2 options,9,8813,15793,NA,NA,NA,target,competitor,NA,NA,NA,3.75,3.18,NA,113,138,NA,90,130,NA,1.2555555555555555,1.0615384615384615,NA
628312,barres,33,3 options CS,25,11257,16478,NA,NA,NA,competitor,target,NA,NA,NA,3,2.85,3.6,130,86,156,130,90,130,1,0.9555555555555556,1.2
628312,barres,34,2 options,2,6788,NA,NA,NA,NA,target,NA,NA,NA,NA,3,2.85,NA,130,86,NA,130,90,NA,1,0.9555555555555556,NA
628312,barres,35,3 options CS,28,11559,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.3,3.3,3.96,275,99,330,250,90,250,1.1,1.1,1.32
628312,barres,36,2 options,16,5040,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,NA,275,99,NA,250,90,NA,1.1,1.1,NA
628312,barres,37,3 options CS,11,10760,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.1,2.22,2.52,63,125,76,90,170,90,0.7,0.7352941176470589,0.8444444444444444
628312,barres,38,2 options,31,8362,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.1,2.22,NA,63,125,NA,90,170,NA,0.7,0.7352941176470589,NA
628312,barres,39,3 options CS,29,10304,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.81,3.96,143,316,172,130,250,130,1.1,1.264,1.323076923076923
628312,barres,40,2 options,21,6140,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.81,NA,143,316,NA,130,250,NA,1.1,1.264,NA
628646,barres,1,3 options CS,19,7275,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.6,3.06,4.32,108,255,130,90,250,90,1.2,1.02,1.4444444444444444
628646,barres,2,3 options noCS,1,6181,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.6,3.06,4.32,108,255,302,90,250,210,1.2,1.02,1.438095238095238
628646,barres,3,3 options CS,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,1.86,2.34,163,130,195,250,210,250,0.652,0.6190476190476191,0.78
628646,barres,4,3 options noCS,21,3666,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,1.86,2.34,163,130,101,250,210,130,0.652,0.6190476190476191,0.7769230769230769
628646,barres,5,3 options CS,2,10114,NA,NA,NA,NA,target,NA,NA,NA,NA,2.55,2.55,3.06,179,111,214,210,130,210,0.8523809523809524,0.8538461538461538,1.019047619047619
628646,barres,6,3 options noCS,20,8952,NA,NA,NA,NA,target,NA,NA,NA,NA,2.55,2.55,3.06,179,111,173,210,130,170,0.8523809523809524,0.8538461538461538,1.0176470588235293
628646,barres,7,3 options CS,35,7141,19387,NA,NA,NA,target,competitor,NA,NA,NA,3.15,3.3,3.78,95,232,113,90,210,90,1.0555555555555556,1.1047619047619048,1.2555555555555555
628646,barres,8,3 options noCS,38,10258,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3.3,3.78,95,232,315,90,210,250,1.0555555555555556,1.1047619047619048,1.26
628646,barres,9,3 options CS,9,6464,NA,NA,NA,NA,target,NA,NA,NA,NA,3.9,4.5,4.68,273,254,328,210,170,210,1.3,1.4941176470588236,1.561904761904762
628646,barres,10,3 options noCS,30,11295,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.9,4.5,4.68,273,254,390,210,170,250,1.3,1.4941176470588236,1.56
628646,barres,11,3 options CS,6,7052,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,2.7,128,159,153,170,250,170,0.7529411764705882,0.636,0.9
628646,barres,12,2 options,34,7817,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,NA,128,159,NA,170,250,NA,0.7529411764705882,0.636,NA
628646,barres,13,3 options CS,22,5917,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.9,3.72,4.68,117,309,140,90,250,90,1.3,1.236,1.5555555555555556
628646,barres,14,2 options,27,14017,NA,NA,NA,NA,target,NA,NA,NA,NA,3.9,3.72,NA,117,309,NA,90,250,NA,1.3,1.236,NA
628646,barres,15,3 options CS,13,6612,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,3.96,187,99,224,170,90,170,1.1,1.1,1.3176470588235294
628646,barres,16,2 options,31,6916,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,NA,187,99,NA,170,90,NA,1.1,1.1,NA
628646,barres,17,3 options CS,37,6542,NA,NA,NA,NA,target,NA,NA,NA,NA,3.75,3.93,4.5,163,276,195,130,210,130,1.2538461538461538,1.3142857142857143,1.5
628646,barres,18,2 options,23,6665,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.75,3.93,NA,163,276,NA,130,210,NA,1.2538461538461538,1.3142857142857143,NA
628646,barres,19,3 options CS,12,3770,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,2.25,2.34,110,97,133,170,130,170,0.6470588235294118,0.7461538461538462,0.7823529411764706
628646,barres,20,2 options,14,2729,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,2.25,NA,110,97,NA,170,130,NA,0.6470588235294118,0.7461538461538462,NA
628646,barres,21,3 options CS,11,6238,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.4,2.04,2.88,72,88,86,90,130,90,0.8,0.676923076923077,0.9555555555555556
628646,barres,22,3 options noCS,3,4410,15879,NA,NA,NA,decoy,target,NA,NA,NA,2.4,2.04,2.88,72,88,240,90,130,250,0.8,0.676923076923077,0.96
628646,barres,23,3 options CS,25,17472,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3,3.78,95,209,113,90,210,90,1.0555555555555556,0.9952380952380953,1.2555555555555555
628646,barres,24,3 options noCS,39,7985,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3,3.78,95,209,315,90,210,250,1.0555555555555556,0.9952380952380953,1.26
628646,barres,25,3 options CS,24,12237,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,225,250,210,250,0.752,0.7523809523809524,0.9
628646,barres,26,3 options noCS,40,4762,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,117,250,210,130,0.752,0.7523809523809524,0.9
628646,barres,27,3 options CS,17,9854,NA,NA,NA,NA,target,NA,NA,NA,NA,4.05,4.26,4.86,176,128,211,130,90,130,1.353846153846154,1.4222222222222223,1.623076923076923
628646,barres,28,3 options noCS,18,10430,NA,NA,NA,NA,competitor,NA,NA,NA,NA,4.05,4.26,4.86,176,128,340,130,90,210,1.353846153846154,1.4222222222222223,1.619047619047619
628646,barres,29,3 options CS,28,16828,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.1,2.43,2.52,175,72,210,250,90,250,0.7,0.8,0.84
628646,barres,30,3 options noCS,5,2575,NA,NA,NA,NA,target,NA,NA,NA,NA,2.1,2.43,2.52,175,72,143,250,90,170,0.7,0.8,0.8411764705882353
628646,barres,31,3 options CS,33,7540,NA,NA,NA,NA,target,NA,NA,NA,NA,3.75,3.18,4.5,113,138,135,90,130,90,1.2555555555555555,1.0615384615384615,1.5
628646,barres,32,2 options,32,4744,8909,9667,NA,NA,target,competitor,target,NA,NA,3.75,3.18,NA,113,138,NA,90,130,NA,1.2555555555555555,1.0615384615384615,NA
628646,barres,33,3 options CS,8,3287,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3,2.85,3.6,130,86,156,130,90,130,1,0.9555555555555556,1.2
628646,barres,34,2 options,7,5382,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3,2.85,NA,130,86,NA,130,90,NA,1,0.9555555555555556,NA
628646,barres,35,3 options CS,16,11875,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,3.96,275,99,330,250,90,250,1.1,1.1,1.32
628646,barres,36,2 options,36,7469,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.3,3.3,NA,275,99,NA,250,90,NA,1.1,1.1,NA
628646,barres,37,3 options CS,10,5753,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.1,2.22,2.52,63,125,76,90,170,90,0.7,0.7352941176470589,0.8444444444444444
628646,barres,38,2 options,15,6650,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.1,2.22,NA,63,125,NA,90,170,NA,0.7,0.7352941176470589,NA
628646,barres,39,3 options CS,4,5230,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.3,3.81,3.96,143,316,172,130,250,130,1.1,1.264,1.323076923076923
628646,barres,40,2 options,29,14493,15473,NA,NA,NA,competitor,competitor,NA,NA,NA,3.3,3.81,NA,143,316,NA,130,250,NA,1.1,1.264,NA
628962,barres,1,3 options CS,19,2860,4481,NA,NA,NA,target,competitor,NA,NA,NA,3.6,3.06,4.32,108,255,130,90,250,90,1.2,1.02,1.4444444444444444
628962,barres,2,3 options noCS,32,1913,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.6,3.06,4.32,108,255,302,90,250,210,1.2,1.02,1.438095238095238
628962,barres,3,3 options CS,21,3052,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,1.86,2.34,163,130,195,250,210,250,0.652,0.6190476190476191,0.78
628962,barres,4,3 options noCS,18,2394,14663,NA,NA,NA,target,competitor,NA,NA,NA,1.95,1.86,2.34,163,130,101,250,210,130,0.652,0.6190476190476191,0.7769230769230769
628962,barres,5,3 options CS,22,2079,13053,NA,NA,NA,target,competitor,NA,NA,NA,2.55,2.55,3.06,179,111,214,210,130,210,0.8523809523809524,0.8538461538461538,1.019047619047619
628962,barres,6,3 options noCS,7,2945,NA,NA,NA,NA,target,NA,NA,NA,NA,2.55,2.55,3.06,179,111,173,210,130,170,0.8523809523809524,0.8538461538461538,1.0176470588235293
628962,barres,7,3 options CS,23,3099,12576,19663,NA,NA,competitor,target,competitor,NA,NA,3.15,3.3,3.78,95,232,113,90,210,90,1.0555555555555556,1.1047619047619048,1.2555555555555555
628962,barres,8,3 options noCS,31,1679,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3.3,3.78,95,232,315,90,210,250,1.0555555555555556,1.1047619047619048,1.26
628962,barres,9,3 options CS,34,2091,NA,NA,NA,NA,target,NA,NA,NA,NA,3.9,4.5,4.68,273,254,328,210,170,210,1.3,1.4941176470588236,1.561904761904762
628962,barres,10,3 options noCS,11,3789,NA,NA,NA,NA,target,NA,NA,NA,NA,3.9,4.5,4.68,273,254,390,210,170,250,1.3,1.4941176470588236,1.56
628962,barres,11,3 options CS,35,1903,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,2.7,128,159,153,170,250,170,0.7529411764705882,0.636,0.9
628962,barres,12,2 options,10,1666,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.25,1.92,NA,128,159,NA,170,250,NA,0.7529411764705882,0.636,NA
628962,barres,13,3 options CS,15,4616,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.9,3.72,4.68,117,309,140,90,250,90,1.3,1.236,1.5555555555555556
628962,barres,14,2 options,20,2299,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.9,3.72,NA,117,309,NA,90,250,NA,1.3,1.236,NA
628962,barres,15,3 options CS,24,3398,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,3.96,187,99,224,170,90,170,1.1,1.1,1.3176470588235294
628962,barres,16,2 options,6,2255,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,NA,187,99,NA,170,90,NA,1.1,1.1,NA
628962,barres,17,3 options CS,26,1997,2874,NA,NA,NA,decoy,target,NA,NA,NA,3.75,3.93,4.5,163,276,195,130,210,130,1.2538461538461538,1.3142857142857143,1.5
628962,barres,18,2 options,9,1379,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.75,3.93,NA,163,276,NA,130,210,NA,1.2538461538461538,1.3142857142857143,NA
628962,barres,19,3 options CS,29,2468,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,2.25,2.34,110,97,133,170,130,170,0.6470588235294118,0.7461538461538462,0.7823529411764706
628962,barres,20,2 options,13,1828,NA,NA,NA,NA,target,NA,NA,NA,NA,1.95,2.25,NA,110,97,NA,170,130,NA,0.6470588235294118,0.7461538461538462,NA
628962,barres,21,3 options CS,8,2693,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.4,2.04,2.88,72,88,86,90,130,90,0.8,0.676923076923077,0.9555555555555556
628962,barres,22,3 options noCS,33,2577,NA,NA,NA,NA,competitor,NA,NA,NA,NA,2.4,2.04,2.88,72,88,240,90,130,250,0.8,0.676923076923077,0.96
628962,barres,23,3 options CS,5,2426,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3,3.78,95,209,113,90,210,90,1.0555555555555556,0.9952380952380953,1.2555555555555555
628962,barres,24,3 options noCS,39,2230,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.15,3,3.78,95,209,315,90,210,250,1.0555555555555556,0.9952380952380953,1.26
628962,barres,25,3 options CS,17,2090,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,225,250,210,250,0.752,0.7523809523809524,0.9
628962,barres,26,3 options noCS,37,1806,NA,NA,NA,NA,target,NA,NA,NA,NA,2.25,2.25,2.7,188,158,117,250,210,130,0.752,0.7523809523809524,0.9
628962,barres,27,3 options CS,28,2963,10248,NA,NA,NA,competitor,target,NA,NA,NA,4.05,4.26,4.86,176,128,211,130,90,130,1.353846153846154,1.4222222222222223,1.623076923076923
628962,barres,28,3 options noCS,3,3687,NA,NA,NA,NA,target,NA,NA,NA,NA,4.05,4.26,4.86,176,128,340,130,90,210,1.353846153846154,1.4222222222222223,1.619047619047619
628962,barres,29,3 options CS,27,1587,NA,NA,NA,NA,target,NA,NA,NA,NA,2.1,2.43,2.52,175,72,210,250,90,250,0.7,0.8,0.84
628962,barres,30,3 options noCS,16,2264,NA,NA,NA,NA,target,NA,NA,NA,NA,2.1,2.43,2.52,175,72,143,250,90,170,0.7,0.8,0.8411764705882353
628962,barres,31,3 options CS,40,2039,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.75,3.18,4.5,113,138,135,90,130,90,1.2555555555555555,1.0615384615384615,1.5
628962,barres,32,2 options,38,2536,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3.75,3.18,NA,113,138,NA,90,130,NA,1.2555555555555555,1.0615384615384615,NA
628962,barres,33,3 options CS,14,2127,NA,NA,NA,NA,competitor,NA,NA,NA,NA,3,2.85,3.6,130,86,156,130,90,130,1,0.9555555555555556,1.2
628962,barres,34,2 options,12,1666,NA,NA,NA,NA,target,NA,NA,NA,NA,3,2.85,NA,130,86,NA,130,90,NA,1,0.9555555555555556,NA
628962,barres,35,3 options CS,25,1637,2202,NA,NA,NA,decoy,target,NA,NA,NA,3.3,3.3,3.96,275,99,330,250,90,250,1.1,1.1,1.32
628962,barres,36,2 options,36,2577,NA,NA,NA,NA,target,NA,NA,NA,NA,3.3,3.3,NA,275,99,NA,250,90,NA,1.1,1.1,NA
