"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"236",-232.576,-5.96501,1.79733,0.989425,0.647504,5.74755,0.793989,0.935168,1,0,0,1,236,1,1
"237",-233.18,-1.79179,1.79221,1.05131,0.701914,5.57667,0.760491,0.948298,1,0,0,1,237,1,1
"238",-214.956,-1.55472,1.78796,1.00609,0.816831,5.40355,0.76676,0.985714,1,0,0,1,238,1,1
"239",-231.034,-3.11676,1.78751,1.08123,0.777395,5.42666,0.711146,0.973311,1,0,0,1,239,1,1
"240",-267.316,-1.18011,1.81506,1.04941,0.713075,5.73722,0.746506,1.00674,1,0,0,1,240,1,1
"241",-212.763,-2.22586,1.76771,1.02204,0.831229,5.66616,0.770643,0.942247,1,0,0,1,241,1,1
"242",-364.29,-2.97004,1.75163,1.08471,0.749354,5.87535,0.736747,0.96223,1,0,0,1,242,1,1
"243",-216.943,-3.73326,1.76049,1.0182,0.8677,5.29968,0.751025,1.00813,1,0,0,1,243,1,1
"244",-233.033,-8.2166,1.71166,1.04939,0.738905,5.10839,0.737656,1.00126,1,0,0,1,244,1,1
"245",-215.294,-2.32664,1.86073,1.04003,0.866829,5.558,0.745763,1.00254,1,0,0,1,245,1,1
"246",-253.861,-3.29292,1.84238,1.06929,0.780137,5.87168,0.775584,1.02222,1,0,0,1,246,1,1
"247",-272.282,-2.99411,1.82328,1.02623,0.751114,5.9998,0.731451,1.00108,1,0,0,1,247,1,1
"248",-268.001,-3.10234,1.79983,1.09278,0.714069,5.47637,0.716885,0.993892,1,0,0,1,248,1,1
"249",-213.903,-4.05868,1.79167,1.10781,0.838724,5.3736,0.720992,0.981147,1,0,0,1,249,1,1
"250",-217.592,-5.45253,1.82945,1.10518,0.931359,5.56234,0.800276,0.974718,1,0,0,1,250,1,1
"251",-229.272,-1.13591,1.83265,1.02652,0.729991,5.76443,0.740804,0.971856,1,0,0,1,251,1,1
"252",-214.182,-1.16962,1.79473,1.01758,0.856121,5.5965,0.7394,1.00406,1,0,0,1,252,1,1
"253",-254.493,-4.81725,1.74171,1.11003,0.77371,5.64863,0.807859,0.981191,1,0,0,1,253,1,1
"254",-231.464,-2.79847,1.73928,0.988291,0.831792,5.57184,0.741817,0.957979,1,0,0,1,254,1,1
"255",-268.892,-2.42056,1.79032,1.11661,0.79467,5.56722,0.750417,1.00559,1,0,0,1,255,1,1
"256",-232.701,-2.68387,1.79561,0.966047,0.81509,5.63962,0.723186,0.971336,1,0,0,1,256,1,1
"257",-230.557,-2.07718,1.79826,0.978376,0.736821,5.80313,0.732939,0.989572,1,0,0,1,257,1,1
"258",-267.297,-1.89064,1.83757,1.05896,0.711158,5.76813,0.732853,0.997335,1,0,0,1,258,1,1
"259",-216.391,-7.68135,1.77659,1.00763,0.683496,5.08895,0.766279,0.955845,1,0,0,1,259,1,1
"260",-230.439,-1.43423,1.78219,1.00967,0.842507,5.82818,0.745699,0.997002,1,0,0,1,260,1,1
"261",-213.8,-3.1815,1.85888,1.04602,0.697938,5.5219,0.791512,0.990782,1,0,0,1,261,1,1
"262",-230.761,-1.51007,1.80118,0.99793,0.79246,5.80731,0.74386,1.00902,1,0,0,1,262,1,1
"263",-231.256,-2.04034,1.83857,1.03494,0.710782,5.7383,0.787119,0.975134,1,0,0,1,263,1,1
"264",-232.683,-2.7119,1.804,1.02399,0.786806,5.39116,0.713865,0.99941,1,0,0,1,264,1,1
"265",-267.679,-1.71927,1.73955,1.02315,0.763324,5.82882,0.749749,0.982425,1,0,0,1,265,1,1
"266",-270.889,-3.58055,1.74091,1.09855,0.78335,5.57698,0.773972,1.02061,1,0,0,1,266,1,1
"267",-232.222,-1.38784,1.82906,0.994334,0.796548,5.58291,0.73253,0.975421,1,0,0,1,267,1,1
"268",-231.322,-2.02516,1.76264,1.03781,0.878324,5.64613,0.728646,0.966623,1,0,0,1,268,1,1
"269",-214.782,-3.10022,1.85238,1.07953,0.856384,5.60916,0.759563,0.948148,1,0,0,1,269,1,1
"270",-250.565,-4.14093,1.73977,1.09184,0.738159,5.45281,0.789841,0.96143,1,0,0,1,270,1,1
"271",-234.355,-3.21252,1.79715,1.03547,0.705712,5.548,0.766212,1.04134,1,0,0,1,271,1,1
"272",-268.932,-7.71246,1.76628,1.01,0.660924,5.89992,0.779454,0.913674,1,0,0,1,272,1,1
"273",-212.619,-1.80038,1.76541,1.03845,0.783945,5.50672,0.782767,0.958109,1,0,0,1,273,1,1
"274",-214.018,-2.20217,1.78231,1.07195,0.841036,5.72193,0.793844,0.989189,1,0,0,1,274,1,1
"275",-213.621,-1.65812,1.7981,1.02498,0.734134,5.67077,0.791248,0.962893,1,0,0,1,275,1,1
"276",-267.737,-1.82265,1.76966,1.09451,0.844749,5.72955,0.751131,0.984401,1,0,0,1,276,1,1
"277",-230.204,-1.26501,1.7866,1.00067,0.734603,5.63904,0.780915,0.973226,1,0,0,1,277,1,1
"278",-233.022,-2.87698,1.81768,1.01789,0.810538,5.48771,0.704458,0.979398,1,0,0,1,278,1,1
"279",-225.236,-8.98229,1.89843,0.940545,0.852382,5.39874,0.744632,1.02605,1,0,0,1,279,1,1
"280",-268.19,-1.07757,1.7842,1.06125,0.744063,5.69907,0.744583,1.0116,1,0,0,1,280,1,1
"281",-231.701,-6.60635,1.743,0.936218,0.69362,5.74928,0.793304,0.996582,1,0,0,1,281,1,1
"282",-229.851,-1.37964,1.78349,1.04095,0.841041,5.81923,0.763558,0.962895,1,0,0,1,282,1,1
"283",-214.712,-1.97801,1.81928,1.00269,0.761741,5.52014,0.772348,1.01951,1,0,0,1,283,1,1
"284",-229.897,-0.971612,1.77397,1.00509,0.767522,5.74982,0.735404,0.980825,1,0,0,1,284,1,1
"285",-231.303,-2.63661,1.78794,1.02827,0.793762,5.80396,0.725008,0.942021,1,0,0,1,285,1,1
"286",-230.271,-2.35995,1.82942,1.003,0.78792,5.92501,0.735626,0.996013,1,0,0,1,286,1,1
"287",-310.007,-8.18948,1.6894,0.991465,0.652931,5.89618,0.768111,1.01663,1,0,0,1,287,1,1
"288",-270.338,-2.54878,1.76754,1.03627,0.818528,5.78997,0.711065,0.969898,1,0,0,1,288,1,1
"289",-213.831,-1.5324,1.85178,1.02597,0.766594,5.50124,0.739279,0.972203,1,0,0,1,289,1,1
"290",-213.738,-1.60563,1.8086,0.997568,0.863538,5.70566,0.747132,0.963122,1,0,0,1,290,1,1
"291",-214.494,-2.76249,1.77303,1.04934,0.720758,5.46899,0.798769,0.998156,1,0,0,1,291,1,1
"292",-214.748,-4.11885,1.7618,0.976485,0.74506,5.51892,0.807369,0.975418,1,0,0,1,292,1,1
"293",-215.082,-1.27382,1.80072,0.995854,0.824277,5.69842,0.751351,1.00931,1,0,0,1,293,1,1
"294",-272.351,-4.75318,1.81581,1.06794,0.75755,5.9141,0.758342,1.04884,1,0,0,1,294,1,1
"295",-230.337,-0.741722,1.77332,1.02401,0.710165,5.63054,0.745784,0.985265,1,0,0,1,295,1,1
"296",-215.948,-2.26127,1.81795,1.04976,0.88667,5.55496,0.784542,0.967647,1,0,0,1,296,1,1
"297",-308.663,-2.39338,1.75195,1.07443,0.727537,5.8156,0.728985,0.987099,1,0,0,1,297,1,1
"298",-217.448,-5.67978,1.76631,0.992671,0.740775,5.34063,0.810887,0.955767,1,0,0,1,298,1,1
"299",-217.969,-3.22597,1.82629,0.951841,0.826577,5.49796,0.754721,0.988878,1,0,0,1,299,1,1
"300",-267.695,-2.15208,1.78522,1.01675,0.770616,5.98542,0.750081,0.994619,1,0,0,1,300,1,1
"301",-233.848,-3.19663,1.76479,1.01456,0.786692,5.40906,0.7246,1.02155,1,0,0,1,301,1,1
"302",-220.067,-4.59798,1.81293,1.00151,0.84199,5.54436,0.818238,0.958103,1,0,0,1,302,1,1
"303",-266.689,-2.28956,1.8357,1.0716,0.792727,5.93782,0.751055,0.982111,1,0,0,1,303,1,1
"304",-233.505,-4.8938,1.77409,0.945638,0.711156,5.4877,0.727662,1.01023,1,0,0,1,304,1,1
"305",-231.137,-1.83734,1.81093,1.03494,0.730287,5.69515,0.775884,0.946346,1,0,0,1,305,1,1
"306",-212.854,-0.782982,1.84333,1.02113,0.779094,5.60301,0.756774,0.992396,1,0,0,1,306,1,1
"307",-215.558,-1.50746,1.7942,1.05811,0.783606,5.61627,0.76475,1.02466,1,0,0,1,307,1,1
"308",-270.234,-1.57144,1.77062,1.04778,0.684243,5.74713,0.73967,0.979672,1,0,0,1,308,1,1
"309",-229.656,-1.99994,1.78154,0.969293,0.748938,5.74068,0.755105,0.967545,1,0,0,1,309,1,1
"310",-214.237,-3.54537,1.86379,0.98831,0.705911,5.66457,0.787848,0.9939,1,0,0,1,310,1,1
"311",-266.817,-1.73566,1.80331,1.05407,0.667534,5.71586,0.758375,0.999185,1,0,0,1,311,1,1
"312",-212.513,-2.09806,1.85301,1.03386,0.857745,5.81841,0.76212,0.977329,1,0,0,1,312,1,1
"313",-230.278,-1.21249,1.8133,1.02211,0.788364,5.67077,0.732436,0.955076,1,0,0,1,313,1,1
"314",-212.244,-1.14128,1.83552,1.05521,0.817545,5.6788,0.755787,0.961283,1,0,0,1,314,1,1
"315",-213.136,-1.61594,1.79443,1.05917,0.784663,5.39206,0.759843,1.00494,1,0,0,1,315,1,1
"316",-212.494,-1.10973,1.79839,1.07513,0.836485,5.54251,0.750553,0.99768,1,0,0,1,316,1,1
"317",-214.901,-3.82108,1.84078,1.09083,0.775435,5.58119,0.756399,0.931035,1,0,0,1,317,1,1
"318",-363.42,-4.48543,1.76053,1.10644,0.646222,5.83464,0.757577,0.98437,1,0,0,1,318,1,1
"319",-230.245,-2.39369,1.75073,1.01833,0.757626,5.43534,0.741561,0.953532,1,0,0,1,319,1,1
"320",-304.822,-6.28728,1.7223,0.98535,0.781223,5.97319,0.740595,0.937432,1,0,0,1,320,1,1
"321",-231.581,-1.70287,1.75153,1.03605,0.824915,5.59181,0.723975,0.99036,1,0,0,1,321,1,1
"322",-249.693,-6.78773,1.76643,1.07493,0.874877,6.06819,0.807994,0.971172,1,0,0,1,322,1,1
"323",-267.153,-2.71407,1.8439,1.07399,0.719,5.81892,0.776446,0.962809,1,0,0,1,323,1,1
"324",-267.789,-2.15406,1.82392,1.09493,0.70976,5.75236,0.764654,0.9963,1,0,0,1,324,1,1
"325",-312.993,-5.69107,1.7478,1.07227,0.835352,5.89531,0.698879,0.959118,1,0,0,1,325,1,1
"326",-212.526,-1.71221,1.77175,1.08305,0.850777,5.50809,0.74581,0.984315,1,0,0,1,326,1,1
"327",-213.921,-1.41841,1.80026,1.0207,0.795567,5.37007,0.746995,0.983114,1,0,0,1,327,1,1
"328",-220.439,-4.88008,1.77931,1.00935,1.01174,5.50222,0.768655,0.977429,1,0,0,1,328,1,1
"329",-214.645,-2.21459,1.77927,1.06222,0.875216,5.60055,0.745458,1.02015,1,0,0,1,329,1,1
"330",-232.3,-2.30815,1.84411,1.03664,0.79427,5.57003,0.718913,1.00937,1,0,0,1,330,1,1
"331",-268.301,-3.05209,1.84438,1.09209,0.715182,5.82814,0.757867,1.00827,1,0,0,1,331,1,1
"332",-216.739,-5.1872,1.86245,1.1102,0.808423,5.68469,0.79578,1.01697,1,0,0,1,332,1,1
"333",-230.735,-5.32529,1.8404,1.03026,0.67039,5.3287,0.710518,0.969114,1,0,0,1,333,1,1
"334",-216.14,-2.87857,1.87001,0.990322,0.851062,5.66536,0.74184,0.976848,1,0,0,1,334,1,1
"335",-212.744,-2.58008,1.78576,1.09525,0.835364,5.38134,0.75351,0.981237,1,0,0,1,335,1,1
"336",-231.177,-2.57138,1.79903,1.05978,0.667233,5.39973,0.760143,0.989315,1,0,0,1,336,1,1
"337",-216.164,-2.94282,1.78392,0.972428,0.889176,5.57263,0.737761,0.967501,1,0,0,1,337,1,1
"338",-215.63,-2.14613,1.83764,1.05429,0.831431,5.77237,0.745325,1.01908,1,0,0,1,338,1,1
"339",-268.355,-2.76981,1.75451,1.08279,0.774836,5.83892,0.75208,0.95079,1,0,0,1,339,1,1
"340",-212.515,-1.19794,1.84392,1.05686,0.814591,5.62303,0.746998,0.966638,1,0,0,1,340,1,1
"341",-233.884,-0.665714,1.78672,1.03657,0.700409,5.64657,0.756671,0.980889,1,0,0,1,341,1,1
"342",-230.549,-1.57545,1.82968,1.01149,0.734399,5.63472,0.727848,1.00427,1,0,0,1,342,1,1
"343",-269.172,-2.98182,1.77482,1.02177,0.700976,5.74526,0.788265,1.02149,1,0,0,1,343,1,1
"344",-232.043,-3.07449,1.81896,1.00013,0.705864,5.42846,0.737362,0.948595,1,0,0,1,344,1,1
"345",-230.693,-0.450061,1.81427,1.05914,0.752096,5.64258,0.755394,0.996789,1,0,0,1,345,1,1
"346",-230.937,-1.6381,1.79054,0.978692,0.817372,5.7248,0.740219,0.971176,1,0,0,1,346,1,1
"347",-213.956,-5.99767,1.75081,1.06667,0.965596,5.87358,0.795894,0.991761,1,0,0,1,347,1,1
"348",-214.323,-2.55688,1.83664,1.03772,0.861329,5.79144,0.744474,1.02081,1,0,0,1,348,1,1
"349",-230.387,-1.5896,1.77764,1.00494,0.81035,5.85947,0.753849,1.00314,1,0,0,1,349,1,1
"350",-234.369,-4.43328,1.81103,0.943517,0.77372,5.53821,0.715221,0.983137,1,0,0,1,350,1,1
"351",-214.201,-1.54822,1.81608,1.02936,0.804267,5.56436,0.769302,1.02183,1,0,0,1,351,1,1
"352",-215.373,-3.43063,1.84231,1.06609,0.86635,5.64935,0.740086,1.03163,1,0,0,1,352,1,1
"353",-233.002,-4.90002,1.83725,1.0249,0.697485,5.6776,0.704844,0.939537,1,0,0,1,353,1,1
"354",-217.564,-2.62227,1.85118,1.0023,0.868406,5.61187,0.761304,0.955747,1,0,0,1,354,1,1
"355",-267.087,-1.46951,1.74199,1.0419,0.752135,5.64749,0.777179,0.986276,1,0,0,1,355,1,1
"356",-230.895,-1.2403,1.76769,1.0014,0.7479,5.55371,0.7528,1.00631,1,0,0,1,356,1,1
"357",-212.943,-0.60503,1.81732,1.02728,0.832364,5.58186,0.746316,0.973586,1,0,0,1,357,1,1
"358",-217.166,-5.30093,1.78626,1.05771,0.862559,5.43862,0.744843,0.916994,1,0,0,1,358,1,1
"359",-214.084,-2.42369,1.77692,1.05207,0.909385,5.62578,0.777689,1.0046,1,0,0,1,359,1,1
"360",-232.99,-3.80347,1.79528,1.056,0.786859,5.30577,0.717194,1.01023,1,0,0,1,360,1,1
"361",-235.082,-5.2164,1.82373,1.0355,0.906191,5.76676,0.71014,0.938014,1,0,0,1,361,1,1
"362",-230.806,-1.73633,1.79865,0.980291,0.746381,5.68759,0.732753,1.00075,1,0,0,1,362,1,1
"363",-218.759,-4.64863,1.86553,1.05478,0.778603,5.39368,0.766053,0.934431,1,0,0,1,363,1,1
"364",-268.501,-2.46062,1.74839,1.08201,0.725856,5.57693,0.780287,0.999259,1,0,0,1,364,1,1
"365",-216.741,-3.58193,1.80385,1.04141,0.805851,5.23967,0.771088,1.00601,1,0,0,1,365,1,1
"366",-213.317,-1.59301,1.80855,1.03432,0.838105,5.69626,0.778169,1.01446,1,0,0,1,366,1,1
"367",-217.222,-5.71016,1.788,1.10161,0.84363,5.28469,0.801833,0.985352,1,0,0,1,367,1,1
"368",-233.594,-0.671599,1.78616,1.06623,0.799424,5.72772,0.740296,0.98768,1,0,0,1,368,1,1
"369",-271.618,-6.03898,1.85913,1.15283,0.693385,5.57767,0.745756,0.998325,1,0,0,1,369,1,1
"370",-272.308,-3.86075,1.77831,1.08303,0.7819,5.74889,0.770387,1.04414,1,0,0,1,370,1,1
"371",-230.15,-1.03271,1.8096,1.02313,0.735934,5.63006,0.764521,0.954626,1,0,0,1,371,1,1
"372",-235.683,-4.66769,1.8132,1.09348,0.892969,5.62539,0.702903,0.999336,1,0,0,1,372,1,1
"373",-231.63,-1.38427,1.82124,1.05162,0.777773,5.83629,0.731339,0.974302,1,0,0,1,373,1,1
"374",-233.755,-0.58361,1.80341,1.0689,0.788364,5.73564,0.761584,0.988851,1,0,0,1,374,1,1
"375",-231.285,-1.76796,1.86246,1.02755,0.775069,5.6153,0.730738,0.977667,1,0,0,1,375,1,1
"376",-230.245,-3.03747,1.79695,1.05877,0.718342,5.30745,0.728294,0.986255,1,0,0,1,376,1,1
"377",-214.195,-2.76072,1.84036,1.00608,0.741469,5.63701,0.802417,0.98734,1,0,0,1,377,1,1
"378",-216.019,-3.24493,1.76921,1.02881,0.802191,5.34971,0.745833,1.02715,1,0,0,1,378,1,1
"379",-250.055,-2.36305,1.80001,1.10068,0.801476,5.75435,0.77221,0.957159,1,0,0,1,379,1,1
"380",-219.031,-7.11327,1.81785,1.05713,0.75646,5.61446,0.850949,0.979216,1,0,0,1,380,1,1
"381",-213.911,-3.53075,1.82414,1.10059,0.834657,5.58243,0.736441,0.941496,1,0,0,1,381,1,1
"382",-267.433,-2.69559,1.79256,1.05212,0.684292,5.72098,0.798905,0.979258,1,0,0,1,382,1,1
"383",-220.229,-6.76491,1.86862,1.01405,0.932305,5.67763,0.713373,1.03253,1,0,0,1,383,1,1
"384",-265.869,-1.11267,1.75894,1.0491,0.75263,5.77234,0.765152,0.97012,1,0,0,1,384,1,1
"385",-231.252,-1.67538,1.82666,1.04993,0.829266,5.68734,0.718724,0.985436,1,0,0,1,385,1,1
"386",-235.449,-4.21248,1.85037,0.982784,0.760229,5.48199,0.723802,0.944731,1,0,0,1,386,1,1
"387",-214.585,-2.13134,1.81329,1.03079,0.753662,5.36032,0.734317,0.964279,1,0,0,1,387,1,1
"388",-215.448,-3.70647,1.83307,0.982529,0.693102,5.4408,0.788966,0.979774,1,0,0,1,388,1,1
"389",-216.584,-5.1797,1.84038,1.02751,0.791463,5.78824,0.777808,0.916429,1,0,0,1,389,1,1
"390",-219.198,-4.33183,1.85826,0.978569,0.75503,5.31053,0.76872,0.988657,1,0,0,1,390,1,1
"391",-269.422,-3.2404,1.82458,1.06819,0.773951,5.97567,0.742563,1.01634,1,0,0,1,391,1,1
"392",-306.202,-3.02822,1.786,1.07334,0.721106,5.87154,0.721671,0.959274,1,0,0,1,392,1,1
"393",-229.805,-1.90824,1.74601,0.981045,0.769607,5.70996,0.750807,0.98211,1,0,0,1,393,1,1
"394",-230.264,-0.797556,1.81833,1.03649,0.726252,5.64142,0.775666,0.9775,1,0,0,1,394,1,1
"395",-237.35,-3.4788,1.78068,1.06485,0.854115,5.82927,0.735803,1.03248,1,0,0,1,395,1,1
"396",-372.253,-5.95662,1.74004,1.11606,0.817324,5.87588,0.720484,1.02079,1,0,0,1,396,1,1
"397",-232.52,-1.83046,1.82212,1.03696,0.763719,5.86466,0.75427,1.01668,1,0,0,1,397,1,1
"398",-232.262,-3.39252,1.79101,1.01019,0.662667,5.52522,0.784832,1.01551,1,0,0,1,398,1,1
"399",-237.258,-2.759,1.79277,1.02079,0.646106,5.62917,0.730523,1.00239,1,0,0,1,399,1,1
"400",-272.496,-3.59677,1.77033,1.09524,0.788151,5.8341,0.770731,1.02819,1,0,0,1,400,1,1
"401",-214.067,-5.49029,1.83045,1.08584,0.772249,5.22731,0.71475,0.987984,1,0,0,1,401,1,1
"402",-236.676,-2.74428,1.78821,1.03423,0.710368,5.69254,0.764092,0.932763,1,0,0,1,402,1,1
"403",-267.126,-2.02002,1.84078,1.0656,0.73322,5.81937,0.77658,0.992355,1,0,0,1,403,1,1
"404",-267.413,-3.37317,1.82293,1.04901,0.695252,5.85255,0.800356,0.977968,1,0,0,1,404,1,1
"405",-230.433,-1.00399,1.79855,0.997502,0.765421,5.67132,0.769974,0.964298,1,0,0,1,405,1,1
"406",-231.381,-1.77493,1.80367,1.0883,0.750065,5.50376,0.729263,0.977815,1,0,0,1,406,1,1
"407",-267.017,-2.01254,1.78986,1.06705,0.673161,5.72947,0.775743,0.984432,1,0,0,1,407,1,1
"408",-230.562,-0.466444,1.78691,1.03877,0.770029,5.62451,0.742642,1.0042,1,0,0,1,408,1,1
"409",-236.352,-8.03825,1.7862,0.905755,0.713062,5.61271,0.778763,1.02139,1,0,0,1,409,1,1
"410",-214.748,-1.8663,1.80033,1.01076,0.820348,5.5794,0.796927,0.988231,1,0,0,1,410,1,1
"411",-266.859,-0.678043,1.78436,1.06547,0.729534,5.5653,0.752433,0.990047,1,0,0,1,411,1,1
"412",-230.291,-0.732249,1.82889,1.03658,0.730127,5.58849,0.763779,0.994676,1,0,0,1,412,1,1
"413",-273.602,-3.47184,1.81585,1.14213,0.759872,5.6977,0.750302,0.990454,1,0,0,1,413,1,1
"414",-212.127,-0.531785,1.80305,1.02306,0.833604,5.67343,0.768318,0.982671,1,0,0,1,414,1,1
"415",-222.964,-5.31403,1.83388,0.952255,0.9311,5.54063,0.77845,0.988308,1,0,0,1,415,1,1
"416",-325.199,-4.64585,1.76086,1.11745,0.69759,5.87706,0.783731,0.986819,1,0,0,1,416,1,1
"417",-230.241,-0.727841,1.76683,1.01927,0.733368,5.61706,0.755549,0.998043,1,0,0,1,417,1,1
"418",-215.057,-1.84186,1.76953,1.01253,0.819772,5.5634,0.757772,1.02322,1,0,0,1,418,1,1
"419",-231.34,-6.79127,1.79526,1.03669,0.703861,5.24086,0.693488,0.970766,1,0,0,1,419,1,1
"420",-214.215,-2.11204,1.82819,1.04452,0.769491,5.3825,0.760224,1.01223,1,0,0,1,420,1,1
"421",-213.669,-3.61089,1.8996,1.05585,0.804296,5.72235,0.736215,0.981745,1,0,0,1,421,1,1
"422",-215.451,-2.51211,1.80914,1.02085,0.845754,5.44672,0.718969,0.964548,1,0,0,1,422,1,1
"423",-212.335,-2.03932,1.8153,1.01092,0.827806,5.8325,0.78332,1.00139,1,0,0,1,423,1,1
"424",-267.076,-4.73593,1.77571,1.0212,0.672939,5.91225,0.806479,0.975587,1,0,0,1,424,1,1
"425",-273.885,-4.47396,1.70459,1.03721,0.677786,5.63109,0.754974,1.01264,1,0,0,1,425,1,1
"426",-216.252,-2.66574,1.79334,0.986334,0.854467,5.60619,0.751836,1.02595,1,0,0,1,426,1,1
"427",-215.831,-4.09805,1.75299,0.97601,0.94052,5.67703,0.766171,0.991713,1,0,0,1,427,1,1
"428",-305.265,-2.33193,1.73836,1.02292,0.756345,5.88975,0.747296,0.995165,1,0,0,1,428,1,1
"429",-231.439,-2.54595,1.82257,1.05905,0.743295,5.58761,0.745572,0.934694,1,0,0,1,429,1,1
"430",-231.849,-2.58828,1.83636,1.02587,0.651829,5.71655,0.738532,0.990079,1,0,0,1,430,1,1
"431",-229.609,-1.63398,1.79291,0.975227,0.716833,5.69122,0.753054,0.985394,1,0,0,1,431,1,1
"432",-269.576,-2.73079,1.79798,1.02629,0.728252,5.68507,0.702742,0.997119,1,0,0,1,432,1,1
"433",-249.324,-2.2394,1.78281,1.09775,0.844142,5.74098,0.777557,0.988389,1,0,0,1,433,1,1
"434",-214.081,-2.52611,1.82807,1.02705,0.74151,5.32092,0.735179,0.981955,1,0,0,1,434,1,1
"435",-235.555,-5.32283,1.78572,0.935237,0.803233,5.71013,0.741284,1.02899,1,0,0,1,435,1,1
"436",-214.779,-6.85208,1.7028,1.02478,0.786464,5.20632,0.77647,0.971093,1,0,0,1,436,1,1
"437",-218.796,-4.34715,1.85438,0.987194,0.856122,5.46309,0.716659,0.9632,1,0,0,1,437,1,1
"438",-216.939,-3.33651,1.82716,1.0587,0.895317,5.48844,0.769104,1.02334,1,0,0,1,438,1,1
"439",-233.439,-2.34995,1.80616,1.05491,0.842909,5.6955,0.726598,1.02287,1,0,0,1,439,1,1
"440",-212.864,-0.844559,1.80391,1.04618,0.853163,5.59349,0.770905,0.989347,1,0,0,1,440,1,1
"441",-216.357,-4.43559,1.89644,0.994661,0.716721,5.60884,0.766727,0.958211,1,0,0,1,441,1,1
"442",-268.666,-1.52093,1.79592,1.02458,0.686788,5.75112,0.734355,0.994067,1,0,0,1,442,1,1
"443",-325.717,-6.20602,1.72065,1.15593,0.732731,5.64282,0.758213,0.976996,1,0,0,1,443,1,1
"444",-217.559,-3.74581,1.81969,1.0114,0.740185,5.51855,0.762025,1.04777,1,0,0,1,444,1,1
"445",-231.895,-2.1178,1.74249,1.02663,0.854114,5.7591,0.734831,0.994067,1,0,0,1,445,1,1
"446",-229.488,-1.01714,1.79068,1.00988,0.697235,5.61451,0.744916,0.99122,1,0,0,1,446,1,1
"447",-230.815,-2.17924,1.73784,1.04497,0.734468,5.4799,0.739276,0.966602,1,0,0,1,447,1,1
"448",-225.859,-8.19701,1.82655,0.989639,1.06411,5.64764,0.760857,0.940956,1,0,0,1,448,1,1
"449",-215.048,-2.01711,1.82401,1.03701,0.776543,5.48616,0.742417,1.02544,1,0,0,1,449,1,1
"450",-213.74,-1.59485,1.80756,0.991621,0.825523,5.68229,0.773135,0.961441,1,0,0,1,450,1,1
"451",-270.841,-3.7437,1.72366,1.04556,0.790696,5.68497,0.782686,1.02535,1,0,0,1,451,1,1
"452",-266.634,-2.81687,1.75385,1.04751,0.644053,5.54643,0.752328,0.981291,1,0,0,1,452,1,1
"453",-232.472,-5.417,1.85473,0.964546,0.676854,5.70536,0.726057,1.01886,1,0,0,1,453,1,1
"454",-312.912,-5.97699,1.73662,1.04106,0.671686,5.91738,0.706699,0.961232,1,0,0,1,454,1,1
"455",-274.698,-4.87495,1.72442,1.00886,0.649432,5.49843,0.724134,0.986703,1,0,0,1,455,1,1
"456",-213.677,-2.98375,1.84587,1.04926,0.719401,5.32895,0.757912,0.99854,1,0,0,1,456,1,1
"457",-327.713,-8.24636,1.79851,1.14505,0.60701,5.81571,0.777301,1.0066,1,0,0,1,457,1,1
"458",-215.528,-4.10865,1.88106,1.09684,0.811624,5.4758,0.768255,0.967697,1,0,0,1,458,1,1
"459",-230.434,-2.60048,1.72091,1.01712,0.828676,5.75912,0.763408,0.973856,1,0,0,1,459,1,1
"460",-214.62,-3.02367,1.77094,1.07186,0.908096,5.56518,0.768816,1.01493,1,0,0,1,460,1,1
"461",-229.586,-0.822039,1.82103,1.04146,0.782894,5.75091,0.746521,0.961743,1,0,0,1,461,1,1
"462",-230.224,-2.25015,1.74036,1.00793,0.765824,5.49521,0.756822,0.956229,1,0,0,1,462,1,1
"463",-267.199,-2.37968,1.73084,1.06956,0.828871,5.73006,0.749318,0.966976,1,0,0,1,463,1,1
"464",-266.615,-1.23718,1.81169,1.08901,0.773453,5.75905,0.757665,0.974342,1,0,0,1,464,1,1
"465",-229.91,-2.35007,1.79522,0.994102,0.669598,5.54443,0.736581,0.995944,1,0,0,1,465,1,1
"466",-222.274,-2.14879,1.81419,1.07102,0.800119,5.79225,0.789963,1.00159,1,0,0,1,466,1,1
"467",-216.837,-4.3519,1.77211,0.945789,0.824629,5.58922,0.789903,0.997446,1,0,0,1,467,1,1
"468",-275.079,-3.76274,1.74203,1.06402,0.782855,6.01241,0.768271,0.999836,1,0,0,1,468,1,1
"469",-229.854,-1.93083,1.73254,1.01307,0.733789,5.54763,0.746791,0.974623,1,0,0,1,469,1,1
"470",-214.829,-3.79067,1.88437,1.0062,0.76272,5.73113,0.792251,0.98706,1,0,0,1,470,1,1
"471",-232.284,-4.06117,1.81367,1.05949,0.662134,5.4175,0.767717,0.943318,1,0,0,1,471,1,1
"472",-229.234,-1.44631,1.77561,0.989456,0.779874,5.78413,0.761952,0.967462,1,0,0,1,472,1,1
"473",-309.415,-6.02085,1.83247,1.04643,0.753223,6.02244,0.693339,0.983985,1,0,0,1,473,1,1
"474",-229.848,-1.48711,1.79791,1.02137,0.722051,5.67173,0.758319,0.947117,1,0,0,1,474,1,1
"475",-266.82,-2.35347,1.85763,1.05816,0.700659,5.78723,0.764166,0.974849,1,0,0,1,475,1,1
