# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = mlba_single_v8_Frechet_generalized_model
# start_datetime = 2022-06-21 12:14:55 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.001
#     eval_elbo = 100 (Default)
#     output_samples = 2000
# id = 1 (Default)
# data
#   file = C:/Users/alescia/AppData/Local/Temp/Rtmp4KhtgB/standata-8db446b11312.json
# init = C:/Users/alescia/AppData/Local/Temp/Rtmp4KhtgB/init-1-8db42b183948.json
# random
#   seed = 838267205
# output
#   file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/Single_estimates/fit_gen_exp2_2-1.csv
#   diagnostic_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/Single_estimates/mlba_single_v8_Frechet_generalized-diagnostic-1.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/alescia/Dropbox/Research/CS3/05-Analysis/LMBAR/Single_estimates/mlba_single_v8_Frechet_generalized-profile-1.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=mlba_single_v8_Frechet_generalized_model
lp__,log_p__,log_g__,I,m,lam,gamma,beta,alpha,k,tau,delta
# Stepsize adaptation complete.
# eta = 1
0,-5197.37,-2.89564,1.29024,0.853769,0.97495,5.52721,0.846593,1.48665,1,0,0
0,-5196.7,-1.89054,1.28526,0.894338,0.978893,5.37228,0.849361,1.47513,1,0,0
0,-5204.45,-2.70335,1.27628,0.882353,0.982028,5.47534,0.842972,1.4769,1,0,0
0,-5189.41,-4.14767,1.28555,0.879172,1.00857,5.3369,0.854797,1.43779,1,0,0
0,-5191.13,-1.83122,1.29899,0.878158,1.02614,5.45262,0.847706,1.4663,1,0,0
0,-5192.16,-2.55772,1.30608,0.866577,0.921303,5.50089,0.856114,1.46333,1,0,0
0,-5197.07,-2.56659,1.29596,0.876808,0.920902,5.48242,0.842758,1.45329,1,0,0
0,-5193.55,-2.67989,1.28487,0.873729,0.909808,5.30927,0.8531,1.46274,1,0,0
0,-5202.81,-2.10736,1.29042,0.892059,0.928916,5.57178,0.850181,1.45819,1,0,0
0,-5190.6,-1.90455,1.29541,0.853814,0.963054,5.56014,0.856035,1.46371,1,0,0
0,-5198.23,-6.63032,1.30208,0.872005,1.02818,5.40982,0.842091,1.49625,1,0,0
0,-5191.04,-3.01364,1.29364,0.857981,1.01971,5.44818,0.841744,1.4608,1,0,0
0,-5192.52,-3.11678,1.28927,0.891061,0.943942,5.25634,0.845971,1.4633,1,0,0
0,-5201.05,-2.27665,1.27513,0.860483,0.956135,5.59341,0.847276,1.46262,1,0,0
0,-5192.88,-1.46218,1.29945,0.873401,0.990984,5.51001,0.850722,1.47994,1,0,0
0,-5205.44,-4.13865,1.26862,0.873266,0.96566,5.66112,0.855314,1.46411,1,0,0
0,-5193.46,-2.28319,1.29882,0.879932,0.940286,5.56158,0.856281,1.45197,1,0,0
0,-5191.81,-2.83714,1.28816,0.861844,0.996096,5.36344,0.857532,1.48052,1,0,0
0,-5191.58,-3.30061,1.29637,0.87915,1.00724,5.27622,0.844189,1.47309,1,0,0
0,-5205.44,-4.10587,1.25993,0.876151,0.982714,5.43897,0.849691,1.47347,1,0,0
0,-5196.55,-2.12046,1.28476,0.881161,0.908393,5.38637,0.849687,1.45853,1,0,0
0,-5189.36,-2.80753,1.30466,0.866981,1.016,5.6015,0.851218,1.4567,1,0,0
0,-5194.73,-4.99165,1.27864,0.890417,0.951401,5.46361,0.862247,1.44667,1,0,0
0,-5192.71,-3.26898,1.30235,0.872056,0.903695,5.37859,0.845053,1.45583,1,0,0
0,-5193.53,-3.79451,1.27951,0.861817,1.0104,5.26637,0.85333,1.47695,1,0,0
0,-5190.32,-3.31574,1.28587,0.879948,1.03741,5.35806,0.85645,1.45964,1,0,0
0,-5193.25,-1.08404,1.27894,0.865993,0.94851,5.3887,0.852852,1.46283,1,0,0
0,-5197.84,-1.15667,1.28629,0.868684,0.935546,5.5186,0.84556,1.46143,1,0,0
0,-5197.07,-1.09251,1.28024,0.868166,0.936875,5.46359,0.846892,1.46161,1,0,0
0,-5200.98,-2.26069,1.27632,0.891608,0.976635,5.40985,0.849719,1.47722,1,0,0
0,-5192.72,-7.89202,1.27356,0.894459,0.981274,5.15848,0.856587,1.44775,1,0,0
0,-5198.62,-1.64721,1.2842,0.890252,0.99687,5.55578,0.850609,1.46695,1,0,0
0,-5193.98,-0.920374,1.28358,0.855904,0.959693,5.49663,0.850419,1.468,1,0,0
0,-5192.35,-4.51222,1.28345,0.847334,0.987892,5.43534,0.83913,1.45374,1,0,0
0,-5201.07,-4.37906,1.28133,0.864626,0.907261,5.33774,0.850721,1.48723,1,0,0
0,-5198.37,-3.38592,1.29679,0.877642,0.926293,5.51008,0.857518,1.4847,1,0,0
0,-5195.36,-1.27225,1.28396,0.861941,0.980292,5.46748,0.849738,1.47957,1,0,0
0,-5193.8,-1.71135,1.29697,0.890098,0.929369,5.43404,0.854151,1.46153,1,0,0
0,-5194.44,-3.6686,1.30628,0.86523,0.938446,5.55018,0.856873,1.48281,1,0,0
0,-5192.2,-0.5188,1.29245,0.87017,0.966895,5.47082,0.845648,1.45938,1,0,0
0,-5191.23,-3.02551,1.27522,0.863389,0.969115,5.2844,0.85449,1.45462,1,0,0
0,-5190.95,-3.45475,1.29279,0.859045,0.948652,5.40286,0.862402,1.46814,1,0,0
0,-5189.13,-2.01557,1.29209,0.857415,0.994571,5.37796,0.856985,1.47018,1,0,0
0,-5193.16,-0.80229,1.28813,0.873503,0.979797,5.5352,0.848338,1.45352,1,0,0
0,-5190.87,-2.38502,1.28355,0.849721,1.01264,5.41421,0.847163,1.46405,1,0,0
0,-5189.73,-2.13629,1.30421,0.868512,0.987169,5.37351,0.843388,1.46793,1,0,0
0,-5190.19,-3.28432,1.29248,0.850958,0.949275,5.31905,0.858711,1.46483,1,0,0
0,-5191.05,-1.03548,1.28725,0.873975,0.996119,5.47687,0.84889,1.45061,1,0,0
0,-5210.35,-6.25828,1.2777,0.862779,0.959117,5.68953,0.855124,1.49286,1,0,0
0,-5206.19,-2.86673,1.26752,0.875852,0.961397,5.58757,0.850565,1.46566,1,0,0
0,-5191.88,-3.09854,1.30274,0.8482,0.93074,5.4179,0.852972,1.47724,1,0,0
0,-5194.97,-3.92422,1.28269,0.848187,1.01987,5.58699,0.850554,1.47747,1,0,0
0,-5194.68,-3.72243,1.31165,0.878773,1.00543,5.5925,0.844999,1.46962,1,0,0
0,-5188.38,-1.42361,1.30116,0.87863,0.991865,5.33085,0.85057,1.46381,1,0,0
0,-5196.58,-2.83398,1.29916,0.900238,0.940624,5.43425,0.854073,1.47533,1,0,0
0,-5205.77,-2.22022,1.28056,0.874884,0.926943,5.60631,0.847779,1.46117,1,0,0
0,-5189.16,-1.36661,1.29106,0.857087,1.00457,5.42973,0.847083,1.45899,1,0,0
0,-5193.2,-5.0158,1.28786,0.883343,0.977,5.56935,0.865161,1.46425,1,0,0
0,-5200.29,-8.61587,1.29328,0.897204,1.06243,5.64029,0.846362,1.43831,1,0,0
0,-5198.26,-5.97078,1.27762,0.864934,0.948579,5.21471,0.85443,1.48956,1,0,0
0,-5196.03,-1.44019,1.29096,0.879487,0.953874,5.5721,0.849263,1.44976,1,0,0
0,-5199.59,-5.74946,1.30136,0.888529,0.933906,5.3446,0.84727,1.49771,1,0,0
0,-5191.74,-3.64498,1.31495,0.882414,1.01353,5.54892,0.848454,1.46403,1,0,0
0,-5199.13,-1.60439,1.286,0.886721,0.917937,5.45793,0.851856,1.46439,1,0,0
0,-5198.33,-4.47527,1.27733,0.896383,0.911836,5.2898,0.851434,1.46157,1,0,0
0,-5191.03,-1.7242,1.29645,0.88685,0.958318,5.45796,0.857979,1.4608,1,0,0
0,-5194.72,-1.86819,1.29432,0.891755,0.97171,5.37977,0.850407,1.47962,1,0,0
0,-5200.6,-1.62511,1.28595,0.882034,0.969643,5.50893,0.849695,1.48337,1,0,0
0,-5193.64,-4.00837,1.27847,0.888649,1.03646,5.50139,0.855969,1.45393,1,0,0
0,-5200.15,-2.93463,1.29334,0.886807,0.989585,5.4758,0.846972,1.48926,1,0,0
0,-5190.4,-2.32414,1.30133,0.880896,0.950326,5.48905,0.85899,1.45654,1,0,0
0,-5197.42,-3.76055,1.29653,0.912145,0.977232,5.4448,0.848921,1.45313,1,0,0
0,-5194.16,-1.73916,1.29455,0.888427,0.945574,5.39015,0.844389,1.45856,1,0,0
0,-5205.01,-3.62382,1.29403,0.873032,0.883588,5.55197,0.848936,1.46567,1,0,0
0,-5197.99,-2.0268,1.28316,0.860982,0.957781,5.48107,0.842212,1.47177,1,0,0
0,-5225.4,-7.81276,1.26991,0.883922,0.967564,5.61552,0.835996,1.47959,1,0,0
0,-5190.6,-3.05724,1.28608,0.837908,0.986582,5.50232,0.84851,1.45893,1,0,0
0,-5191.29,-1.82467,1.29052,0.85111,0.979517,5.40419,0.845399,1.47209,1,0,0
0,-5193.45,-1.91478,1.29157,0.885152,0.978878,5.34312,0.843469,1.46768,1,0,0
0,-5194.54,-4.0166,1.27212,0.870341,0.948182,5.29714,0.858937,1.46334,1,0,0
0,-5193.91,-2.27993,1.29397,0.848391,0.927947,5.45773,0.847331,1.47156,1,0,0
0,-5215.84,-4.09519,1.27975,0.886001,0.929207,5.56843,0.845547,1.48668,1,0,0
0,-5187.66,-2.80402,1.29704,0.868762,0.995699,5.43164,0.861057,1.45826,1,0,0
0,-5216.18,-10.0015,1.26505,0.851068,0.975408,5.49823,0.850864,1.50904,1,0,0
0,-5191.03,-1.10347,1.29655,0.871561,0.931462,5.36848,0.847988,1.46349,1,0,0
0,-5203.28,-3.05094,1.28216,0.8818,1.00539,5.57505,0.842019,1.46781,1,0,0
0,-5202.59,-3.40042,1.27096,0.874398,1.00369,5.55231,0.852821,1.48005,1,0,0
0,-5192.69,-5.65591,1.30383,0.865606,0.965819,5.25007,0.846215,1.49309,1,0,0
0,-5197.88,-2.60171,1.28004,0.855747,0.92085,5.51228,0.85554,1.4641,1,0,0
0,-5188.52,-3.15955,1.30457,0.863651,0.976055,5.37612,0.843531,1.44563,1,0,0
0,-5193.33,-2.4729,1.29002,0.869058,0.990466,5.36392,0.840968,1.47097,1,0,0
0,-5190.92,-6.24944,1.27986,0.856392,0.973669,5.46109,0.864132,1.44153,1,0,0
0,-5189.26,-3.70401,1.2841,0.877291,0.976356,5.2603,0.857087,1.44778,1,0,0
0,-5200.46,-2.25385,1.28414,0.878157,0.90573,5.41637,0.850239,1.47354,1,0,0
0,-5195.6,-4.6575,1.27788,0.893512,0.98246,5.514,0.85527,1.43699,1,0,0
0,-5211.61,-4.72576,1.26879,0.902911,0.940349,5.54252,0.85043,1.45348,1,0,0
0,-5190.68,-2.61743,1.30762,0.878695,0.923351,5.34279,0.850298,1.46964,1,0,0
0,-5202.03,-2.90316,1.27927,0.894212,0.978512,5.40928,0.842473,1.46893,1,0,0
0,-5193.75,-1.29538,1.29205,0.864176,0.942744,5.50827,0.855764,1.47221,1,0,0
0,-5192.57,-1.21954,1.29069,0.857183,0.937255,5.40311,0.850848,1.47243,1,0,0
0,-5201.77,-4.33805,1.29406,0.876763,1.00895,5.64148,0.848568,1.48925,1,0,0
0,-5190.25,-3.37597,1.30971,0.879551,1.0185,5.4519,0.846342,1.45032,1,0,0
0,-5188.92,-3.83691,1.29075,0.849244,0.994628,5.56696,0.859889,1.45773,1,0,0
0,-5208.29,-7.52625,1.27231,0.838828,0.965109,5.60227,0.850809,1.49399,1,0,0
0,-5194.73,-2.07981,1.2844,0.848286,0.9408,5.44486,0.846378,1.46918,1,0,0
0,-5198.76,-2.89483,1.28923,0.901989,0.955338,5.52822,0.852423,1.44894,1,0,0
0,-5193.58,-0.415081,1.29246,0.87158,0.955854,5.47841,0.851677,1.47352,1,0,0
0,-5195.81,-4.55492,1.29306,0.910643,0.974881,5.49792,0.858498,1.45561,1,0,0
0,-5194.28,-0.855331,1.28049,0.880335,0.972717,5.41901,0.853513,1.468,1,0,0
0,-5191.43,-2.58746,1.30129,0.873783,1.00632,5.63813,0.852389,1.45936,1,0,0
0,-5189.71,-4.78719,1.30554,0.879104,0.927891,5.31006,0.85271,1.43822,1,0,0
0,-5194.65,-0.534151,1.28672,0.88214,0.985731,5.50388,0.849315,1.46258,1,0,0
0,-5204.28,-4.05556,1.29436,0.900211,0.903825,5.44574,0.851389,1.47817,1,0,0
0,-5201.96,-3.49455,1.26881,0.867823,1.00144,5.47383,0.85132,1.48248,1,0,0
0,-5190.6,-1.20648,1.29577,0.867271,1.00179,5.40688,0.849501,1.47594,1,0,0
0,-5189.51,-6.14882,1.30879,0.842349,0.937397,5.21529,0.850443,1.4654,1,0,0
0,-5192.7,-2.35354,1.30631,0.866514,0.97258,5.48436,0.847991,1.48368,1,0,0
0,-5202.62,-4.65065,1.28149,0.898358,1.01085,5.37895,0.840935,1.47216,1,0,0
0,-5188.64,-2.91074,1.30621,0.846255,0.973188,5.48069,0.854921,1.47026,1,0,0
0,-5188.35,-1.50532,1.29657,0.85066,0.982264,5.43128,0.853929,1.46573,1,0,0
0,-5193.22,-2.14711,1.27794,0.877918,0.97071,5.44965,0.858895,1.45975,1,0,0
0,-5191.23,-5.14725,1.29509,0.856522,1.05179,5.65651,0.851697,1.46883,1,0,0
0,-5191.89,-3.18061,1.29601,0.858195,0.925041,5.38009,0.859237,1.47071,1,0,0
0,-5201.33,-3.25592,1.28801,0.885762,0.891327,5.40375,0.847488,1.46653,1,0,0
0,-5191.15,-0.921458,1.2944,0.864467,0.957737,5.53275,0.855169,1.46263,1,0,0
0,-5189.78,-2.1789,1.29208,0.859272,0.947938,5.26978,0.84962,1.46927,1,0,0
0,-5194.67,-0.890559,1.29158,0.882708,0.954041,5.40244,0.84607,1.47012,1,0,0
0,-5196.32,-2.05969,1.28689,0.88368,0.99474,5.5208,0.844206,1.45135,1,0,0
0,-5191.81,-3.71719,1.28097,0.845689,1.02231,5.4457,0.844798,1.46078,1,0,0
0,-5191.19,-1.89504,1.28914,0.872035,0.963492,5.28029,0.846052,1.4706,1,0,0
0,-5194.86,-2.69998,1.28688,0.846181,0.971867,5.58937,0.851875,1.47435,1,0,0
0,-5192.24,-0.33725,1.29157,0.86629,0.954386,5.51283,0.851726,1.46195,1,0,0
0,-5192.67,-4.39054,1.28937,0.844676,0.974457,5.3945,0.859971,1.47965,1,0,0
0,-5194.36,-1.77278,1.29175,0.859508,0.994479,5.56354,0.847041,1.47522,1,0,0
0,-5188.48,-4.4607,1.30622,0.889652,0.961432,5.22779,0.850147,1.45047,1,0,0
0,-5196.56,-1.17316,1.28506,0.867081,0.979043,5.54241,0.844776,1.46576,1,0,0
0,-5197.79,-2.41826,1.30255,0.891,0.960544,5.48525,0.848082,1.482,1,0,0
0,-5190.21,-1.04354,1.28397,0.867328,0.998175,5.40508,0.854374,1.46338,1,0,0
0,-5194.16,-0.955083,1.28701,0.871348,0.935131,5.37872,0.84969,1.47179,1,0,0
0,-5198.83,-1.69143,1.28354,0.890208,0.981619,5.57921,0.852416,1.46231,1,0,0
0,-5195.62,-0.656746,1.28529,0.882028,0.950585,5.48907,0.849949,1.45647,1,0,0
0,-5202.14,-2.69758,1.28545,0.877228,0.992206,5.52403,0.846202,1.48739,1,0,0
0,-5197.39,-1.5957,1.29907,0.869902,0.944297,5.56599,0.847644,1.47581,1,0,0
0,-5205.24,-2.85145,1.27789,0.895946,0.968418,5.60397,0.850634,1.45743,1,0,0
0,-5195.72,-3.47848,1.29895,0.885294,0.961021,5.48858,0.841609,1.44362,1,0,0
0,-5191.6,-5.25001,1.29598,0.894102,1.03584,5.40905,0.851708,1.43796,1,0,0
0,-5201.85,-1.31052,1.28518,0.881634,0.955601,5.56397,0.845506,1.465,1,0,0
0,-5198.77,-2.56156,1.30052,0.875585,0.907102,5.55285,0.848529,1.45726,1,0,0
0,-5202.8,-1.67004,1.28556,0.895022,0.957763,5.53889,0.850153,1.47139,1,0,0
0,-5190.24,-3.16063,1.31103,0.896896,0.968444,5.3691,0.852393,1.46166,1,0,0
0,-5197.32,-1.96898,1.27936,0.881,0.917697,5.40377,0.852054,1.45879,1,0,0
0,-5200.72,-2.64725,1.29621,0.87999,0.942636,5.48607,0.8471,1.48855,1,0,0
0,-5188.39,-3.80325,1.29126,0.844619,0.977887,5.37044,0.849854,1.44072,1,0,0
0,-5200,-2.1747,1.26952,0.871477,0.938117,5.4661,0.851092,1.45917,1,0,0
0,-5190.69,-2.48605,1.28744,0.85025,0.977859,5.50087,0.845312,1.44853,1,0,0
0,-5191.7,-5.65368,1.29253,0.859612,1.01765,5.28648,0.861067,1.48004,1,0,0
0,-5202.87,-2.00326,1.28242,0.889906,0.954644,5.56559,0.846749,1.4548,1,0,0
0,-5209.48,-2.87624,1.28134,0.898194,0.944931,5.60564,0.85049,1.46569,1,0,0
0,-5201.25,-2.55039,1.29814,0.871667,0.92276,5.64336,0.850057,1.46581,1,0,0
0,-5208.42,-3.65744,1.29589,0.901688,0.95855,5.59864,0.846977,1.47869,1,0,0
0,-5198.42,-3.73407,1.28575,0.901842,0.939101,5.36811,0.856397,1.47651,1,0,0
0,-5191.67,-2.77614,1.28257,0.877487,1.03872,5.36845,0.850219,1.45718,1,0,0
0,-5191.29,-3.65682,1.28364,0.843719,1.02952,5.46932,0.851953,1.47001,1,0,0
0,-5189.74,-1.58984,1.28796,0.846985,0.984375,5.46292,0.849625,1.46032,1,0,0
0,-5191.32,-5.56373,1.30439,0.894096,0.926864,5.2712,0.845055,1.44518,1,0,0
0,-5192.9,-2.017,1.28951,0.870026,0.978397,5.42319,0.84087,1.45671,1,0,0
0,-5211.59,-3.22156,1.28878,0.892948,0.920256,5.57616,0.845125,1.47267,1,0,0
0,-5203.93,-6.64142,1.28306,0.877559,0.883206,5.53966,0.856105,1.4378,1,0,0
0,-5194.74,-3.0564,1.29606,0.887285,0.932565,5.51355,0.853963,1.44194,1,0,0
0,-5195.64,-2.00739,1.27261,0.859383,0.965946,5.49749,0.848992,1.45467,1,0,0
0,-5199.85,-5.17302,1.29745,0.904043,0.970069,5.34627,0.83984,1.47383,1,0,0
0,-5190.21,-2.33715,1.301,0.888586,1.02082,5.4247,0.853575,1.46715,1,0,0
0,-5188.2,-1.90229,1.30782,0.857009,0.950622,5.41662,0.853054,1.46155,1,0,0
0,-5196.11,-3.95098,1.27424,0.849352,0.9662,5.5249,0.859225,1.46858,1,0,0
0,-5199.65,-5.77716,1.26431,0.841033,0.960161,5.52702,0.845981,1.45338,1,0,0
0,-5195.89,-6.22023,1.29664,0.846843,0.966221,5.35322,0.854517,1.49908,1,0,0
0,-5199.59,-2.79806,1.29162,0.86458,0.944778,5.68341,0.85366,1.46854,1,0,0
0,-5194.2,-2.30696,1.28275,0.889804,0.988456,5.42914,0.847389,1.44603,1,0,0
0,-5190.57,-4.11941,1.30993,0.892468,0.968208,5.28367,0.850506,1.47777,1,0,0
0,-5193.77,-1.15487,1.28243,0.874185,0.969411,5.49144,0.856792,1.46698,1,0,0
0,-5194.93,-2.47118,1.29873,0.877065,0.958979,5.39309,0.849045,1.48878,1,0,0
0,-5190.72,-3.01752,1.31261,0.882703,0.978116,5.53915,0.85572,1.47065,1,0,0
0,-5195.83,-3.85834,1.30693,0.896777,0.968906,5.55956,0.856264,1.47702,1,0,0
0,-5190.72,-5.05526,1.30888,0.860028,0.912571,5.3762,0.847291,1.44064,1,0,0
0,-5193.7,-1.86767,1.29071,0.859561,0.931042,5.37559,0.846009,1.47406,1,0,0
0,-5204.26,-5.45476,1.27728,0.913332,0.960795,5.50574,0.858532,1.46376,1,0,0
0,-5192.94,-1.26145,1.28672,0.864693,0.965335,5.53342,0.85668,1.46773,1,0,0
0,-5195.82,-9.84743,1.29273,0.852643,0.852615,5.23613,0.850922,1.44932,1,0,0
0,-5207.09,-3.77357,1.27287,0.89268,0.943338,5.49881,0.856115,1.47922,1,0,0
0,-5191.75,-1.63665,1.29972,0.861918,0.959071,5.59173,0.854254,1.46488,1,0,0
0,-5191.73,-0.721625,1.29194,0.8771,0.943816,5.45487,0.852577,1.45362,1,0,0
0,-5198.79,-2.35237,1.291,0.886729,0.942533,5.54569,0.857195,1.47548,1,0,0
0,-5196.69,-1.9349,1.28513,0.876792,0.932289,5.41815,0.856121,1.47715,1,0,0
0,-5188.22,-3.12602,1.30554,0.871742,0.966967,5.24632,0.852814,1.47223,1,0,0
0,-5201.18,-5.11799,1.28146,0.891357,1.05438,5.41142,0.845101,1.47693,1,0,0
0,-5188.93,-2.88171,1.30524,0.861568,0.945641,5.32183,0.856312,1.47182,1,0,0
0,-5190.13,-2.7723,1.29715,0.874493,0.96373,5.25751,0.844554,1.47165,1,0,0
0,-5194.79,-1.49322,1.30005,0.875668,0.974027,5.54598,0.843982,1.4628,1,0,0
0,-5192.85,-3.18591,1.29053,0.882519,0.940531,5.29677,0.857375,1.47763,1,0,0
0,-5194.51,-4.09938,1.29076,0.906614,0.971884,5.47111,0.857879,1.45003,1,0,0
0,-5203.46,-7.00185,1.29073,0.90154,0.962756,5.68501,0.862754,1.47065,1,0,0
0,-5189.72,-2.20175,1.28397,0.861588,1.01658,5.34133,0.85371,1.46176,1,0,0
0,-5198.67,-1.55896,1.28818,0.894334,0.987296,5.49269,0.849327,1.47355,1,0,0
0,-5188.43,-2.20717,1.28996,0.848451,0.969085,5.38027,0.850848,1.44906,1,0,0
0,-5193.41,-6.12384,1.28019,0.872669,0.968224,5.56815,0.866193,1.45249,1,0,0
0,-5192.1,-1.76593,1.29553,0.869948,0.970933,5.37886,0.8531,1.48381,1,0,0
0,-5187.75,-3.0874,1.29356,0.860599,0.979736,5.25473,0.849183,1.44783,1,0,0
0,-5204.61,-3.53373,1.28977,0.90392,1.00134,5.57886,0.848166,1.47361,1,0,0
0,-5194.1,-4.80987,1.31107,0.88167,0.925737,5.4716,0.846621,1.43861,1,0,0
0,-5190.79,-3.34209,1.30372,0.847607,0.930413,5.41856,0.856394,1.46905,1,0,0
0,-5203.52,-2.69861,1.27086,0.879772,0.960582,5.40679,0.847724,1.47991,1,0,0
0,-5189.92,-5.86141,1.30852,0.846958,1.00337,5.61728,0.845267,1.44489,1,0,0
0,-5188.74,-1.51041,1.30001,0.882294,1.00033,5.41577,0.851819,1.45238,1,0,0
0,-5190.06,-1.99776,1.30199,0.855261,0.987157,5.48183,0.844353,1.46714,1,0,0
0,-5198.08,-5.38242,1.30554,0.859632,0.994953,5.64407,0.841982,1.4823,1,0,0
0,-5196.32,-1.72835,1.27466,0.863273,0.950865,5.47323,0.855111,1.4654,1,0,0
0,-5192.12,-6.45498,1.28244,0.869377,0.929468,5.34874,0.857179,1.42847,1,0,0
0,-5197.7,-2.42275,1.27708,0.884573,0.951766,5.50138,0.850456,1.44474,1,0,0
0,-5202.88,-3.43965,1.28152,0.878459,0.969949,5.64679,0.856556,1.47922,1,0,0
0,-5187.86,-1.56116,1.29302,0.860833,0.990892,5.32073,0.849431,1.456,1,0,0
0,-5193.02,-3.61085,1.29517,0.840888,0.934512,5.569,0.854372,1.4588,1,0,0
0,-5189.4,-3.56901,1.3066,0.88187,0.988053,5.29197,0.843418,1.45699,1,0,0
0,-5190.45,-4.71899,1.29048,0.857516,0.914131,5.2134,0.853577,1.45702,1,0,0
0,-5191.81,-6.30069,1.29306,0.864036,1.03689,5.73256,0.852586,1.44681,1,0,0
0,-5196.82,-1.35111,1.2866,0.865626,0.948578,5.5833,0.847609,1.45598,1,0,0
0,-5193.34,-1.97561,1.28549,0.867117,0.920676,5.32123,0.851072,1.46849,1,0,0
0,-5191.55,-1.07869,1.2873,0.851104,0.956255,5.45252,0.851176,1.46534,1,0,0
0,-5217.62,-4.64005,1.28105,0.898146,0.956595,5.58253,0.843211,1.48342,1,0,0
0,-5197.7,-1.30393,1.29313,0.886545,0.933803,5.53611,0.851162,1.45829,1,0,0
0,-5193,-0.533833,1.29611,0.869298,0.963859,5.52696,0.84722,1.46356,1,0,0
0,-5193.56,-2.08421,1.28359,0.879627,0.993338,5.57508,0.856899,1.4595,1,0,0
0,-5195.32,-1.18048,1.29554,0.883738,0.96737,5.52104,0.845516,1.45617,1,0,0
0,-5194.85,-2.72107,1.30032,0.880527,0.983423,5.65868,0.854585,1.46787,1,0,0
0,-5193.45,-3.108,1.27952,0.880666,0.984744,5.24194,0.847096,1.46887,1,0,0
0,-5194.28,-1.87802,1.29345,0.880663,0.997951,5.62296,0.852956,1.46354,1,0,0
0,-5191.14,-2.24548,1.31085,0.871593,0.928513,5.44739,0.852167,1.46849,1,0,0
0,-5204.54,-3.42587,1.28079,0.878691,1.00743,5.54103,0.843183,1.48173,1,0,0
0,-5188.22,-3.52944,1.3106,0.87962,0.939365,5.28331,0.852338,1.45531,1,0,0
0,-5188.55,-2.6236,1.30744,0.858472,0.962632,5.48948,0.851252,1.44543,1,0,0
0,-5190.94,-8.04628,1.32209,0.865783,0.942358,5.4874,0.864097,1.4513,1,0,0
0,-5191.13,-0.730962,1.29477,0.887236,0.98011,5.44118,0.851438,1.45806,1,0,0
0,-5192.2,-3.63746,1.28181,0.853491,0.934817,5.43431,0.857987,1.44644,1,0,0
0,-5196.92,-8.57937,1.31889,0.862514,0.980871,5.48158,0.838967,1.49411,1,0,0
0,-5191.16,-4.38392,1.2732,0.860133,0.998649,5.47531,0.855803,1.4399,1,0,0
0,-5190.89,-4.09596,1.29815,0.868219,0.953613,5.38804,0.84041,1.44131,1,0,0
0,-5195.88,-3.75465,1.30086,0.877587,0.978272,5.63157,0.845545,1.44245,1,0,0
0,-5189.87,-1.5407,1.30408,0.869947,1.00465,5.52307,0.848076,1.46151,1,0,0
0,-5187.11,-3.3334,1.30673,0.865519,1.01243,5.48351,0.856883,1.44997,1,0,0
0,-5192.96,-2.32204,1.27308,0.86593,0.956093,5.38427,0.854263,1.45191,1,0,0
0,-5193.43,-2.69034,1.28015,0.862923,0.963822,5.27087,0.847015,1.47388,1,0,0
0,-5191.06,-1.74385,1.28893,0.857918,0.998657,5.56719,0.84833,1.45475,1,0,0
0,-5188.86,-1.09762,1.29848,0.878771,0.960122,5.38927,0.855646,1.46026,1,0,0
0,-5203.31,-2.6191,1.27518,0.868725,0.935546,5.43144,0.84662,1.48121,1,0,0
0,-5188.65,-3.27957,1.28727,0.860388,0.996418,5.24144,0.850416,1.45157,1,0,0
0,-5195.84,-0.518339,1.28957,0.87939,0.969252,5.53605,0.84786,1.46231,1,0,0
0,-5189.76,-3.10072,1.30644,0.890742,0.971726,5.3254,0.847227,1.45091,1,0,0
0,-5190.57,-1.45344,1.30172,0.87658,0.930433,5.40471,0.850204,1.4545,1,0,0
0,-5193.43,-5.72375,1.31588,0.894097,0.960874,5.32079,0.843403,1.47874,1,0,0
0,-5192.86,-1.63503,1.28522,0.878648,0.947458,5.34916,0.856063,1.47068,1,0,0
0,-5194.41,-2.01263,1.30682,0.892328,0.962024,5.51738,0.85115,1.46826,1,0,0
0,-5194.44,-5.82588,1.30095,0.906202,0.968828,5.30738,0.842502,1.44676,1,0,0
0,-5192.05,-2.25298,1.30552,0.855343,0.934247,5.51571,0.846903,1.46315,1,0,0
0,-5191.78,-4.67163,1.29935,0.847718,1.00852,5.3707,0.84333,1.48295,1,0,0
0,-5191.77,-4.57718,1.29435,0.895489,0.945771,5.20642,0.852331,1.47411,1,0,0
0,-5194.68,-2.48464,1.28225,0.870524,0.965769,5.29316,0.845724,1.4777,1,0,0
