"matrix.NA..ncol...1..nrow...length.rt_test.id..2.","treatment","speed","precision","target_a","comp_a","dec_a","bias_a","target_s","comp_s","dec_s","bias_s","target_c","comp_c","dec_c","bias_c","stay"
NA,1,1.28414575055907,0.83670769523128,0.533316768175283,0.434184335065334,0.0324988967593837,0.249181354971785,0.347576911443647,0.332194162437605,0.320228926118748,0.0960977974563558,0.346721181151285,0.372137752040784,0.281141066807932,0.215240226472365,0.80037225235
NA,1,4.8111902897873,0.635127781195977,0.419400165233403,0.378655976062569,0.201943858704028,0.215990858859463,0.33483914215833,0.333627637958657,0.331533219883013,0.0796730180550483,0.338904927823413,0.340452763577902,0.320642308598684,0.170509807158715,0.7643567895
NA,1,2.51663645150984,0.705424089753578,0.456527216730593,0.419417241215081,0.124055542054326,0.22189898486206,0.333717819003264,0.333300660258429,0.332981520738307,0.0270860603732122,0.333786154287817,0.335583369386696,0.330630476325487,0.0638552373567243,1.542391736
NA,1,3.09006064164289,0.855449734359431,0.530383938226637,0.467000891654232,0.00261517011913068,0.274183878579216,0.346725675218848,0.342062382369832,0.31121194241132,0.0571948146312594,0.455803687511919,0.421008602117654,0.123187710370427,0.178256338050017,0.7218438245
NA,1,3.20252767595939,0.752936671745758,0.467046194974087,0.418086570030792,0.114867234995122,0.211407638469178,0.337663042040241,0.327631013677733,0.334705944282026,0.0980031682842241,0.275078615982111,0.334309894026732,0.390611489991157,0.230592429228869,0.759200024
NA,1,2.65650055488522,0.64287092894621,0.423376096538694,0.383875836106975,0.192748067354331,0.213387896013838,0.334445716450827,0.333587234739427,0.331967048809746,0.0630347133501324,0.338130711134913,0.339367340854883,0.322501948010204,0.137960800239032,0.731484622
NA,1,1.36761121133646,0.915188886667043,0.56063884772555,0.431496390079884,0.0078647621945661,0.201861340808285,0.3361559300345,0.332034888102776,0.331809181862724,0.034411571448638,0.324013429305125,0.34133145132554,0.334655119369335,0.0762603017990931,0.9766485065
NA,1,3.88314394446956,0.710585218321608,0.474651663932845,0.397505448995123,0.127842887072032,0.230528027667099,0.338423364574922,0.335378269403553,0.326198366021525,0.0876785641131192,0.360824163280249,0.354533315006659,0.284642521713093,0.184244588245292,0.5209919865
NA,1,5.15894275947,0.649600179843113,0.418689908622066,0.384135106056215,0.197174985321719,0.294890690438194,0.343008333758947,0.328266843762406,0.328724822478647,0.221108686433698,0.299765499357261,0.354283668163229,0.34595083247951,0.468739789807705,0.589214408
NA,1,2.64739268497341,0.757774938543622,0.471128545587051,0.418506906894263,0.110364547518686,0.187309359390398,0.331811395372997,0.330457765792358,0.337730838834645,0.0226903959982669,0.293902796184089,0.309206697821314,0.396890505994596,0.0619656541996388,1.143496359
NA,1,1.48114012249799,0.754077866035783,0.472926952897145,0.421136659990077,0.105936387112778,0.194168265627013,0.332007696488258,0.331290659035044,0.336701644476698,0.0111618313095817,0.304453878359329,0.314104834394361,0.38144128724631,0.0387251275546302,1.479665801
NA,1,3.80374325051384,0.628420864139454,0.405533883364046,0.378506248656352,0.215959867979601,0.194966028540554,0.333186391805758,0.332072777798738,0.334740830395504,0.0583871164371124,0.317867942833324,0.326716624262284,0.355415432904392,0.135504415868533,0.1842782141
NA,1,2.11365156071267,0.647546917072895,0.406536388872946,0.382460706542103,0.211002904584951,0.179662611761212,0.332494307493542,0.330515644510959,0.336990047995499,0.0643335937639461,0.295526592669462,0.313626819741076,0.390846587589462,0.160733565365373,0.62264811025
NA,1,1.85929542607639,0.80642083933696,0.474457809023077,0.437296636512008,0.0882455544649148,0.17347108590812,0.328983685588042,0.326728039511845,0.344288274900112,0.0255740997097406,0.228364605669119,0.255146748475547,0.516488645855335,0.112232988249619,0.6645437802
NA,1,3.26169668066879,0.72369540855988,0.447506061019961,0.406920815514879,0.14557312346516,0.219061363269438,0.339183623077149,0.326502053145519,0.334314323777332,0.127076302309292,0.267103778799953,0.339004486970351,0.393891734229696,0.297460319871487,0.9865886995
NA,1,3.8201216421125,0.723398736662804,0.475563039895611,0.377264879140488,0.147172080963901,0.184878205399633,0.335109782696316,0.334768062154299,0.330122155149385,0.0463400292750786,0.346575442448225,0.33883589215033,0.314588665401446,0.0908591981713136,0.27456225525
NA,1,2.55846808660484,0.68705132156033,0.441750964862934,0.39892540471883,0.159323630418236,0.210493025311458,0.334905014900137,0.331638238836277,0.333456746263586,0.0783345275761639,0.316591113536291,0.334242714464671,0.349166171999038,0.177715646487375,1.8017646095
NA,1,1.39493091531545,0.764769498096607,0.471151355215926,0.423187640136407,0.105661004647667,0.186796146228346,0.331397955400703,0.32979985641794,0.338802188181357,0.0251064009846648,0.282887178874761,0.300910039297602,0.416202781827637,0.0728151297498273,1.20813388
NA,1,2.57559602615664,0.658229908636723,0.418357902253965,0.379996983486913,0.201645114259122,0.216862841565731,0.336544650632536,0.329866276715427,0.333589072652037,0.132571139980057,0.302710070529559,0.336674884942378,0.360615044528062,0.289958648472922,1.439716196
NA,1,4.74917386469928,0.594586026929026,0.389899030071915,0.351723346114207,0.258377623813878,0.164873030809572,0.333424865790139,0.333477108335983,0.333098025873879,0.0206150042347348,0.334496602364574,0.333611524583615,0.331891873051811,0.0397222882275973,0.420096014
NA,1,3.07085003682405,0.665801755269365,0.428675178632162,0.377681281738024,0.193643539629814,0.180920486127369,0.333533264981492,0.332336957657274,0.334129777361234,0.047389187444085,0.323682394323447,0.331513500518542,0.34480410515801,0.101005305622408,0.7839561325
NA,1,3.65295741154122,0.761788497920884,0.458563855650771,0.409800763043053,0.131635381306177,0.236522559886795,0.348606089753166,0.320210657719342,0.331183252527492,0.162760877982617,0.229629694336499,0.365382748652431,0.404987557011071,0.372836854545519,0.7210317055
NA,1,3.43260249285677,0.725958142600717,0.483734059348909,0.404559945138413,0.111705995512678,0.215703247054491,0.335342534556406,0.336764495158121,0.327892970285473,0.0120660509540867,0.372264834314594,0.352246394973181,0.275488770712224,0.0523991490511146,0.7451517845
NA,1,3.38166827482493,0.678308177907763,0.437124093345282,0.409182596047307,0.153693310607411,0.21320740889515,0.332800127984721,0.332558608180832,0.334641263834446,0.0125668940376936,0.321507219124689,0.324668247067236,0.353824533808075,0.0333343639748857,0.5883277165
NA,1,3.66004090029546,0.670349905896159,0.444963008083991,0.381500260447646,0.173536731468363,0.198576373921652,0.334294026236512,0.335104586355001,0.330601387408487,0.0157469587636503,0.351677307443441,0.340826736883278,0.307495955673281,0.0402723348044677,0.26277815565
NA,1,4.61214201693083,0.731001819386624,0.424848714721812,0.412800860085251,0.162350425192936,0.463864723145604,0.405374054336597,0.295132277088195,0.299493668575208,0.407068067696491,0.188637570535056,0.412983207143773,0.39837922232117,0.663100324594076,1.3515916915
NA,1,1.91106103379949,0.689305371908426,0.433328043742618,0.38888323404741,0.177788722209972,0.310927412733811,0.352631555829149,0.322700671984071,0.32466777218678,0.247767005417691,0.27089297689397,0.36742434863994,0.361682674466089,0.504904231624355,0.944241033
NA,1,3.7985462353843,0.732254673317688,0.457548909664546,0.427248346994918,0.115202743340535,0.209867286405599,0.333037625442392,0.330208653711462,0.336753720846146,0.0542282224655784,0.289187915613476,0.311621137051793,0.399190947334731,0.136954258867238,0.8294281355
NA,1,3.60285857204633,0.636037118653316,0.414691905951957,0.375861955842467,0.209446138205576,0.201054604995288,0.334171888849281,0.332742588537376,0.333085522613343,0.0738391277353775,0.328478783875988,0.334984755404172,0.33653646071984,0.159171758918645,0.699094544
NA,1,1.99213248873094,0.568732085970222,0.369269116233152,0.354993878057246,0.275737005709602,0.189225120165247,0.333145359500824,0.332281177194764,0.334573463304412,0.0911290421346358,0.320872801341143,0.328093944681628,0.351033253977229,0.209539945467136,1.90391225
NA,1,4.54815686701278,0.7072448997382,0.424641204843592,0.407642838624081,0.167715956532327,0.167107040606917,0.329881040347438,0.328525590421188,0.341593369231373,0.0318199737942463,0.250882390545207,0.267835180719423,0.48128242873537,0.140780155130453,0.8925347585
NA,2,2.51980609730044,0.752344560869281,0.498629666899825,0.449290715684408,0.0520796174157667,0.268772904957169,0.338439308505498,0.339572421708921,0.321988269785581,0.0180138331975117,0.420489315013561,0.397772602381653,0.181738082604786,0.123090702927598,0.96737295
NA,2,3.87496734590945,0.677770010277085,0.440716161321262,0.404176884816998,0.15510695386174,0.215520800771218,0.333754027850825,0.33313332126954,0.333112650879635,0.0367840864379263,0.331723822475068,0.33473591323907,0.333540264285862,0.0851507910015751,0.784837986
NA,2,3.48509790171275,0.720644278436296,0.477784786563358,0.409430729674541,0.112784483762101,0.225128566098255,0.336175128195109,0.335766909409634,0.328057962395257,0.0467221010488874,0.364950813425166,0.354390421591045,0.280658764983789,0.105999968222674,0.462808689
NA,2,3.60350659024422,0.701096350339999,0.432662024636614,0.414663645513485,0.152674329849901,0.188568305421952,0.330465084667383,0.32995387317899,0.339581042153627,0.00622154858187409,0.273990354925974,0.282447759209804,0.443561885864222,0.100509512776791,0.935637113
NA,2,5.91153528589875,0.623529526032892,0.41599664648806,0.384010418275449,0.199992935236491,0.228095431287195,0.334501626056194,0.334529182317437,0.330969191626368,0.045448958157749,0.349506381777709,0.344581233747992,0.3059123844743,0.104397947029089,0.341835026
NA,2,3.40336289596492,0.70049957337514,0.460934543556441,0.401142608277822,0.137922848165738,0.212291943048936,0.334673502937599,0.334624436143074,0.330702060919327,0.033197335724599,0.349959686676663,0.344231288598069,0.305809024725268,0.0742820375746478,0.784165967
NA,2,2.94299982093293,0.73450624034689,0.473953263098982,0.429397333912175,0.0966494029888422,0.225183006880805,0.333986077288725,0.333923236988869,0.332090685722406,0.0165296059642715,0.342517709319679,0.34095952622797,0.316522764452351,0.0395677425132735,1.0388916645
NA,2,0.908186685367104,1,0.590713117440113,0.409286882559887,0,0.141701513117498,0.351165889821065,0.335355364086372,0.313478746092563,0.0306528974626763,0.385086349352658,0.378196121148324,0.236717529499017,0.0725349431842049,0.850769604
NA,2,4.17850945009541,0.684631871484135,0.447155954228138,0.401553983065733,0.151290062706129,0.213824524924774,0.334260300752179,0.333555559281227,0.332184139966594,0.0421541990965347,0.337787747128183,0.339139935244959,0.323072317626858,0.0950004409998409,0.5670963535
NA,2,2.83717406997134,0.786496906787142,0.499722849620895,0.459749544098233,0.0405276062808718,0.248553804377208,0.335452002808133,0.335684481876054,0.328863515315813,0.011830695192717,0.370651355458081,0.364258999994506,0.265089644547413,0.0476822297345481,0.943660393
NA,2,4.40445640483339,0.713298001585577,0.473909115407332,0.406390674671099,0.119700209921569,0.22706181833216,0.336606704383623,0.335598039686133,0.327795255930244,0.0577283989307617,0.36334353410444,0.35454474169644,0.28211172419912,0.128218741084989,0.611539943
NA,2,1.50696350472658,0.790957378988378,0.496517401366597,0.420507155363654,0.0829754432697496,0.195826591222825,0.334144457269653,0.331047808231163,0.334807734499184,0.0431115635632754,0.308609892441379,0.328348631910394,0.363041475648227,0.0977412858514817,0.9395744785
NA,2,1.07855783632492,0.948611272398062,0.530972619133033,0.467868298479955,0.00115908238701197,0.185859744507777,0.326150059512945,0.323987664301699,0.349862276185356,0.00991158157869871,0.183942292059265,0.210830013282476,0.605227694658259,0.0885984559511026,0.9067055855
NA,2,1.20429457858503,0.942791846260716,0.52791496588468,0.47208503411532,0,0.205970127412589,0.330535224669143,0.329994636394319,0.339470138936538,0.00230769700962489,0.276920805580789,0.285563165484494,0.437516028934717,0.033951656487547,0.862016873
NA,2,2.28189797993659,0.884665200902695,0.517994130379762,0.460007866674512,0.0219980029457257,0.192650658315838,0.329223181453573,0.327306055750888,0.343470762795539,0.0156391390875617,0.238897031629612,0.262163057709477,0.498939910660911,0.0729475709758684,0.9031301835
NA,2,6.23951802790662,0.618841697976501,0.404990585973244,0.388478968963462,0.206530445063293,0.219557625917752,0.333064005708144,0.33298759742839,0.333948396863466,0.00564858217724697,0.327872219085454,0.329069775247453,0.343058005667093,0.0183605337932819,0.662721507
NA,2,1.78847043867484,0.749154439055825,0.455164702370193,0.419663915063324,0.125171382566483,0.177192524949722,0.330107476246415,0.329060287536629,0.340832236216955,0.0083115602887863,0.266034740524672,0.281714092053018,0.45225116742231,0.0861194468612267,0.748763902
NA,2,3.0817385946628,0.788522528240904,0.491379397935946,0.441227076080164,0.0673935259838899,0.210353036708343,0.332531038051947,0.331645794552085,0.335823167395967,0.0195861770925374,0.308732438066711,0.317465323907776,0.373802238025512,0.0492543491415704,0.9683142415
NA,2,4.49665439914174,0.664369623716081,0.437949143392219,0.40656876559457,0.155482091013212,0.23173034667064,0.334271005549893,0.334200467144741,0.331528527305366,0.0286581467200107,0.346618353891619,0.344161074820507,0.309220571287874,0.0688536259805285,0.724868472
NA,2,1.27043898649347,0.999795612023431,0.549918187601821,0.45008181239818,0,0.148382536872221,0.323443554515292,0.319381523653621,0.357174921831086,0.00978555726858448,0.133603413225732,0.176280682648839,0.690115904125429,0.082553580855188,0.8902961455
NA,2,3.94982502241601,0.727628378344637,0.4775326769124,0.436810888726285,0.0856564343613153,0.248368744673182,0.335766467497175,0.335959139664568,0.328274392838257,0.0232710922381609,0.373007886890618,0.364590392851886,0.262401720257495,0.0721500938313287,0.367464499
NA,2,2.32748625129657,0.699037628830978,0.462620247117508,0.403736532752627,0.133643220129865,0.219551071277715,0.335067974976704,0.33520565238449,0.329726372638806,0.0340338908231338,0.357339475078234,0.348578149574645,0.294082375347122,0.0785908188609273,1.399285866
NA,2,5.00596183249671,0.626582326082371,0.418197482012652,0.388847977967207,0.192954540020141,0.232725185579098,0.334437098257658,0.334637602058821,0.330925299683521,0.0315695581254231,0.35145755546349,0.346031810359734,0.302510634176777,0.0782212883597091,0.6029483155
NA,2,5.03690404641801,0.692532655215286,0.446448014063505,0.423957397067399,0.129594588869096,0.228881576933317,0.333048208393766,0.332963371257505,0.333988420348729,0.00696068796775575,0.327267977210244,0.328417861477333,0.344314161312423,0.0183071007724553,0.885207564
NA,2,4.07140863728071,0.734416831458397,0.474735046765841,0.425124020139739,0.10014093309442,0.221071052875669,0.334033074094605,0.333974634013898,0.331992291891498,0.0176872326969768,0.342985112575341,0.341038416176164,0.315976471248494,0.0417704391378923,0.7084655795
NA,2,2.52558881695694,0.725168458676408,0.454643035005485,0.415845927382608,0.129511037611908,0.193375541145183,0.331644557795525,0.331045156383583,0.337310285820893,0.00336705966511027,0.298882562018994,0.308145894823332,0.392971543157674,0.0485445123791464,0.6985839545
NA,2,1.32497062572189,0.750744585287537,0.473142601680288,0.427463644318344,0.0993937540013677,0.20568401801558,0.332458194339635,0.331794390952383,0.335747414707982,0.0172496753576087,0.310958807110283,0.3184137349368,0.370627457952917,0.044538819478268,0.885834052
NA,2,3.01769382209368,0.789093004506755,0.49753941910532,0.448282979492452,0.0541776014022273,0.225934685099514,0.33365396496562,0.333614908369631,0.332731126664749,0.00892537362690014,0.337898487068344,0.337308488900477,0.324793024031179,0.0214851821813126,0.9412191085
NA,2,5.64257735900694,0.652061946993818,0.426423381740576,0.403693808758647,0.169882809500778,0.226370008840936,0.333409464507389,0.333354518343854,0.333236017148757,0.0138423495694754,0.333808110960084,0.334000385337831,0.332191503702085,0.0332114477015782,1.136891674
NA,2,3.5099351780955,0.696123744880532,0.454237465107002,0.433581811507847,0.112180723385152,0.249015309620813,0.334264806911382,0.334382215498599,0.331352977590018,0.00692906542176421,0.350789291572815,0.348393856025449,0.300816852401736,0.033083337614727,0.622112106
NA,2,1.4074619893267,0.914742659179304,0.557486951945988,0.441169277090808,0.00134377096320385,0.225198330864326,0.341504006576885,0.337463289013323,0.321032704409793,0.04109893619003,0.395141825391565,0.380869088994657,0.223989085613778,0.0989080744581957,0.931496379
NA,2,3.02951254813011,0.750379767113946,0.479963284112706,0.421625844775885,0.098410871111409,0.211338694598539,0.334366432241675,0.332685901639183,0.332947666119142,0.0411696185630307,0.327597995849495,0.335872634937951,0.336529369212554,0.0941491346001797,0.8220932425
NA,2,2.87322906733504,0.65754763812799,0.43091686228708,0.398220623457254,0.170862514255666,0.217884971481462,0.333686615713457,0.333587781857471,0.332725602429072,0.0231451586710179,0.337300132185213,0.336799099941248,0.325900767873539,0.0536704251507355,1.0872723535
NA,2,3.68714424809937,0.718895748667351,0.45874520625725,0.418591454812447,0.122663338930303,0.208254729803903,0.332710120404464,0.332387382170709,0.334902497424826,0.0107818844119366,0.319447106905154,0.323654036112515,0.356898856982331,0.0289061524767663,0.5585606615
NA,2,3.02793109184047,0.74059114132364,0.450715214825686,0.424066211545001,0.125218573629313,0.184000952655225,0.32997161097539,0.32920461664674,0.34082377237787,0.00673122622012829,0.263667014407275,0.275763421113797,0.460569564478927,0.0952256868878904,0.6768753145
NA,2,2.83860102222827,0.779511440849241,0.50185514184084,0.461556602035637,0.0365882561235234,0.262367842785779,0.337089824041983,0.337784057979776,0.325126117978242,0.00849641700313238,0.400808402296766,0.387740232524581,0.211451365178653,0.0841669395829616,0.8210281295
NA,2,4.50164527610853,0.717757779254833,0.467493003564294,0.442399585865314,0.0901074105703924,0.252850072327735,0.334875604700889,0.335060861947265,0.330063533351846,0.00998248983410111,0.36154426239015,0.357413309529444,0.281042428080406,0.0479376297831929,0.8439545225
NA,2,2.92104290664528,0.71026170455589,0.46174423445796,0.40518666762849,0.13306909791355,0.207850595542,0.334194288325097,0.333600304030963,0.33220540764394,0.0346990760575279,0.338013385826372,0.33866212462262,0.323324489551009,0.0772924590946872,1.0609830095
NA,2,3.49803784698802,0.731568199062496,0.486523894253256,0.425417069185113,0.088059036561631,0.240697425137212,0.336339973119788,0.337355283979318,0.326304742900893,0.0194704252809889,0.386506659403819,0.367624983660871,0.24586835693531,0.0790704343147062,0.744301254
NA,2,1.4457919887126,0.669867839997141,0.437936763189451,0.397172712891259,0.16489052391929,0.211339389180351,0.333825059488679,0.333529929920394,0.332645010590927,0.0312631410658397,0.33666743141419,0.336882884684071,0.32644968390174,0.070762681863342,0.813412741
NA,2,4.04975689916035,0.731006727078663,0.46524287777792,0.438009838277666,0.0967472839444146,0.228134205991868,0.33295538216959,0.332733185725288,0.334311432105122,0.0127317619249025,0.323694791655235,0.325996719364344,0.350308488980421,0.0322501232136602,1.169080266
NA,2,3.76617350762805,0.784127791082071,0.499356515943241,0.463056118003081,0.0375873660536784,0.25561750198119,0.335973692309313,0.336350339376294,0.327675968314393,0.00898433981707864,0.381134694682621,0.373195961727022,0.245669343590356,0.0589546025406852,0.645134934
NA,2,3.83096290356888,0.725991033780717,0.460907699062845,0.425976509509097,0.113115791428058,0.212461802281946,0.33246650355142,0.332163380886241,0.335370115562339,0.00817198163014336,0.315107850809148,0.319491457077131,0.36540069211372,0.0291547777130819,0.816223199
NA,2,3.51506441660571,0.741989056470898,0.460316255314671,0.430717891549096,0.108965853136233,0.201452606297167,0.331084389590404,0.330544664707354,0.338370945702241,0.00652351360197769,0.287044605128946,0.295559093966289,0.417396300904765,0.0631441495334229,0.818050861
NA,2,1.15383084575369,0.759797135611275,0.477218238565481,0.440240264642679,0.0825414967918399,0.217118785008247,0.332475842262775,0.332002189773553,0.335521967963672,0.0145902884604404,0.312487163310193,0.31789796487872,0.369614871811086,0.0390375129600754,0.896843333
NA,2,4.10038088086385,0.657393807284137,0.422420146870789,0.397999499462398,0.179580353666813,0.203412705370996,0.332434253961237,0.332154489644714,0.335411256394049,0.0029285336873619,0.315140372595237,0.319620112557603,0.36523951484716,0.0384165631444884,0.785597882
NA,2,1.392497425314,0.972576561799002,0.545490103411522,0.454509896588478,0,0.18478542761846,0.332937554383381,0.326947811821677,0.340114633794942,0.0275459689119968,0.249429022931012,0.29751746105662,0.453053516012367,0.0699860457785011,0.884610987
