"matrix.NA..ncol...1..nrow...length.rt_test.id..2.","treatment","speed","precision","target_a","comp_a","dec_a","bias_a","target_s","comp_s","dec_s","bias_s","target_c","comp_c","dec_c","bias_c","stay"
NA,1,2.80707959298069,0.732873255270516,0.475484028876699,0.42906627342504,0.0954496976982614,0.228710135164757,0.334584066764903,0.334291182917553,0.331124750317545,0.0273346824737404,0.348385412154652,0.346321926721451,0.305292661123897,0.0650510003195734,1.170275744
NA,1,2.78338304948099,0.665701966258548,0.429968123054457,0.397823033746282,0.172208843199261,0.204634546152844,0.3329907978671,0.332525899736595,0.334483302396305,0.0258461892830349,0.322274812595023,0.326810621120149,0.350914566284828,0.0615912095511473,0.8006750495
NA,1,4.81523488613067,0.688753059765082,0.461463647365559,0.428806237423168,0.109730115211273,0.263140765175254,0.336346771893918,0.336898242733094,0.326754985372988,0.0206475598253693,0.386130317655731,0.374338814902029,0.239530867442241,0.102691382010815,0.536785477
NA,1,3.35108403454278,0.72728081242563,0.446110581049706,0.422050690502844,0.13183872844745,0.189468503161476,0.330649059683123,0.3294680883219,0.339882851994977,0.0266698194966073,0.269355180436901,0.283755665107867,0.446889154455233,0.10096017523776,0.9702008765
NA,1,1.07601237716627,0.899284101457825,0.508272379792923,0.437774085994277,0.0539535342127999,0.154493541907392,0.330062851263091,0.321086725727828,0.34885042300908,0.0432726420602032,0.179659667247842,0.261141868188648,0.55919846456351,0.128944988864751,0.88386568855
NA,1,3.10247174836304,0.690106277924093,0.441845452697526,0.387603149046445,0.170551398256029,0.180252604289636,0.332918818769815,0.33223545500241,0.334845726227776,0.0216149746630167,0.320935519116415,0.327894095366519,0.351170385517066,0.0485493078107092,0.630786164
NA,1,4.00468295820956,0.620282303473979,0.407138492616549,0.384534226163058,0.208327281220394,0.215910559783468,0.333437748420577,0.333184577773566,0.333377673805858,0.0344118348089785,0.331655087783659,0.3331310044462,0.335213907770141,0.0803054850160687,0.873993885
NA,1,2.47420952035299,0.896142072412045,0.547484057908788,0.446907611088751,0.00560833100246106,0.232839407054325,0.345364669109219,0.33437950181319,0.32025582907759,0.0653438575851624,0.368088199771225,0.378347796800827,0.253564003427949,0.152811117770915,1.116245314
NA,1,4.35886988008202,0.691424672255817,0.453158325185296,0.407021808401894,0.139819866412811,0.217159058083242,0.334071899561319,0.334190878889793,0.331737221548888,0.01863392003596,0.345170920268096,0.34151409555237,0.313314984179534,0.0440064160606651,0.5456065
NA,1,3.88290330507188,0.736505852584162,0.469024539207735,0.424129552456952,0.106845908335313,0.237954201010404,0.339423398030819,0.329724327985836,0.330852273983345,0.108236856029184,0.302879643577226,0.348833948093366,0.348286408329409,0.252279860861226,0.6648196665
NA,1,2.21105751208714,0.64410085884918,0.436041180827878,0.375211805236375,0.188747013935747,0.213310576250595,0.335051854316569,0.336594821263813,0.328353324419618,0.0298003455989554,0.365205860809603,0.344900747900495,0.289893391289902,0.0780307970235454,1.715745711
NA,1,4.13090932600446,0.680441837710036,0.454682319615725,0.405834159450684,0.139483520933591,0.268210859817389,0.340610260026113,0.333877981842153,0.325511758131734,0.133001662742616,0.352669205682155,0.36319691583823,0.284133878479616,0.291848155845233,2.041370109
NA,1,5.2633523807752,0.672513805210871,0.424299670386606,0.394540122982958,0.181160206630435,0.288870145644752,0.345124294878262,0.325504066799108,0.32937163832263,0.216749720932091,0.273758842507062,0.357879319023102,0.368361838469836,0.483144766626605,0.626043736
NA,1,3.36451859373421,0.691256446802116,0.444261686975884,0.415101394409233,0.140636918614884,0.215052835942543,0.33278541165752,0.332541584587858,0.334673003754622,0.0121007262051588,0.321138114689273,0.32429983906123,0.354562046249496,0.0321391887568196,2.207833695
NA,1,4.64874416640106,0.714576620925671,0.464152106698763,0.428922115011799,0.106925778289438,0.232826241729309,0.334110472088713,0.33409777810184,0.331791749809447,0.0169823142683152,0.34544976664047,0.343436112141403,0.311114121218126,0.0420281582614176,0.889774308
NA,1,1.92299366065324,0.764103606509884,0.468448996077954,0.413221511246791,0.118329492675255,0.197668761475383,0.337046193025276,0.326833731332013,0.336120075642711,0.0920940719957567,0.266813581264192,0.329920703943173,0.403265714792635,0.215207774431284,1.932159863
NA,1,3.651470458849,0.719024144856781,0.462306824066367,0.410010500144308,0.127682675789325,0.239365916389388,0.340434264966002,0.329947735716607,0.329617999317391,0.124088164127599,0.309434583549947,0.351895129007336,0.338670287442716,0.277026400107884,0.5749573245
NA,1,3.41362647146396,0.640764157727623,0.419509211913876,0.397410033153633,0.183080754932491,0.223133707252556,0.333386037426059,0.333233543857498,0.333380418716444,0.0226642796729365,0.332110164305224,0.33304470241403,0.334845133280746,0.0540892000733437,0.811454484
NA,1,1.71052589190147,0.818457905815923,0.515816519750378,0.46580799780501,0.0183754824446124,0.253603779672999,0.336968448776342,0.337262315198654,0.325769236025004,0.0172751728629571,0.393384802440907,0.381742158762566,0.224873038796527,0.0690616448778688,1.521991885
NA,1,1.68281725623846,0.884087973804384,0.506477177133414,0.445644792987547,0.0478780298790397,0.16421933755518,0.328348169686115,0.32365760247472,0.347994227839166,0.0296061658799948,0.195532436909522,0.244638369182086,0.559829193908392,0.110621079401531,1.2286706055
NA,1,4.18102215593352,0.726109611095313,0.478411226750396,0.432052429152074,0.0895363440975303,0.260326876348198,0.339539796957147,0.334627721041133,0.32583248200172,0.0885285563767901,0.362053876109092,0.369353730935438,0.268592392955469,0.20690786901945,0.8003489235
NA,1,3.29129077379735,0.673901706645693,0.445660959352618,0.386141968048475,0.168197072598908,0.201457275318439,0.334230381975937,0.33474879317705,0.331020824847013,0.0200347746365707,0.349054086958677,0.340854149091132,0.31009176395019,0.0461216533706109,0.4764206295
NA,1,3.50551534556521,0.663407080244357,0.425079155749754,0.401970145664188,0.172950698586058,0.207433094590236,0.332624406394074,0.331850253101522,0.335525340504404,0.0359853380527075,0.311110400545755,0.318663493115504,0.370226106338741,0.0911281794970175,0.6451247585
NA,1,3.87519290237984,0.584059457794492,0.383420543326926,0.362087185056602,0.254492271616472,0.227595218841127,0.334280233670026,0.332660006206151,0.333059760123823,0.128596030137016,0.327685776477553,0.335176983478034,0.337137240044413,0.27983435944329,0.697399862
NA,1,3.45794222239417,0.712273850106268,0.451136781930729,0.404639043856088,0.144224174213183,0.199231136255186,0.334125099005391,0.330810472932343,0.335064428062267,0.0652282056985537,0.304902219394231,0.32669244009202,0.368405340513748,0.150847262656894,1.5420656855
NA,1,3.4746032398512,0.643511058852457,0.422083533424956,0.392600874262012,0.185315592313032,0.220229306620515,0.333985205516124,0.333271029185618,0.332743765298258,0.0522063057295572,0.333950694187193,0.336762790421801,0.329286515391006,0.120251608093785,0.667904982
NA,1,3.78684408100337,0.667271045520698,0.441532799731847,0.416531960567262,0.141935239700891,0.24553018731663,0.334485250083998,0.334744639295139,0.330770110620863,0.0064173582109088,0.355253873394478,0.350730370757242,0.294015755848279,0.0461210527254019,0.8797725505
NA,1,3.15889618694687,0.66513701928947,0.43086093959915,0.397649299909227,0.171489760491623,0.206168467164623,0.333110770424072,0.332753524780275,0.334135704795654,0.0232705466037674,0.325519169654572,0.32887543074487,0.345605399600558,0.0547269958795926,2.003284493
NA,1,4.42377636802147,0.682830007724408,0.437585344576821,0.399426693045768,0.162987962377411,0.202218601940698,0.333515118682591,0.331819647324392,0.334665233993017,0.0535872959888672,0.315123880438962,0.327039624293484,0.357836495267554,0.124734348408728,0.7537700885
NA,1,3.79686959721918,0.683447882408972,0.449353330244282,0.395356231594216,0.155290438161502,0.214770784700415,0.335192739445189,0.333885017444247,0.330922243110564,0.0614945906337962,0.342556142631568,0.343309251590729,0.314134605777702,0.133916977508322,0.4862963515
NA,1,3.07093844210811,0.75792354540597,0.470220592197799,0.423958311531764,0.105821096270437,0.20566430916011,0.335139942610223,0.328829637889275,0.336030419500502,0.0742862096576506,0.280961985663467,0.323164972298753,0.39587304203778,0.178615144081877,0.651103596
NA,1,2.85294742931644,0.732236761879416,0.465217002349345,0.367994041519367,0.166788956131288,0.154778014951527,0.333538595580648,0.332140865958693,0.334320538460659,0.0318289064291095,0.324802829444243,0.333451135168326,0.341746035387431,0.0612389929988389,0.559426758
