"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"287","stay[32]",0.8220932425,0.802579,0.193459418980418,0.179372361,0.54095165,1.1780905,0.999863684958352,1888.4209906457,1882.31921405841
"288","stay[33]",1.0872723535,1.06717,0.196081946882083,0.192493371,0.7877952,1.4373335,1.00026124151687,2010.96695917209,1785.43874931012
"289","stay[34]",0.5585606615,0.540282,0.141981616467289,0.1326000375,0.35891485,0.80965765,1.00002700919633,1981.32980933021,1847.15004656627
"290","stay[35]",0.6768753145,0.6572055,0.17963799381249,0.1690912713,0.42387565,0.99793275,1.00128979153926,2032.41531385564,2045.1897662217
"291","stay[36]",0.8210281295,0.7940885,0.212939474704815,0.2080080387,0.51981865,1.2143815,1.00028387182059,1992.68546246423,1872.64231759086
"292","stay[37]",0.8439545225,0.82533,0.188688424020201,0.1812945519,0.57389405,1.175021,0.99957421367437,2143.15411141674,1936.00294579274
"293","stay[38]",1.0609830095,1.040415,0.23189943204349,0.2202128019,0.7268689,1.474958,0.999560397393228,1796.78275827008,1882.10674720651
"294","stay[39]",0.744301254,0.7332395,0.145855988530298,0.141477105,0.52467595,1.0029905,1.00457912128468,1926.4449326478,1588.56624779237
"295","stay[40]",0.813412741,0.761713,0.322829004014814,0.2825361168,0.4113244,1.41277,0.999632748913717,1720.86889838187,1909.38138899876
"296","stay[41]",1.169080266,1.14559,0.230277012462957,0.2203469772,0.8418603,1.5664815,1.00199244713621,2074.68766998673,1864.22801084357
"297","stay[42]",0.645134934,0.623173,0.175061973063944,0.1666924245,0.401588,0.95445365,1.00141207746584,1998.71557018733,1893.00667623692
"298","stay[43]",0.816223199,0.8017875,0.18656657085049,0.1870396269,0.54353045,1.14187,1.00063665288492,2172.89760712517,2003.88489292958
"299","stay[44]",0.818050861,0.7997295,0.186400292755495,0.176548008,0.5540627,1.1576225,0.999992567079839,2074.478312997,1953.1650075523
"300","stay[45]",0.896843333,0.837267,0.345721804952397,0.3031368438,0.4610902,1.5145045,1.00069956997335,1899.43908370795,1797.5624876352
"301","stay[46]",0.785597882,0.7658685,0.161791394954944,0.1592645985,0.55473505,1.083052,1.00059156076464,1982.38899658025,2001.18275150363
"302","stay[47]",0.884610987,0.8214,0.343862759980569,0.3063577923,0.4516755,1.5432605,1.00001681238039,2076.48580484872,1728.35267412893
"303","stay[48]",1.093277795,1.04096,0.326450360860577,0.3206018718,0.6451587,1.6850025,1.0012162699068,1954.37519175205,1985.5787139882
"304","k",1,1,0,0,1,1,NA,NA,NA
"305","tau",0,0,0,0,0,0,NA,NA,NA
"306","Chain",1,1,0,0,1,1,NA,NA,NA
