"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw","Chain"
"469",-1024.24,-2.59277,1.85675,0.970797,0.304706,2.79089,0.641465,0.956683,1.49216,1,0,1,469,1,1
"470",-1027.29,-1.85022,1.82552,0.9873,0.435017,2.66595,0.582181,0.931498,1.47521,1,0,1,470,1,1
"471",-1026.53,-3.1578,1.79658,0.980403,0.309584,2.72423,0.668564,0.899327,1.48367,1,0,1,471,1,1
"472",-1024.32,-2.48813,1.82689,1.00881,0.369423,2.6661,0.612617,1.03308,1.48689,1,0,1,472,1,1
"473",-1023.56,-0.760748,1.82725,0.968718,0.365651,2.72925,0.587658,0.949887,1.48442,1,0,1,473,1,1
"474",-1031.79,-4.30159,1.88291,0.951561,0.405957,2.75978,0.603445,0.911155,1.44773,1,0,1,474,1,1
"475",-1023.54,-2.59139,1.85321,0.999242,0.314649,2.75942,0.592774,1.01096,1.46509,1,0,1,475,1,1
"476",-1023.01,-5.16409,1.76738,0.989465,0.436221,2.77765,0.647874,0.990845,1.45346,1,0,1,476,1,1
"477",-1026.01,-2.34093,1.86132,1.01275,0.424463,2.70891,0.647548,0.914429,1.47046,1,0,1,477,1,1
"478",-1025.99,-4.1435,1.85019,1.04123,0.279956,2.64447,0.622152,0.968216,1.47105,1,0,1,478,1,1
"479",-1026.16,-3.11083,1.8528,1.00213,0.331758,2.8698,0.596703,0.925083,1.48918,1,0,1,479,1,1
"480",-1028.87,-5.07328,1.80364,1.01396,0.299537,2.63886,0.651291,0.917569,1.52703,1,0,1,480,1,1
"481",-1025.38,-2.53869,1.80755,0.985246,0.3468,2.61663,0.573117,0.900355,1.46489,1,0,1,481,1,1
"482",-1027.09,-5.68432,1.75444,0.996285,0.443188,2.63128,0.63619,0.911808,1.46959,1,0,1,482,1,1
"483",-1030.84,-2.71324,1.87509,0.987885,0.421715,2.64213,0.645733,0.935191,1.49074,1,0,1,483,1,1
"484",-1026.01,-4.50242,1.77747,0.964758,0.356297,2.74239,0.566755,1.01179,1.49305,1,0,1,484,1,1
"485",-1031.53,-5.21266,1.84282,0.95751,0.383279,2.7258,0.726875,0.945433,1.50285,1,0,1,485,1,1
"486",-1025.88,-3.89489,1.8495,1.03001,0.435096,2.70747,0.597211,1.02108,1.47776,1,0,1,486,1,1
"487",-1024.3,-3.50955,1.79121,1.03693,0.350207,2.65493,0.653468,0.988857,1.49431,1,0,1,487,1,1
"488",-1031.05,-2.79878,1.8469,0.99258,0.341636,2.58318,0.668773,0.923203,1.49243,1,0,1,488,1,1
"489",-1026.1,-2.81615,1.78453,0.952595,0.348222,2.68357,0.654629,0.950605,1.4623,1,0,1,489,1,1
"490",-1023.2,-0.943475,1.84466,1.01374,0.3504,2.67308,0.623539,0.967086,1.49471,1,0,1,490,1,1
"491",-1027.11,-1.69068,1.84789,0.996868,0.38603,2.62095,0.585718,0.913026,1.46903,1,0,1,491,1,1
"492",-1026.07,-1.53828,1.85292,1.00653,0.394626,2.62503,0.600014,0.97444,1.48037,1,0,1,492,1,1
"493",-1025.49,-2.70332,1.80914,0.952479,0.32704,2.64746,0.573391,0.97415,1.47974,1,0,1,493,1,1
"494",-1023.19,-3.58283,1.83502,0.971162,0.368471,2.9105,0.61103,0.960084,1.47975,1,0,1,494,1,1
"495",-1027.2,-3.26322,1.83279,1.00082,0.278022,2.6427,0.639838,0.932856,1.45309,1,0,1,495,1,1
"496",-1026.76,-3.09607,1.87051,1.02792,0.327841,2.67437,0.620917,0.904912,1.45056,1,0,1,496,1,1
"497",-1023.52,-0.852854,1.85448,0.994101,0.321652,2.69998,0.599965,0.940282,1.47101,1,0,1,497,1,1
"498",-1025.58,-5.30434,1.84165,0.933981,0.330669,2.83573,0.578089,0.969212,1.50733,1,0,1,498,1,1
"499",-1022.33,-2.24483,1.84208,0.981766,0.342727,2.86319,0.618833,0.964931,1.47584,1,0,1,499,1,1
"500",-1023.12,-2.48725,1.78917,0.969029,0.301043,2.69897,0.606628,0.953976,1.46305,1,0,1,500,1,1
"501",-1028.9,-3.84999,1.8096,0.982583,0.422585,2.63661,0.557054,0.975988,1.44737,1,0,1,501,1,1
"502",-1023.19,-1.50388,1.85605,0.991698,0.307972,2.75549,0.618077,0.959001,1.4873,1,0,1,502,1,1
"503",-1025.6,-4.57613,1.83225,0.94726,0.390447,2.81155,0.661483,0.945069,1.51857,1,0,1,503,1,1
"504",-1026.55,-4.41036,1.81976,1.03727,0.451064,2.72481,0.588353,0.899137,1.49695,1,0,1,504,1,1
"505",-1030.18,-2.75109,1.83831,0.974254,0.425244,2.6688,0.606962,0.922574,1.43767,1,0,1,505,1,1
"506",-1028.81,-7.33649,1.81383,1.05001,0.321664,2.66128,0.601751,0.83438,1.46137,1,0,1,506,1,1
"507",-1025.17,-2.77462,1.81866,0.976653,0.394365,2.83425,0.568295,0.934654,1.48167,1,0,1,507,1,1
"508",-1027.35,-3.90125,1.76549,1.02292,0.411043,2.73984,0.599499,0.962605,1.48766,1,0,1,508,1,1
"509",-1023.14,-2.52499,1.7996,0.947109,0.343924,2.77737,0.620992,0.976926,1.4719,1,0,1,509,1,1
"510",-1025.46,-4.33938,1.84086,0.955896,0.307298,2.74192,0.558053,0.903678,1.44921,1,0,1,510,1,1
"511",-1026.92,-2.44515,1.88401,1.00936,0.317129,2.69216,0.629592,0.960994,1.46319,1,0,1,511,1,1
"512",-1027.84,-5.02488,1.85352,1.02175,0.319466,2.54561,0.600306,1.01919,1.47847,1,0,1,512,1,1
"513",-1023.16,-3.16533,1.85155,1.01507,0.422381,2.8248,0.616983,0.916957,1.45601,1,0,1,513,1,1
"514",-1027.83,-4.57008,1.90201,1.00177,0.325101,2.66597,0.565248,0.91123,1.47928,1,0,1,514,1,1
"515",-1035.96,-5.58826,1.87855,0.952294,0.417911,2.71128,0.709851,0.93727,1.48084,1,0,1,515,1,1
"516",-1025.52,-0.998893,1.81151,0.968542,0.361191,2.64445,0.60552,0.944296,1.46355,1,0,1,516,1,1
"517",-1023.09,-3.09787,1.8523,0.986613,0.298174,2.80105,0.572505,0.973533,1.47491,1,0,1,517,1,1
"518",-1034.63,-5.35824,1.86227,0.929991,0.353588,2.61356,0.605032,1.00949,1.50125,1,0,1,518,1,1
"519",-1026.56,-2.58939,1.83928,1.00916,0.33624,2.72723,0.699381,0.95633,1.46964,1,0,1,519,1,1
"520",-1026.47,-3.13437,1.84695,1.02984,0.423768,2.623,0.656327,0.964593,1.48645,1,0,1,520,1,1
"521",-1023.25,-3.20948,1.77565,0.993852,0.360797,2.71952,0.636491,1.01747,1.47742,1,0,1,521,1,1
"522",-1023.73,-1.44914,1.81201,0.979018,0.344179,2.69231,0.619294,0.988932,1.44993,1,0,1,522,1,1
"523",-1025.29,-3.47615,1.82202,0.97542,0.299418,2.75933,0.606512,0.929486,1.52154,1,0,1,523,1,1
"524",-1024.42,-3.14901,1.84943,0.964072,0.318764,2.80521,0.612894,0.950224,1.43888,1,0,1,524,1,1
"525",-1024.42,-1.65728,1.84188,0.96091,0.387567,2.77462,0.60997,0.985383,1.47345,1,0,1,525,1,1
"526",-1028.33,-4.78061,1.90533,0.966135,0.314431,2.80235,0.628013,0.938785,1.46435,1,0,1,526,1,1
"527",-1025,-4.81163,1.89362,1.02938,0.325086,2.68617,0.56707,0.94638,1.50295,1,0,1,527,1,1
"528",-1031.51,-4.52445,1.81016,0.943594,0.293055,2.60491,0.653367,0.941915,1.46193,1,0,1,528,1,1
"529",-1025.73,-2.73181,1.87565,0.958053,0.368908,2.78791,0.628819,0.957328,1.49533,1,0,1,529,1,1
"530",-1026.57,-2.53555,1.82258,0.979172,0.373195,2.7049,0.686555,0.99854,1.46658,1,0,1,530,1,1
"531",-1024.05,-3.31997,1.84425,1.02012,0.42176,2.73859,0.643184,1.02186,1.48123,1,0,1,531,1,1
"532",-1023.07,-1.84691,1.80418,1.02925,0.371906,2.6592,0.636116,0.93336,1.49253,1,0,1,532,1,1
"533",-1028.16,-3.16881,1.82341,1.0209,0.38859,2.58145,0.675834,0.948883,1.48069,1,0,1,533,1,1
"534",-1038.23,-6.98067,1.88697,0.948543,0.393913,2.6011,0.532717,0.932685,1.46563,1,0,1,534,1,1
"535",-1028.52,-4.88081,1.77951,0.945776,0.393797,2.75914,0.554882,0.94689,1.48837,1,0,1,535,1,1
"536",-1024.05,-0.920006,1.83373,0.972345,0.379234,2.72672,0.592129,0.966012,1.49225,1,0,1,536,1,1
"537",-1028.08,-6.17371,1.79033,0.979649,0.404013,2.70346,0.545439,0.906543,1.42605,1,0,1,537,1,1
"538",-1027.66,-2.61706,1.81948,0.99056,0.319416,2.62662,0.661157,0.927286,1.50605,1,0,1,538,1,1
"539",-1031.74,-5.49369,1.83268,0.971745,0.514508,2.71002,0.632971,1.00532,1.47643,1,0,1,539,1,1
"540",-1025.41,-0.842589,1.84268,0.99284,0.404904,2.66796,0.605164,0.934121,1.48613,1,0,1,540,1,1
"541",-1028.57,-3.37398,1.86996,0.956916,0.346658,2.71419,0.568371,0.981711,1.45086,1,0,1,541,1,1
"542",-1025.81,-6.46204,1.80128,0.99538,0.389603,2.87902,0.67,0.966681,1.42405,1,0,1,542,1,1
"543",-1032.52,-8.28018,1.8586,1.02203,0.427152,2.69943,0.556073,0.852515,1.52282,1,0,1,543,1,1
"544",-1025.3,-1.84233,1.80708,0.986967,0.405701,2.68879,0.585317,0.947501,1.50367,1,0,1,544,1,1
"545",-1057.97,-2.4451,1.79871,1.02023,0.332282,2.81935,0.616593,0.924785,1.47751,1,0,1,545,1,1
"546",-1027.7,-3.0259,1.8152,0.935625,0.350393,2.6711,0.573727,0.944679,1.48651,1,0,1,546,1,1
"547",-1026.1,-3.9783,1.84175,1.05371,0.365061,2.74856,0.626115,0.888995,1.4979,1,0,1,547,1,1
"548",-1029.44,-4.15651,1.81666,0.974295,0.450277,2.797,0.562862,0.914543,1.48571,1,0,1,548,1,1
"549",-1026.89,-2.29203,1.84034,0.955066,0.366861,2.72382,0.664575,0.954489,1.5023,1,0,1,549,1,1
"550",-1029.68,-5.33204,1.82651,0.999016,0.2553,2.79254,0.609346,0.898469,1.473,1,0,1,550,1,1
"551",-1031.56,-5.16046,1.81347,1.00142,0.343317,2.59166,0.650478,0.874707,1.43273,1,0,1,551,1,1
"552",-1024.4,-1.02396,1.84485,0.982787,0.412507,2.74457,0.601843,0.960665,1.47568,1,0,1,552,1,1
"553",-1024.93,-6.29231,1.87664,0.999941,0.272677,2.68645,0.549332,0.988523,1.4949,1,0,1,553,1,1
"554",-1025.83,-4.38589,1.80707,1.00239,0.27685,2.71477,0.638718,1.0221,1.47859,1,0,1,554,1,1
"555",-1028.21,-3.39691,1.86589,1.00263,0.318878,2.74635,0.697417,0.951446,1.47033,1,0,1,555,1,1
"556",-1025.39,-0.794602,1.83179,0.993498,0.403301,2.64549,0.616711,0.963207,1.47607,1,0,1,556,1,1
"557",-1028.55,-6.18119,1.83834,1.09054,0.341443,2.66869,0.657874,0.950814,1.48322,1,0,1,557,1,1
"558",-1047.42,-4.36045,1.78633,0.994111,0.29181,2.79317,0.623155,0.983998,1.50633,1,0,1,558,1,1
"559",-1033.98,-4.03583,1.81966,0.963508,0.387442,2.60014,0.647484,0.870451,1.46515,1,0,1,559,1,1
"560",-1029.15,-4.15349,1.87712,0.975357,0.341642,2.74595,0.6214,0.859477,1.46877,1,0,1,560,1,1
"561",-1032.31,-5.26627,1.83341,1.02169,0.361586,2.61351,0.712602,0.988582,1.44671,1,0,1,561,1,1
"562",-1024.75,-2.30321,1.84153,1.03066,0.330781,2.77326,0.66198,0.95695,1.46838,1,0,1,562,1,1
"563",-1022.51,-1.96558,1.79837,1.02061,0.370035,2.71159,0.638548,0.991808,1.48847,1,0,1,563,1,1
"564",-1031.04,-4.49375,1.81899,0.981256,0.447928,2.72175,0.547518,0.89556,1.47374,1,0,1,564,1,1
"565",-1059.58,-3.36912,1.82904,1.03582,0.340434,2.78412,0.565273,0.905246,1.48371,1,0,1,565,1,1
"566",-1031.92,-3.25894,1.84004,0.967364,0.407782,2.5746,0.595403,0.932389,1.50329,1,0,1,566,1,1
"567",-1024.08,-5.20121,1.78998,1.00725,0.345562,2.61802,0.527478,0.928108,1.4653,1,0,1,567,1,1
"568",-1030.93,-7.21523,1.82697,0.948286,0.424437,2.71919,0.663096,1.041,1.52426,1,0,1,568,1,1
"569",-1025.06,-1.63547,1.82423,0.967525,0.354664,2.69499,0.595449,0.976429,1.44499,1,0,1,569,1,1
"570",-1025.74,-1.35125,1.8246,0.997667,0.339834,2.58961,0.618745,0.935628,1.48121,1,0,1,570,1,1
"571",-1032.83,-3.33085,1.85337,0.946061,0.378819,2.61982,0.570303,0.92908,1.46244,1,0,1,571,1,1
"572",-1023.82,-2.06141,1.80983,0.980819,0.344811,2.70524,0.558795,0.916058,1.48588,1,0,1,572,1,1
"573",-1022.7,-2.47479,1.83744,1.04171,0.328975,2.66737,0.589208,0.941815,1.45579,1,0,1,573,1,1
"574",-1031.48,-4.43005,1.84468,0.939473,0.40507,2.70269,0.585876,0.908429,1.51503,1,0,1,574,1,1
"575",-1023.76,-1.5687,1.82633,0.996488,0.412197,2.72457,0.629438,0.936157,1.50637,1,0,1,575,1,1
"576",-1023.93,-1.93279,1.80771,0.99857,0.386693,2.7855,0.572861,0.97363,1.47435,1,0,1,576,1,1
"577",-1042.54,-3.00829,1.7986,1.05035,0.327474,2.69694,0.604537,0.964614,1.46771,1,0,1,577,1,1
"578",-1026.85,-5.51947,1.87368,1.01918,0.362168,2.64788,0.57448,0.988044,1.53221,1,0,1,578,1,1
"579",-1024.07,-3.66622,1.80184,0.991773,0.300241,2.58462,0.569522,0.933471,1.47677,1,0,1,579,1,1
"580",-1029.87,-5.29773,1.84461,0.974959,0.482357,2.76633,0.644747,0.957275,1.43332,1,0,1,580,1,1
"581",-1022.49,-1.36311,1.81828,0.985981,0.30248,2.70963,0.601456,0.967235,1.48445,1,0,1,581,1,1
"582",-1022.86,-2.36807,1.84211,0.987843,0.327848,2.80891,0.585496,0.99668,1.46563,1,0,1,582,1,1
"583",-1043.19,-4.73221,1.8454,1.06371,0.352818,2.74609,0.592708,0.932571,1.43786,1,0,1,583,1,1
"584",-1032.87,-3.47785,1.8611,1.00465,0.420462,2.61028,0.667235,0.944904,1.45164,1,0,1,584,1,1
"585",-1030.59,-8.52069,1.84688,0.984545,0.548844,2.87491,0.611845,0.952985,1.459,1,0,1,585,1,1
"586",-1030.27,-3.86247,1.85223,0.976648,0.457541,2.72971,0.644169,0.908713,1.44556,1,0,1,586,1,1
"587",-1023.23,-1.88559,1.86277,0.983717,0.362282,2.81061,0.611477,0.912746,1.48154,1,0,1,587,1,1
"588",-1031.35,-3.96492,1.8692,0.984586,0.44314,2.64178,0.592729,0.938508,1.51277,1,0,1,588,1,1
"589",-1022.55,-1.20723,1.85441,1.00008,0.340521,2.74402,0.5787,0.935559,1.48386,1,0,1,589,1,1
"590",-1027.51,-3.17333,1.86029,0.944896,0.347635,2.73362,0.563422,0.92939,1.46789,1,0,1,590,1,1
"591",-1029.58,-3.96614,1.88928,0.984652,0.35833,2.64282,0.614095,0.934523,1.52164,1,0,1,591,1,1
"592",-1031.17,-3.07023,1.83979,0.975096,0.38659,2.6428,0.654144,1.00458,1.44258,1,0,1,592,1,1
"593",-1025.71,-5.41936,1.85518,1.02927,0.404016,2.81344,0.612499,0.858955,1.45814,1,0,1,593,1,1
"594",-1024.71,-1.55167,1.81071,1.00805,0.384817,2.62807,0.642692,0.961724,1.45891,1,0,1,594,1,1
"595",-1023.45,-1.79119,1.84012,1.02507,0.323257,2.72813,0.618477,0.949802,1.50344,1,0,1,595,1,1
"596",-1029.67,-4.82009,1.84974,0.990053,0.313685,2.71497,0.645571,0.960941,1.41225,1,0,1,596,1,1
"597",-1023.3,-2.25787,1.84547,1.0199,0.352685,2.80324,0.633705,0.992503,1.49085,1,0,1,597,1,1
"598",-1045.63,-4.24625,1.84179,1.03583,0.350807,2.79938,0.577905,0.87664,1.48673,1,0,1,598,1,1
"599",-1028,-1.13431,1.86232,0.976195,0.371102,2.66242,0.61249,0.96919,1.4628,1,0,1,599,1,1
"600",-1024.22,-4.30358,1.85321,1.06734,0.39295,2.62632,0.621229,0.957082,1.4694,1,0,1,600,1,1
"601",-1030.12,-1.97917,1.84079,0.960801,0.425288,2.66608,0.643293,0.933172,1.47646,1,0,1,601,1,1
"602",-1023.35,-2.68207,1.7764,0.992862,0.347254,2.76904,0.619695,0.990953,1.4632,1,0,1,602,1,1
"603",-1024.22,-2.11857,1.79962,0.96222,0.360051,2.75464,0.578271,0.924022,1.48839,1,0,1,603,1,1
"604",-1025.95,-3.03668,1.81413,0.997521,0.351217,2.71732,0.683937,0.941822,1.51607,1,0,1,604,1,1
"605",-1028.38,-2.89482,1.85756,0.97212,0.39181,2.72345,0.678734,0.999835,1.47634,1,0,1,605,1,1
"606",-1024.87,-3.29029,1.86177,1.05082,0.34139,2.7531,0.615937,0.93115,1.498,1,0,1,606,1,1
"607",-1025.39,-2.71754,1.83776,0.984169,0.290611,2.63193,0.5888,0.915259,1.48634,1,0,1,607,1,1
"608",-1026.02,-4.4051,1.86833,0.967874,0.362718,2.82723,0.584413,1.02661,1.47649,1,0,1,608,1,1
"609",-1028.01,-4.15491,1.82351,0.99187,0.430116,2.80545,0.569886,1.01078,1.49447,1,0,1,609,1,1
"610",-1022.28,-1.27691,1.81787,1.0165,0.34567,2.76076,0.608935,0.980737,1.46171,1,0,1,610,1,1
"611",-1022.82,-2.4677,1.80573,0.954652,0.386267,2.80199,0.631791,0.970752,1.4634,1,0,1,611,1,1
"612",-1025.16,-1.87963,1.86176,0.990585,0.373621,2.76077,0.673331,0.958741,1.47408,1,0,1,612,1,1
"613",-1023.32,-1.26408,1.82923,0.989247,0.321144,2.6588,0.59585,0.987553,1.48188,1,0,1,613,1,1
"614",-1021.64,-0.953285,1.80388,0.995709,0.358364,2.74498,0.627561,0.982357,1.47044,1,0,1,614,1,1
"615",-1023.96,-1.20511,1.80965,0.973255,0.326375,2.65691,0.60167,0.948352,1.49003,1,0,1,615,1,1
"616",-1026.61,-5.45346,1.78123,0.964619,0.269319,2.75881,0.614165,0.901897,1.47679,1,0,1,616,1,1
"617",-1028.51,-2.64188,1.81736,0.942421,0.412104,2.69479,0.600857,0.967221,1.49128,1,0,1,617,1,1
"618",-1028.94,-2.25549,1.81771,0.956527,0.386804,2.64475,0.660544,0.966669,1.4906,1,0,1,618,1,1
"619",-1023.07,-0.996158,1.82776,1.01368,0.378114,2.66648,0.589828,0.920345,1.47874,1,0,1,619,1,1
"620",-1023.42,-2.77778,1.85718,0.996519,0.320555,2.73577,0.5661,0.970954,1.50493,1,0,1,620,1,1
"621",-1027.51,-4.44594,1.793,0.950725,0.323332,2.59589,0.588384,1.00507,1.47265,1,0,1,621,1,1
"622",-1024.57,-1.74496,1.80409,0.994294,0.399916,2.63989,0.595761,0.982203,1.46341,1,0,1,622,1,1
"623",-1024.21,-2.53796,1.80781,1.01457,0.429801,2.74198,0.60703,0.910092,1.49481,1,0,1,623,1,1
"624",-1027.15,-3.54651,1.83409,1.01035,0.418901,2.76169,0.556837,0.898337,1.48861,1,0,1,624,1,1
"625",-1025,-2.11653,1.79008,0.986925,0.347417,2.60317,0.605803,0.922409,1.46784,1,0,1,625,1,1
"626",-1032.36,-3.22806,1.85579,0.961639,0.410386,2.62911,0.588974,0.898192,1.49226,1,0,1,626,1,1
"627",-1025.09,-1.93717,1.86667,1.00181,0.357106,2.70895,0.606653,0.895938,1.49436,1,0,1,627,1,1
"628",-1025.83,-2.72843,1.81475,1.00824,0.32833,2.70535,0.644787,0.872783,1.46899,1,0,1,628,1,1
"629",-1061.65,-6.57088,1.79423,1.04239,0.342042,2.75947,0.519305,0.933585,1.46832,1,0,1,629,1,1
"630",-1034.55,-3.82421,1.87482,0.999673,0.419968,2.56578,0.623176,0.954583,1.45723,1,0,1,630,1,1
"631",-1025.49,-5.44461,1.8316,0.951993,0.381735,2.84409,0.624045,1.02845,1.50955,1,0,1,631,1,1
"632",-1026.15,-3.74638,1.79579,0.963903,0.414338,2.71702,0.679128,0.981509,1.49623,1,0,1,632,1,1
"633",-1025.72,-2.1339,1.81418,0.981975,0.433165,2.69455,0.648799,0.937504,1.49768,1,0,1,633,1,1
"634",-1025.83,-3.05188,1.80456,1.01771,0.28898,2.65839,0.639981,0.915049,1.47789,1,0,1,634,1,1
"635",-1029.69,-2.31778,1.85945,0.967274,0.410299,2.65998,0.634572,0.983146,1.49463,1,0,1,635,1,1
"636",-1028.28,-4.79276,1.86,1.00825,0.26942,2.68482,0.632173,0.974725,1.44075,1,0,1,636,1,1
"637",-1025.56,-3.51923,1.84844,1.02872,0.453226,2.73114,0.596897,0.90907,1.48822,1,0,1,637,1,1
"638",-1022.8,-1.7815,1.82713,1.00853,0.359406,2.7689,0.637431,0.929108,1.44183,1,0,1,638,1,1
"639",-1030.94,-4.96924,1.79272,1.00021,0.28638,2.75609,0.633212,0.894689,1.51339,1,0,1,639,1,1
"640",-1024.75,-4.34429,1.7756,0.938553,0.367577,2.76174,0.650806,0.964592,1.46252,1,0,1,640,1,1
"641",-1025.61,-3.68041,1.81715,1.02419,0.35438,2.75166,0.543493,0.934108,1.44979,1,0,1,641,1,1
"642",-1025.43,-1.34721,1.85427,0.984351,0.332996,2.65295,0.582482,0.952098,1.46194,1,0,1,642,1,1
"643",-1031.22,-4.88056,1.88937,0.976435,0.462341,2.7696,0.641344,0.949222,1.45552,1,0,1,643,1,1
"644",-1025.42,-2.95329,1.82342,0.967866,0.332847,2.70727,0.576027,0.885979,1.45119,1,0,1,644,1,1
"645",-1036.86,-10.1301,1.76387,0.936389,0.309578,2.55154,0.678645,0.94282,1.52076,1,0,1,645,1,1
"646",-1024.7,-5.15245,1.75178,0.974216,0.338336,2.65942,0.63716,0.979553,1.44629,1,0,1,646,1,1
"647",-1031.42,-5.41688,1.81999,0.95938,0.290366,2.53164,0.622576,0.99174,1.47856,1,0,1,647,1,1
"648",-1027.09,-5.56959,1.7878,1.04589,0.326184,2.64125,0.576601,0.882184,1.4922,1,0,1,648,1,1
"649",-1024.72,-2.52996,1.83421,1.01125,0.363613,2.79984,0.599492,0.90939,1.50992,1,0,1,649,1,1
"650",-1024.92,-1.63638,1.84965,0.974035,0.314267,2.70658,0.60344,0.910438,1.48914,1,0,1,650,1,1
"651",-1023.05,-2.83971,1.80511,0.953756,0.313277,2.79772,0.590359,0.938455,1.47588,1,0,1,651,1,1
"652",-1025.47,-5.54725,1.79675,0.923947,0.319358,2.79334,0.601385,0.990239,1.49358,1,0,1,652,1,1
"653",-1025.75,-3.14381,1.79489,1.01165,0.337069,2.65202,0.671926,0.948023,1.44469,1,0,1,653,1,1
"654",-1023.16,-2.7437,1.81296,1.02824,0.351475,2.632,0.604857,0.979528,1.44244,1,0,1,654,1,1
"655",-1029.53,-4.883,1.87084,0.985869,0.403777,2.69103,0.636481,1.03892,1.51189,1,0,1,655,1,1
"656",-1028.41,-2.20235,1.8398,0.974164,0.326311,2.65486,0.636872,0.88746,1.48846,1,0,1,656,1,1
"657",-1031.03,-5.48158,1.85678,1.01053,0.412043,2.54032,0.571442,0.917721,1.50823,1,0,1,657,1,1
"658",-1026.32,-4.872,1.79198,0.95077,0.315136,2.69247,0.601182,0.927467,1.42607,1,0,1,658,1,1
"659",-1023.98,-0.426172,1.83476,0.996943,0.390347,2.68154,0.607769,0.934117,1.46761,1,0,1,659,1,1
"660",-1028.64,-4.06419,1.83488,0.948391,0.413077,2.74226,0.663682,1.01833,1.47242,1,0,1,660,1,1
"661",-1024.79,-1.32323,1.82822,1.009,0.369118,2.6926,0.666108,0.924543,1.46271,1,0,1,661,1,1
"662",-1026.45,-4.34006,1.80236,1.01135,0.265596,2.7218,0.618662,0.961458,1.45063,1,0,1,662,1,1
"663",-1022.25,-1.2801,1.79796,0.985089,0.360174,2.77331,0.617825,0.967924,1.48968,1,0,1,663,1,1
"664",-1027.33,-3.66338,1.79863,0.987731,0.417171,2.67531,0.633848,0.874453,1.45311,1,0,1,664,1,1
"665",-1027.5,-5.08484,1.79495,0.978385,0.365135,2.74496,0.692793,0.900997,1.43286,1,0,1,665,1,1
"666",-1060.7,-5.80195,1.81852,0.995545,0.314167,2.87794,0.660108,1.03504,1.46916,1,0,1,666,1,1
"667",-1028.8,-4.05616,1.8085,1.02244,0.328214,2.64075,0.709085,0.950031,1.47298,1,0,1,667,1,1
"668",-1026.98,-2.50182,1.82101,0.995999,0.439315,2.68632,0.577811,0.966947,1.49792,1,0,1,668,1,1
"669",-1025.47,-3.26329,1.80906,1.00069,0.387915,2.63391,0.575924,1.02608,1.47484,1,0,1,669,1,1
"670",-1024.15,-2.93626,1.79179,0.98167,0.332071,2.71334,0.623737,0.904449,1.43861,1,0,1,670,1,1
"671",-1022.34,-2.52425,1.80534,1.00876,0.296652,2.65671,0.583615,0.972095,1.47553,1,0,1,671,1,1
"672",-1028.35,-2.94173,1.83165,1.00082,0.34945,2.66147,0.705429,0.971397,1.48739,1,0,1,672,1,1
"673",-1024,-1.6683,1.85641,1.00587,0.350645,2.66528,0.589776,0.949469,1.50587,1,0,1,673,1,1
"674",-1024.78,-2.79304,1.85986,1.02563,0.299226,2.67244,0.607487,0.916636,1.48819,1,0,1,674,1,1
"675",-1026.19,-3.41042,1.89553,1.02586,0.341198,2.67965,0.607579,0.981232,1.48378,1,0,1,675,1,1
"676",-1024.12,-1.65607,1.87302,0.97436,0.344663,2.77267,0.602539,0.949091,1.48239,1,0,1,676,1,1
"677",-1027.01,-7.1448,1.73998,1.0176,0.316078,2.6372,0.646447,0.93004,1.44543,1,0,1,677,1,1
"678",-1023.09,-1.49806,1.79422,0.983127,0.349578,2.76511,0.623354,0.922119,1.49057,1,0,1,678,1,1
"679",-1023.05,-0.47373,1.82492,0.995182,0.376785,2.70751,0.615714,0.924367,1.46017,1,0,1,679,1,1
"680",-1023.92,-2.58579,1.81446,1.00993,0.347457,2.7088,0.647105,0.997734,1.43958,1,0,1,680,1,1
"681",-1023.74,-2.58793,1.86317,0.985659,0.323907,2.80806,0.602677,0.914279,1.45472,1,0,1,681,1,1
"682",-1025.32,-3.16101,1.84638,1.01846,0.301242,2.7799,0.601201,0.990908,1.49923,1,0,1,682,1,1
"683",-1026.68,-5.85141,1.85261,0.987103,0.277715,2.84948,0.556198,0.924896,1.46197,1,0,1,683,1,1
"684",-1026.82,-2.58485,1.844,0.950369,0.300725,2.67911,0.606946,0.977166,1.47009,1,0,1,684,1,1
"685",-1023.08,-1.71554,1.82959,0.971952,0.366307,2.77479,0.645115,0.997438,1.4854,1,0,1,685,1,1
"686",-1060.62,-6.4196,1.87673,1.0068,0.346796,2.95333,0.581918,0.956909,1.48043,1,0,1,686,1,1
"687",-1027.23,-5.8916,1.90959,0.982232,0.304049,2.80627,0.589514,0.903061,1.47229,1,0,1,687,1,1
"688",-1027.21,-2.60497,1.81637,0.996103,0.402543,2.67614,0.681421,0.934781,1.4492,1,0,1,688,1,1
"689",-1026.73,-2.56532,1.84179,1.04797,0.329258,2.75577,0.606825,0.971579,1.47981,1,0,1,689,1,1
"690",-1027.44,-3.04711,1.84475,0.969914,0.46585,2.76218,0.614238,0.966761,1.4857,1,0,1,690,1,1
"691",-1031.76,-3.9531,1.88379,0.943939,0.342189,2.69054,0.576528,0.942708,1.45541,1,0,1,691,1,1
"692",-1029.2,-2.87357,1.82488,0.943564,0.411946,2.70415,0.572301,0.962379,1.47502,1,0,1,692,1,1
"693",-1025.12,-2.68853,1.8181,1.00976,0.402945,2.83605,0.609338,0.937122,1.50169,1,0,1,693,1,1
