"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw","Chain"
"1511",-1024.11,-0.451835,1.8414,0.991338,0.388221,2.68656,0.616231,0.966744,1.4843,1,0,1,1511,1,1
"1512",-1023.8,-1.2217,1.81707,0.965729,0.356125,2.70667,0.589576,0.984016,1.48322,1,0,1,1512,1,1
"1513",-1023.32,-2.38262,1.76988,0.984493,0.332925,2.73268,0.620496,0.957398,1.48014,1,0,1,1513,1,1
"1514",-1026.24,-4.47207,1.81946,1.02741,0.387198,2.52807,0.572967,0.942588,1.46965,1,0,1,1514,1,1
"1515",-1030.81,-4.6207,1.83498,1.02918,0.320826,2.76934,0.55407,0.960445,1.51682,1,0,1,1515,1,1
"1516",-1058.67,-2.7396,1.78006,1.02276,0.341528,2.77146,0.603139,0.962688,1.49026,1,0,1,1516,1,1
"1517",-1024.86,-1.77941,1.80899,0.985026,0.361467,2.61222,0.584557,0.97723,1.46315,1,0,1,1517,1,1
"1518",-1024.29,-2.82158,1.82442,1.04866,0.398406,2.73807,0.583257,0.929836,1.4723,1,0,1,1518,1,1
"1519",-1026.77,-4.7609,1.8348,0.945644,0.354567,2.79984,0.678209,1.01422,1.4595,1,0,1,1519,1,1
"1520",-1023.52,-0.810002,1.83103,0.994795,0.315262,2.67121,0.616355,0.938719,1.48694,1,0,1,1520,1,1
"1521",-1031.55,-5.88576,1.78559,0.977068,0.386768,2.56528,0.607047,0.903405,1.52609,1,0,1,1521,1,1
"1522",-1021.87,-0.602178,1.83527,1.01435,0.350617,2.71291,0.608959,0.971135,1.48461,1,0,1,1522,1,1
"1523",-1028.47,-2.59923,1.83415,0.952655,0.323396,2.68671,0.66082,0.986421,1.46184,1,0,1,1523,1,1
"1524",-1032.59,-4.80041,1.84037,0.945805,0.355318,2.66863,0.590515,0.909854,1.42176,1,0,1,1524,1,1
"1525",-1024.56,-4.78556,1.79681,1.01602,0.391225,2.74301,0.605823,0.882315,1.42816,1,0,1,1525,1,1
"1526",-1029.93,-1.88135,1.8227,0.964381,0.382486,2.63617,0.65153,0.919031,1.45979,1,0,1,1526,1,1
"1527",-1062.62,-7.75536,1.83517,1.08608,0.357522,2.80614,0.570775,0.937782,1.51334,1,0,1,1527,1,1
"1528",-1032.59,-3.71585,1.84952,0.981856,0.409679,2.64573,0.628347,0.87654,1.44337,1,0,1,1528,1,1
"1529",-1028.82,-9.43158,1.84621,0.952363,0.258591,2.86319,0.62343,0.870741,1.44491,1,0,1,1529,1,1
"1530",-1024.13,-3.30011,1.83638,1.01452,0.378663,2.85183,0.661625,0.916294,1.49201,1,0,1,1530,1,1
"1531",-1025.76,-1.49405,1.85792,0.978116,0.386507,2.72935,0.582176,0.966993,1.45965,1,0,1,1531,1,1
"1532",-1024.74,-4.32177,1.79906,0.964953,0.363323,2.75094,0.598422,1.01769,1.43273,1,0,1,1532,1,1
"1533",-1024.08,-2.60724,1.7837,1.02439,0.382848,2.71863,0.596472,0.983754,1.48631,1,0,1,1533,1,1
"1534",-1024.44,-4.86813,1.77111,1.05005,0.421328,2.6836,0.623729,0.929802,1.47258,1,0,1,1534,1,1
"1535",-1023.52,-1.85977,1.81041,0.99719,0.311496,2.78517,0.628966,0.982448,1.47334,1,0,1,1535,1,1
"1536",-1037.97,-4.44402,1.86273,0.936255,0.407777,2.6505,0.645064,0.958158,1.4437,1,0,1,1536,1,1
"1537",-1026.48,-4.89802,1.81339,0.960311,0.330506,2.8979,0.576718,0.929104,1.45613,1,0,1,1537,1,1
"1538",-1029.17,-6.94779,1.79234,0.91577,0.317478,2.76226,0.627776,0.877903,1.47217,1,0,1,1538,1,1
"1539",-1024.22,-2.3991,1.86378,1.0162,0.325462,2.73654,0.617356,1.0051,1.4648,1,0,1,1539,1,1
"1540",-1033.67,-6.93995,1.87892,0.912858,0.362775,2.74674,0.577476,1.00577,1.48017,1,0,1,1540,1,1
"1541",-1023.75,-0.861699,1.82964,0.971562,0.39519,2.75224,0.596775,0.950623,1.47454,1,0,1,1541,1,1
"1542",-1028,-5.43149,1.75656,1.00808,0.350911,2.69636,0.649516,0.874365,1.48453,1,0,1,1542,1,1
"1543",-1024.8,-0.556688,1.82068,0.976638,0.363883,2.66774,0.619268,0.952625,1.45905,1,0,1,1543,1,1
"1544",-1033.21,-3.79938,1.89229,0.968107,0.363492,2.60206,0.582604,0.971575,1.47932,1,0,1,1544,1,1
"1545",-1026.86,-2.35727,1.87252,1.00471,0.329348,2.72178,0.673197,0.955298,1.47952,1,0,1,1545,1,1
"1546",-1030.31,-4.54452,1.84216,1.00732,0.381901,2.65351,0.694609,0.89764,1.51473,1,0,1,1546,1,1
"1547",-1024.24,-2.40366,1.7999,0.993512,0.400235,2.68899,0.640222,0.970416,1.43972,1,0,1,1547,1,1
"1548",-1022.21,-0.715618,1.80929,0.982569,0.348223,2.71436,0.610708,0.972446,1.46132,1,0,1,1548,1,1
"1549",-1024.66,-1.36923,1.85265,1.00195,0.396693,2.70525,0.583376,0.917781,1.48331,1,0,1,1549,1,1
"1550",-1023.28,-2.06762,1.83332,0.97945,0.348062,2.7719,0.563944,0.989016,1.47884,1,0,1,1550,1,1
"1551",-1025.97,-3.28345,1.7989,0.98513,0.436538,2.79629,0.5835,0.983314,1.48198,1,0,1,1551,1,1
"1552",-1023.56,-2.86065,1.8265,1.03392,0.388149,2.62521,0.573431,0.984222,1.47454,1,0,1,1552,1,1
"1553",-1024.79,-3.1791,1.79243,1.03887,0.364855,2.71362,0.589151,0.964134,1.44703,1,0,1,1553,1,1
"1554",-1029.53,-6.28331,1.83681,1.04366,0.475817,2.59159,0.672971,0.957343,1.47181,1,0,1,1554,1,1
"1555",-1029.93,-2.30193,1.84188,0.97028,0.324735,2.63864,0.641838,0.95007,1.44163,1,0,1,1555,1,1
"1556",-1025.48,-3.22899,1.82799,1.00064,0.308344,2.75215,0.640077,0.95964,1.52395,1,0,1,1556,1,1
"1557",-1024.24,-5.69697,1.88116,0.979016,0.340057,2.91487,0.657647,0.959574,1.4915,1,0,1,1557,1,1
"1558",-1023.69,-3.16024,1.83467,1.05088,0.330901,2.65706,0.604446,0.94856,1.50391,1,0,1,1558,1,1
"1559",-1023.07,-2.03518,1.78052,0.980193,0.339985,2.70497,0.622927,0.925798,1.45682,1,0,1,1559,1,1
"1560",-1029.59,-2.39548,1.82072,0.981097,0.405749,2.61008,0.637262,0.896879,1.48513,1,0,1,1560,1,1
"1561",-1022.17,-0.900142,1.83994,0.983732,0.327625,2.7677,0.599802,0.948951,1.48664,1,0,1,1561,1,1
"1562",-1028.18,-7.25281,1.78825,0.983859,0.299993,2.8008,0.674809,1.04826,1.45106,1,0,1,1562,1,1
"1563",-1024.5,-2.53136,1.79929,1.0225,0.321948,2.68274,0.621229,0.892596,1.47227,1,0,1,1563,1,1
"1564",-1023.82,-2.68649,1.81364,0.995661,0.281614,2.65106,0.602639,0.942718,1.45962,1,0,1,1564,1,1
"1565",-1030.07,-5.48427,1.82812,0.979905,0.404356,2.73588,0.514073,0.953398,1.45318,1,0,1,1565,1,1
"1566",-1026.05,-1.29483,1.80936,0.967747,0.403247,2.67602,0.621541,0.927501,1.48508,1,0,1,1566,1,1
"1567",-1027.14,-1.01845,1.82623,0.970016,0.390181,2.66013,0.621877,0.934619,1.45763,1,0,1,1567,1,1
"1568",-1032.19,-3.67981,1.86528,0.956093,0.433674,2.70954,0.640484,0.893898,1.47909,1,0,1,1568,1,1
"1569",-1029.94,-3.01804,1.88502,1.01273,0.407316,2.63839,0.648911,0.943576,1.47796,1,0,1,1569,1,1
"1570",-1022.79,-0.878027,1.82931,0.985096,0.319591,2.72943,0.621742,0.967578,1.46024,1,0,1,1570,1,1
"1571",-1025.37,-1.09438,1.85625,0.984879,0.339584,2.70394,0.647796,0.977065,1.48161,1,0,1,1571,1,1
"1572",-1052.26,-13.5653,1.89332,0.921628,0.356836,2.61837,0.606178,1.06127,1.40771,1,0,1,1572,1,1
"1573",-1026.45,-1.86177,1.86388,1.01447,0.322054,2.65873,0.633749,0.947059,1.4573,1,0,1,1573,1,1
"1574",-1023.06,-1.68087,1.85123,1.01934,0.310789,2.68506,0.602808,0.97327,1.47755,1,0,1,1574,1,1
"1575",-1033.25,-5.22665,1.84824,0.96088,0.335709,2.70003,0.661284,0.972452,1.41376,1,0,1,1575,1,1
"1576",-1060.73,-5.0135,1.79972,0.993693,0.301692,2.83564,0.556979,0.997475,1.48052,1,0,1,1576,1,1
"1577",-1021.89,-1.89969,1.82137,1.0165,0.329761,2.69178,0.5714,0.957419,1.45386,1,0,1,1577,1,1
"1578",-1027.93,-1.40447,1.84871,0.988884,0.364348,2.65706,0.637123,0.898586,1.46366,1,0,1,1578,1,1
"1579",-1027.83,-1.63847,1.84337,0.955543,0.354866,2.65665,0.602572,0.987853,1.47287,1,0,1,1579,1,1
"1580",-1058.26,-4.11209,1.83398,1.00517,0.326357,2.91473,0.604205,0.919782,1.46999,1,0,1,1580,1,1
"1581",-1024.64,-3.97995,1.87231,1.05196,0.407535,2.70325,0.600046,0.912524,1.47071,1,0,1,1581,1,1
"1582",-1058.32,-5.62903,1.78504,1.02897,0.340301,2.80646,0.56527,0.918553,1.43496,1,0,1,1582,1,1
"1583",-1037.92,-15.3908,1.88801,1.03284,0.222523,2.7592,0.61475,1.06562,1.5115,1,0,1,1583,1,1
"1584",-1023.76,-3.36918,1.8309,1.02877,0.414492,2.78819,0.629491,0.947669,1.51466,1,0,1,1584,1,1
"1585",-1024.77,-0.449616,1.82213,0.973505,0.372836,2.66736,0.612992,0.960413,1.47384,1,0,1,1585,1,1
"1586",-1026.13,-1.64112,1.83365,0.996555,0.354618,2.61816,0.59618,0.919306,1.45001,1,0,1,1586,1,1
"1587",-1028.21,-5.41466,1.85759,1.00981,0.310578,2.80921,0.644519,0.856415,1.46038,1,0,1,1587,1,1
"1588",-1025.06,-3.59421,1.83249,0.977528,0.308672,2.73522,0.595393,0.95729,1.52931,1,0,1,1588,1,1
"1589",-1025.16,-1.2218,1.8701,0.986055,0.3653,2.73623,0.641237,0.939427,1.48527,1,0,1,1589,1,1
"1590",-1024.26,-3.15073,1.86005,1.00839,0.441965,2.78437,0.627188,0.912988,1.4916,1,0,1,1590,1,1
"1591",-1021.97,-1.10241,1.81738,1.01395,0.390208,2.72042,0.643253,0.970568,1.48519,1,0,1,1591,1,1
"1592",-1026.92,-4.26775,1.7648,0.988827,0.362135,2.59145,0.614265,0.900224,1.48356,1,0,1,1592,1,1
"1593",-1031.62,-3.43568,1.83059,0.967897,0.461011,2.68446,0.566416,0.943455,1.48503,1,0,1,1593,1,1
"1594",-1025.99,-3.4899,1.85143,1.01016,0.331977,2.73379,0.656443,1.0369,1.46973,1,0,1,1594,1,1
"1595",-1031.42,-4.58983,1.85332,0.921318,0.374979,2.74481,0.614569,0.893249,1.47852,1,0,1,1595,1,1
"1596",-1027.76,-1.99387,1.87383,0.99729,0.37531,2.65952,0.650411,0.968609,1.49321,1,0,1,1596,1,1
"1597",-1024.8,-2.59647,1.83363,1.01339,0.407394,2.83468,0.591719,0.950004,1.49272,1,0,1,1597,1,1
"1598",-1033.36,-3.70364,1.83537,0.981609,0.346025,2.55817,0.686532,0.947452,1.49039,1,0,1,1598,1,1
"1599",-1028.2,-4.38978,1.87911,1.04339,0.334667,2.61738,0.654342,0.970467,1.49075,1,0,1,1599,1,1
"1600",-1022.33,-3.54952,1.82589,1.01371,0.451082,2.80904,0.642392,0.978355,1.46037,1,0,1,1600,1,1
"1601",-1023.19,-1.43059,1.79981,0.985642,0.376045,2.76358,0.59952,0.946936,1.49834,1,0,1,1601,1,1
"1602",-1025.44,-3.94486,1.8753,1.02711,0.364721,2.78663,0.631038,0.96601,1.43526,1,0,1,1602,1,1
"1603",-1028.46,-4.38446,1.80259,0.942666,0.38915,2.72472,0.543579,0.962925,1.46999,1,0,1,1603,1,1
"1604",-1022.6,-1.49669,1.85331,1.01552,0.367157,2.76935,0.581172,0.959389,1.48152,1,0,1,1604,1,1
"1605",-1025.7,-4.3546,1.86338,0.978539,0.34585,2.82045,0.604732,1.01752,1.43982,1,0,1,1605,1,1
"1606",-1028.85,-1.88551,1.8371,0.973189,0.404014,2.62206,0.636167,0.974132,1.49444,1,0,1,1606,1,1
"1607",-1027.94,-1.91809,1.87664,0.989563,0.333014,2.66518,0.637518,0.923785,1.48959,1,0,1,1607,1,1
"1608",-1025.32,-2.44345,1.85403,0.992297,0.335871,2.77167,0.665319,0.9798,1.45049,1,0,1,1608,1,1
"1609",-1045.77,-4.63396,1.8216,1.06682,0.348353,2.74366,0.678178,0.933298,1.47417,1,0,1,1609,1,1
"1610",-1028.2,-3.52979,1.85415,0.999496,0.341605,2.69637,0.651057,1.02865,1.44441,1,0,1,1610,1,1
"1611",-1029.96,-5.14312,1.84587,1.01853,0.380459,2.52736,0.61865,0.912764,1.51565,1,0,1,1611,1,1
"1612",-1027.45,-3.11926,1.82878,0.935741,0.326888,2.72897,0.64725,0.929983,1.49667,1,0,1,1612,1,1
"1613",-1043.07,-8.38965,1.93204,0.935864,0.408429,2.68862,0.637747,0.90613,1.47726,1,0,1,1613,1,1
"1614",-1029.95,-7.55282,1.87563,1.05115,0.392282,2.74674,0.520501,0.958671,1.49207,1,0,1,1614,1,1
"1615",-1025.45,-2.14893,1.8296,0.956549,0.374952,2.75074,0.666389,0.982414,1.47561,1,0,1,1615,1,1
"1616",-1030.88,-3.68869,1.81469,0.972021,0.435162,2.6568,0.648853,0.889386,1.45183,1,0,1,1616,1,1
"1617",-1023.45,-1.90331,1.84719,1.02592,0.342111,2.69594,0.61578,0.996915,1.4579,1,0,1,1617,1,1
"1618",-1027.09,-3.38397,1.81661,0.984221,0.362887,2.68433,0.61356,0.869433,1.43923,1,0,1,1618,1,1
"1619",-1023.81,-4.86324,1.83713,1.07407,0.349312,2.65301,0.572667,0.959947,1.46842,1,0,1,1619,1,1
"1620",-1026.25,-3.77185,1.81417,0.990501,0.391743,2.87912,0.591595,0.958818,1.44611,1,0,1,1620,1,1
"1621",-1022.62,-0.556172,1.81117,1.00596,0.365086,2.67879,0.622936,0.925668,1.47352,1,0,1,1621,1,1
"1622",-1024.13,-1.8109,1.81092,0.9677,0.377582,2.77314,0.584115,0.929968,1.49468,1,0,1,1622,1,1
"1623",-1025.5,-2.26737,1.81737,0.972818,0.305082,2.65688,0.616245,0.960582,1.44527,1,0,1,1623,1,1
"1624",-1026.53,-2.19103,1.81083,0.986904,0.433216,2.68777,0.591757,0.904899,1.47856,1,0,1,1624,1,1
"1625",-1022.38,-1.33442,1.80781,0.96989,0.328185,2.75409,0.624869,0.977391,1.47678,1,0,1,1625,1,1
"1626",-1024.05,-1.64823,1.81635,0.982508,0.301623,2.6797,0.620764,0.946146,1.49731,1,0,1,1626,1,1
"1627",-1022.69,-1.82835,1.84281,1.04201,0.370654,2.70758,0.618636,0.919324,1.47998,1,0,1,1627,1,1
"1628",-1026.26,-2.25895,1.85402,1.01036,0.308535,2.66661,0.636601,0.905876,1.48992,1,0,1,1628,1,1
"1629",-1035.16,-4.31948,1.82178,0.958218,0.338559,2.60776,0.699889,0.920056,1.45736,1,0,1,1629,1,1
"1630",-1027.16,-4.48944,1.80064,0.980887,0.362302,2.7132,0.556054,1.00182,1.5197,1,0,1,1630,1,1
"1631",-1026.99,-1.71824,1.81505,0.955212,0.372938,2.66203,0.635337,0.986588,1.47911,1,0,1,1631,1,1
"1632",-1027.06,-1.62423,1.82236,0.979261,0.367164,2.67577,0.661226,0.901035,1.48472,1,0,1,1632,1,1
"1633",-1024.8,-2.47322,1.84302,1.025,0.318459,2.77806,0.57446,0.928135,1.4695,1,0,1,1633,1,1
"1634",-1024.09,-2.11779,1.80621,1.01139,0.361767,2.63619,0.612731,0.944243,1.51252,1,0,1,1634,1,1
"1635",-1023.14,-2.0699,1.80987,0.99211,0.305372,2.69002,0.593403,0.966597,1.50263,1,0,1,1635,1,1
"1636",-1038.84,-10.3782,1.82972,0.98893,0.30577,2.65434,0.722348,0.868845,1.54391,1,0,1,1636,1,1
"1637",-1023.26,-2.97133,1.83009,0.983304,0.330382,2.77556,0.549678,0.982749,1.46218,1,0,1,1637,1,1
"1638",-1028.52,-5.70207,1.7894,1.00622,0.380207,2.50953,0.630308,1.00534,1.48963,1,0,1,1638,1,1
"1639",-1030.82,-6.93641,1.79928,1.03101,0.360576,2.51844,0.692718,0.976118,1.49744,1,0,1,1639,1,1
"1640",-1028.19,-2.9897,1.87655,1.01297,0.399164,2.6283,0.595393,0.993599,1.47812,1,0,1,1640,1,1
"1641",-1029.36,-3.71938,1.81906,0.955012,0.35244,2.59913,0.571701,0.98991,1.45025,1,0,1,1641,1,1
"1642",-1023.57,-0.999937,1.85254,0.981668,0.321101,2.71832,0.594399,0.933525,1.47285,1,0,1,1642,1,1
"1643",-1024.64,-1.19812,1.81747,0.99189,0.415357,2.68854,0.609369,0.92244,1.46083,1,0,1,1643,1,1
"1644",-1022.1,-1.22455,1.84097,1.01871,0.347438,2.74209,0.599486,0.981566,1.46322,1,0,1,1644,1,1
"1645",-1023.83,-1.97251,1.86698,0.967882,0.351948,2.7985,0.624,0.958542,1.48969,1,0,1,1645,1,1
"1646",-1022.03,-1.32819,1.8151,0.986449,0.372067,2.77538,0.599323,0.951067,1.44893,1,0,1,1646,1,1
"1647",-1028.82,-2.15195,1.83026,0.96952,0.323391,2.57938,0.611391,0.945319,1.46369,1,0,1,1647,1,1
"1648",-1033.02,-3.16427,1.87714,0.946933,0.408828,2.67853,0.614348,0.97379,1.47718,1,0,1,1648,1,1
"1649",-1058.6,-2.80318,1.82216,1.02105,0.317718,2.80421,0.573783,0.975174,1.48251,1,0,1,1649,1,1
"1650",-1036.29,-8.03955,1.88088,0.983088,0.358244,2.6781,0.742784,0.996466,1.5149,1,0,1,1650,1,1
"1651",-1027.63,-4.03485,1.84905,1.0299,0.285075,2.7588,0.654784,0.988552,1.47913,1,0,1,1651,1,1
"1652",-1024.19,-1.58594,1.81568,0.998436,0.348134,2.71442,0.652424,0.919419,1.44719,1,0,1,1652,1,1
"1653",-1030,-4.08348,1.81445,1.04336,0.369687,2.73843,0.562,1.00259,1.49339,1,0,1,1653,1,1
"1654",-1058.57,-3.5296,1.78704,1.04584,0.370808,2.73201,0.599874,0.906249,1.4661,1,0,1,1654,1,1
"1655",-1030.58,-7.16918,1.7988,1.05786,0.309967,2.67091,0.652765,0.971753,1.42093,1,0,1,1655,1,1
"1656",-1024.18,-2.13839,1.85412,1.00145,0.334319,2.71364,0.597401,1.01655,1.46395,1,0,1,1656,1,1
"1657",-1025.41,-2.0914,1.84783,0.973386,0.358715,2.76377,0.627837,0.88185,1.47447,1,0,1,1657,1,1
"1658",-1028.43,-3.04673,1.80008,1.03818,0.322357,2.73046,0.652485,0.983041,1.46871,1,0,1,1658,1,1
"1659",-1028.24,-3.85166,1.84626,0.984317,0.29593,2.55596,0.588075,0.971898,1.46836,1,0,1,1659,1,1
"1660",-1024.37,-4.37969,1.76239,0.986219,0.361399,2.68003,0.634734,1.02296,1.48005,1,0,1,1660,1,1
"1661",-1023.98,-2.15263,1.8208,0.997613,0.28566,2.72452,0.622789,0.926708,1.4629,1,0,1,1661,1,1
"1662",-1022.66,-1.21697,1.78789,0.995871,0.345055,2.71339,0.631399,0.941319,1.4836,1,0,1,1662,1,1
"1663",-1025.16,-2.90371,1.7955,0.952411,0.344347,2.75001,0.601866,0.927511,1.50703,1,0,1,1663,1,1
"1664",-1023.5,-3.59729,1.78748,1.0044,0.423026,2.75463,0.653921,0.970706,1.50617,1,0,1,1664,1,1
"1665",-1027.55,-4.0723,1.83245,0.991199,0.437566,2.69166,0.622749,1.03479,1.5035,1,0,1,1665,1,1
"1666",-1026.19,-2.80261,1.83503,0.973843,0.389058,2.74778,0.686305,0.995126,1.46708,1,0,1,1666,1,1
"1667",-1022.59,-1.23823,1.82276,0.97436,0.343291,2.75296,0.587348,0.979867,1.48828,1,0,1,1667,1,1
"1668",-1023.3,-1.26052,1.84464,0.962142,0.344924,2.77648,0.599353,0.938415,1.48036,1,0,1,1668,1,1
"1669",-1025.66,-3.12664,1.79606,0.971883,0.362715,2.62142,0.560872,0.986951,1.47398,1,0,1,1669,1,1
"1670",-1023.59,-4.15019,1.86404,0.979452,0.379193,2.87356,0.666891,0.914924,1.48182,1,0,1,1670,1,1
"1671",-1023.43,-1.30207,1.81947,1.02154,0.338643,2.75005,0.631481,0.938779,1.49493,1,0,1,1671,1,1
"1672",-1029.49,-4.30251,1.77676,1.00254,0.361494,2.80832,0.664344,0.975625,1.50635,1,0,1,1672,1,1
"1673",-1032.38,-5.54159,1.81946,0.913237,0.43064,2.73257,0.604089,0.974661,1.46523,1,0,1,1673,1,1
"1674",-1031.6,-4.28869,1.9136,0.994209,0.366023,2.70531,0.636289,0.992158,1.46711,1,0,1,1674,1,1
"1675",-1025.32,-2.32527,1.80935,0.978658,0.425048,2.71507,0.663594,0.959201,1.45721,1,0,1,1675,1,1
"1676",-1026.56,-3.98973,1.87672,0.959043,0.320915,2.81175,0.651051,0.911568,1.4861,1,0,1,1676,1,1
"1677",-1031.19,-4.07941,1.85813,0.935427,0.345661,2.7242,0.629803,0.879109,1.47881,1,0,1,1677,1,1
"1678",-1024.66,-1.96864,1.82167,0.983922,0.3163,2.63416,0.613396,0.990941,1.49644,1,0,1,1678,1,1
"1679",-1021.75,-0.841778,1.82571,0.986504,0.353754,2.80105,0.621818,0.941505,1.48288,1,0,1,1679,1,1
"1680",-1025.31,-3.73025,1.83475,0.970264,0.355688,2.7974,0.57382,1.01673,1.50435,1,0,1,1680,1,1
"1681",-1029.31,-7.28925,1.78561,1.00144,0.378587,2.5813,0.562552,0.847076,1.46134,1,0,1,1681,1,1
"1682",-1024.54,-4.17515,1.7534,1.01186,0.351018,2.67935,0.615156,0.989624,1.48052,1,0,1,1682,1,1
"1683",-1036.59,-5.34147,1.85186,0.965321,0.371943,2.53265,0.603139,1.02201,1.45342,1,0,1,1683,1,1
"1684",-1027.83,-3.20542,1.83281,0.984771,0.3526,2.62572,0.575465,0.881736,1.44991,1,0,1,1684,1,1
"1685",-1025.48,-1.53084,1.81876,0.970322,0.328212,2.66276,0.603781,0.904264,1.46494,1,0,1,1685,1,1
"1686",-1022.66,-2.81244,1.81991,1.04728,0.368392,2.60633,0.603735,0.961381,1.4817,1,0,1,1686,1,1
"1687",-1025.61,-2.91789,1.81192,1.04959,0.395552,2.74323,0.595932,0.976151,1.47285,1,0,1,1687,1,1
"1688",-1023.97,-2.86247,1.83665,1.01912,0.3324,2.71346,0.594828,0.978279,1.52083,1,0,1,1688,1,1
"1689",-1026.58,-2.27443,1.85027,0.983001,0.325996,2.67083,0.592211,0.94447,1.43621,1,0,1,1689,1,1
"1690",-1027.61,-5.92487,1.83382,0.975959,0.280063,2.61174,0.579999,1.03837,1.46122,1,0,1,1690,1,1
"1691",-1027.64,-7.88951,1.77733,0.934874,0.336492,2.74365,0.624393,1.06665,1.462,1,0,1,1691,1,1
"1692",-1024.83,-1.75206,1.83654,1.02063,0.32368,2.66127,0.636359,0.911361,1.48957,1,0,1,1692,1,1
"1693",-1034.7,-6.93437,1.88331,0.976697,0.522647,2.7683,0.616942,0.919708,1.4597,1,0,1,1693,1,1
"1694",-1026.87,-2.36276,1.81581,0.955835,0.43537,2.72511,0.615173,0.974875,1.47325,1,0,1,1694,1,1
"1695",-1023.51,-1.87836,1.83496,1.01895,0.299278,2.65298,0.612331,0.963205,1.47241,1,0,1,1695,1,1
"1696",-1032.35,-4.67498,1.836,0.942078,0.34415,2.71266,0.657778,0.901391,1.43077,1,0,1,1696,1,1
"1697",-1023.22,-1.00987,1.81605,0.985453,0.310661,2.68538,0.624772,0.965138,1.47149,1,0,1,1697,1,1
"1698",-1028.9,-2.9294,1.83392,0.987849,0.343703,2.53348,0.593176,0.930943,1.47811,1,0,1,1698,1,1
"1699",-1025.94,-5.63384,1.86053,0.934475,0.334101,2.86878,0.619568,0.911152,1.454,1,0,1,1699,1,1
"1700",-1027.29,-4.83536,1.85627,1.03515,0.383033,2.82255,0.573318,0.908518,1.44237,1,0,1,1700,1,1
"1701",-1022.04,-1.8657,1.79074,1.00573,0.382902,2.75038,0.617351,0.989013,1.46614,1,0,1,1701,1,1
"1702",-1025.9,-2.74911,1.85069,0.989222,0.295485,2.74722,0.657722,0.976089,1.45683,1,0,1,1702,1,1
"1703",-1024.46,-2.56172,1.83601,1.03359,0.429326,2.64962,0.618744,0.965609,1.46237,1,0,1,1703,1,1
"1704",-1023.97,-2.1449,1.77871,1.01028,0.363012,2.71499,0.602559,0.947802,1.49647,1,0,1,1704,1,1
"1705",-1022.1,-1.37048,1.83951,1.01957,0.386742,2.7647,0.60949,0.982653,1.48139,1,0,1,1705,1,1
"1706",-1026.17,-5.18563,1.84023,0.94111,0.285336,2.81562,0.639749,0.909741,1.48912,1,0,1,1706,1,1
"1707",-1022.42,-2.06794,1.80156,1.03572,0.39493,2.71348,0.609292,0.928736,1.46677,1,0,1,1707,1,1
"1708",-1037.62,-5.08483,1.89003,0.954899,0.428878,2.69751,0.664783,0.946641,1.44826,1,0,1,1708,1,1
"1709",-1029.35,-2.79837,1.8553,1.00144,0.423217,2.64465,0.656172,0.903128,1.48704,1,0,1,1709,1,1
"1710",-1027.44,-1.96379,1.84299,0.977916,0.301562,2.63735,0.6436,0.967573,1.4757,1,0,1,1710,1,1
"1711",-1027.56,-5.65155,1.8187,0.990169,0.277161,2.57405,0.614493,0.980572,1.51825,1,0,1,1711,1,1
"1712",-1029.54,-1.45933,1.84784,0.977447,0.413179,2.63986,0.621627,0.93287,1.46335,1,0,1,1712,1,1
"1713",-1026.26,-1.81519,1.82684,0.98331,0.440712,2.70712,0.623361,0.924443,1.4593,1,0,1,1713,1,1
"1714",-1025.62,-6.72145,1.81591,0.968967,0.367021,2.91302,0.615228,0.911482,1.42241,1,0,1,1714,1,1
"1715",-1027.13,-1.52852,1.82256,0.986964,0.404837,2.62001,0.619979,0.974704,1.46056,1,0,1,1715,1,1
"1716",-1034.83,-6.53777,1.80112,0.982609,0.347239,2.63829,0.754577,0.939429,1.48848,1,0,1,1716,1,1
"1717",-1024.54,-2.48117,1.8812,0.997465,0.354986,2.7805,0.62422,0.994946,1.47574,1,0,1,1717,1,1
"1718",-1022.49,-1.99193,1.80824,1.02934,0.38128,2.71718,0.603678,0.996805,1.47871,1,0,1,1718,1,1
"1719",-1027.76,-2.82838,1.85343,1.01749,0.356186,2.65409,0.640165,0.970418,1.43338,1,0,1,1719,1,1
"1720",-1025.41,-3.43459,1.87412,1.00805,0.379605,2.73374,0.572162,0.940438,1.51571,1,0,1,1720,1,1
"1721",-1025.91,-3.77225,1.86153,1.03523,0.367793,2.81105,0.592223,0.928276,1.50869,1,0,1,1721,1,1
"1722",-1032.77,-3.18339,1.85325,0.97252,0.410615,2.66364,0.681327,0.970515,1.45191,1,0,1,1722,1,1
"1723",-1060.51,-4.11567,1.76294,1.0257,0.341444,2.71697,0.583503,0.950517,1.49683,1,0,1,1723,1,1
"1724",-1027.77,-5.19511,1.86376,0.997455,0.342783,2.70362,0.583411,1.0663,1.49432,1,0,1,1724,1,1
"1725",-1060.34,-5.86795,1.77584,1.04242,0.374922,2.75641,0.545819,0.959987,1.45346,1,0,1,1725,1,1
"1726",-1029.25,-4.17295,1.83286,1.01237,0.369782,2.67236,0.665987,0.854964,1.46365,1,0,1,1726,1,1
"1727",-1027.28,-3.79173,1.85883,1.00846,0.294333,2.57833,0.599321,0.920109,1.48951,1,0,1,1727,1,1
"1728",-1025.4,-2.86699,1.85701,1.02208,0.365444,2.66944,0.585432,0.889871,1.45399,1,0,1,1728,1,1
