"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"244",-5194.63,-1.26312,1.32929,0.870965,1.01329,5.27552,0.859992,1.43764,1,0,0,1,244,244
"245",-5192.78,-2.81579,1.32956,0.889344,1.04588,5.32268,0.855533,1.45355,1,0,0,1,245,245
"246",-5189.82,-3.09655,1.32542,0.843574,1.03779,5.42753,0.854274,1.47655,1,0,0,1,246,246
"247",-5194.5,-3.21622,1.31875,0.848508,0.960798,5.29583,0.856842,1.42554,1,0,0,1,247,247
"248",-5199.11,-3.81713,1.34754,0.86507,1.02454,5.64694,0.849963,1.43587,1,0,0,1,248,248
"249",-5189.66,-1.33949,1.32117,0.855705,1.02371,5.49226,0.860796,1.44265,1,0,0,1,249,249
"250",-5193.64,-1.7894,1.34029,0.838534,1.01501,5.33784,0.852481,1.46697,1,0,0,1,250,250
"251",-5201.46,-3.27489,1.3376,0.82272,0.975774,5.46275,0.854672,1.42475,1,0,0,1,251,251
"252",-5194.93,-1.02768,1.33941,0.855055,0.998043,5.26284,0.849762,1.44576,1,0,0,1,252,252
"253",-5193.57,-2.41617,1.32724,0.888758,1.02419,5.39513,0.856177,1.43502,1,0,0,1,253,253
"254",-5192.77,-2.06592,1.32359,0.838617,0.992741,5.49232,0.864463,1.44043,1,0,0,1,254,254
"255",-5198.84,-2.43801,1.32464,0.845654,1.04213,5.37912,0.860829,1.42158,1,0,0,1,255,255
"256",-5189,-1.74304,1.32451,0.86502,0.993503,5.55178,0.85854,1.45043,1,0,0,1,256,256
"257",-5198.32,-4.66236,1.32465,0.844175,1.01972,5.02928,0.855495,1.45593,1,0,0,1,257,257
"258",-5191.54,-2.96399,1.33906,0.868521,0.997832,5.30317,0.853632,1.47482,1,0,0,1,258,258
"259",-5202.56,-3.31937,1.34085,0.851075,0.997818,5.52444,0.861809,1.41753,1,0,0,1,259,259
"260",-5201.57,-6.01772,1.35876,0.839519,1.03921,5.68587,0.851962,1.44397,1,0,0,1,260,260
"261",-5206.41,-7.94857,1.35323,0.864113,1.1009,5.44035,0.871795,1.44985,1,0,0,1,261,261
"262",-5190.74,-1.84814,1.32584,0.874841,1.00755,5.42318,0.846957,1.44851,1,0,0,1,262,262
"263",-5193.78,-2.77698,1.32129,0.853006,1.07489,5.26394,0.852905,1.45134,1,0,0,1,263,263
"264",-5188.81,-1.78209,1.327,0.865252,1.0237,5.54593,0.856338,1.45905,1,0,0,1,264,264
"265",-5196.14,-1.42978,1.34737,0.868098,1.01183,5.34994,0.851619,1.45002,1,0,0,1,265,265
"266",-5192.96,-1.82533,1.33021,0.850378,1.02828,5.4453,0.867199,1.45194,1,0,0,1,266,266
"267",-5194.22,-2.22743,1.33397,0.845722,1.00591,5.57831,0.8478,1.43391,1,0,0,1,267,267
"268",-5188.01,-1.49251,1.32053,0.856064,0.984859,5.41606,0.850513,1.45463,1,0,0,1,268,268
"269",-5191.87,-1.4294,1.33002,0.839552,0.970702,5.48736,0.853844,1.4442,1,0,0,1,269,269
"270",-5192.63,-2.41954,1.31955,0.826194,0.973512,5.35764,0.855949,1.44533,1,0,0,1,270,270
"271",-5190.99,-1.70702,1.31968,0.859487,1.01837,5.2163,0.854983,1.45066,1,0,0,1,271,271
"272",-5192.86,-1.73502,1.34373,0.844898,0.992472,5.46627,0.852585,1.46235,1,0,0,1,272,272
"273",-5192.75,-2.80297,1.34008,0.879762,0.982777,5.49314,0.851676,1.46026,1,0,0,1,273,273
"274",-5190.94,-4.53488,1.32188,0.866535,1.00366,5.41811,0.871961,1.46394,1,0,0,1,274,274
"275",-5193.56,-4.29881,1.31844,0.875794,1.0131,5.60872,0.84607,1.43884,1,0,0,1,275,275
"276",-5195.08,-1.00159,1.33096,0.864831,1.04429,5.3759,0.856106,1.43462,1,0,0,1,276,276
"277",-5192.12,-1.48626,1.32406,0.873017,1.0177,5.42008,0.858612,1.43334,1,0,0,1,277,277
"278",-5199.27,-8.20949,1.31781,0.890475,1.02061,5.6446,0.856121,1.41055,1,0,0,1,278,278
"279",-5187.89,-2.18121,1.31299,0.863013,1.00868,5.30798,0.855086,1.45534,1,0,0,1,279,279
"280",-5190.61,-4.301,1.3223,0.877208,1.04579,5.63711,0.861751,1.44086,1,0,0,1,280,280
"281",-5189.77,-2.74311,1.33079,0.842352,1.01207,5.63273,0.853438,1.4613,1,0,0,1,281,281
"282",-5193.12,-3.47411,1.32156,0.831467,1.03624,5.54569,0.848689,1.42841,1,0,0,1,282,282
"283",-5200.71,-6.48822,1.31646,0.866813,1.011,5.06829,0.854726,1.41741,1,0,0,1,283,283
"284",-5195.48,-2.79373,1.33716,0.84997,1.04928,5.42665,0.868017,1.45827,1,0,0,1,284,284
"285",-5190.5,-3.39131,1.31407,0.862287,1.02502,5.56885,0.852757,1.43019,1,0,0,1,285,285
"286",-5189.8,-3.03689,1.31524,0.834994,1.0107,5.54177,0.862716,1.44542,1,0,0,1,286,286
"287",-5198.99,-3.46076,1.34527,0.867236,1.00138,5.61336,0.848915,1.43283,1,0,0,1,287,287
"288",-5195,-3.38414,1.32251,0.818128,1.03573,5.51085,0.858463,1.43446,1,0,0,1,288,288
"289",-5197.96,-4.16344,1.34313,0.900378,0.993726,5.43637,0.858191,1.43826,1,0,0,1,289,289
"290",-5189.77,-1.55005,1.32566,0.864696,1.02491,5.31354,0.856461,1.46427,1,0,0,1,290,290
"291",-5205.85,-5.79456,1.334,0.835136,0.934004,5.27294,0.866417,1.4262,1,0,0,1,291,291
"292",-5194.76,-1.79344,1.34162,0.83752,0.968953,5.47653,0.854099,1.44896,1,0,0,1,292,292
"293",-5190.04,-2.74347,1.32155,0.872541,1.00489,5.60966,0.856041,1.44437,1,0,0,1,293,293
"294",-5191.99,-1.01488,1.33818,0.85133,0.982112,5.46249,0.857822,1.4552,1,0,0,1,294,294
"295",-5193.3,-2.82289,1.32797,0.829756,1.03638,5.33364,0.85752,1.47086,1,0,0,1,295,295
"296",-5198.54,-2.52836,1.33508,0.875273,1.06807,5.29278,0.858133,1.43917,1,0,0,1,296,296
"297",-5189.41,-2.88238,1.32594,0.864702,1.02318,5.36475,0.85513,1.47659,1,0,0,1,297,297
"298",-5192.44,-2.67317,1.33071,0.838381,0.95661,5.41053,0.846267,1.44294,1,0,0,1,298,298
"299",-5202,-2.7615,1.34735,0.840825,0.959947,5.39303,0.861114,1.43624,1,0,0,1,299,299
"300",-5191.62,-1.93157,1.32956,0.865202,0.98513,5.4406,0.866074,1.44877,1,0,0,1,300,300
"301",-5199.28,-1.61854,1.33912,0.864668,1.05457,5.33234,0.853183,1.43375,1,0,0,1,301,301
"302",-5195.6,-1.72997,1.32887,0.82643,1.04718,5.41624,0.857597,1.44206,1,0,0,1,302,302
"303",-5194.72,-4.10612,1.31895,0.857982,1.08035,5.27303,0.846115,1.44204,1,0,0,1,303,303
"304",-5192.97,-0.183196,1.33159,0.849695,1.01584,5.31739,0.85346,1.44575,1,0,0,1,304,304
"305",-5197.18,-3.80338,1.3438,0.870124,1.03404,5.65349,0.849302,1.44299,1,0,0,1,305,305
"306",-5192.82,-4.25309,1.33599,0.879391,1.04237,5.61423,0.853282,1.46571,1,0,0,1,306,306
"307",-5191.87,-1.66192,1.33263,0.870567,0.980189,5.41653,0.847674,1.44457,1,0,0,1,307,307
"308",-5195.61,-1.28102,1.33484,0.865296,1.00332,5.28935,0.863883,1.44441,1,0,0,1,308,308
"309",-5196.15,-3.47028,1.33587,0.820047,1.01346,5.58124,0.849505,1.43551,1,0,0,1,309,309
"310",-5203.99,-4.43575,1.32984,0.847601,0.977838,5.09968,0.857966,1.42263,1,0,0,1,310,310
"311",-5190.81,-1.6057,1.32991,0.847672,1.03147,5.34303,0.848452,1.46328,1,0,0,1,311,311
"312",-5192.44,-1.17378,1.33751,0.845541,0.973202,5.37796,0.855815,1.4573,1,0,0,1,312,312
"313",-5195.57,-2.11839,1.32533,0.849821,1.0235,5.47714,0.854849,1.4207,1,0,0,1,313,313
"314",-5197.39,-4.82021,1.32816,0.844998,1.01239,5.08298,0.859978,1.47109,1,0,0,1,314,314
"315",-5194.47,-4.58794,1.31489,0.858935,1.06851,5.20726,0.862322,1.45886,1,0,0,1,315,315
"316",-5210.39,-11.9519,1.34046,0.886937,1.07841,5.70844,0.835257,1.45959,1,0,0,1,316,316
"317",-5192.74,-0.399803,1.32954,0.857966,1.00648,5.34322,0.852373,1.4376,1,0,0,1,317,317
"318",-5206.18,-7.08797,1.31822,0.853598,1.09663,5.20124,0.86681,1.42565,1,0,0,1,318,318
"319",-5195.17,-1.43451,1.32324,0.852417,1.0391,5.34227,0.861034,1.43295,1,0,0,1,319,319
"320",-5199.15,-3.90621,1.34478,0.860995,0.97042,5.60239,0.848576,1.43161,1,0,0,1,320,320
"321",-5194,-4.53847,1.34683,0.871305,1.05349,5.54627,0.857914,1.47087,1,0,0,1,321,321
"322",-5194.87,-0.299389,1.33753,0.846901,1.02232,5.34848,0.857914,1.44941,1,0,0,1,322,322
"323",-5189.37,-4.31828,1.30352,0.830251,1.0081,5.3689,0.855664,1.45162,1,0,0,1,323,323
"324",-5189.56,-2.35263,1.31848,0.85467,1.02721,5.45354,0.844894,1.44742,1,0,0,1,324,324
"325",-5190.43,-1.23386,1.31703,0.846818,1.03022,5.36609,0.856927,1.44353,1,0,0,1,325,325
"326",-5189.66,-1.47703,1.32279,0.855681,0.998464,5.47615,0.847611,1.44378,1,0,0,1,326,326
"327",-5194.82,-2.72545,1.31987,0.836506,1.06238,5.24974,0.852997,1.44736,1,0,0,1,327,327
"328",-5192.62,-4.63553,1.33118,0.889141,0.975783,5.18834,0.846313,1.44646,1,0,0,1,328,328
"329",-5200.7,-5.77922,1.34746,0.832027,0.934499,5.33209,0.862954,1.46427,1,0,0,1,329,329
"330",-5198.83,-4.03548,1.33964,0.882268,0.965235,5.31955,0.849065,1.42534,1,0,0,1,330,330
"331",-5192.72,-1.90737,1.33594,0.874939,1.02277,5.54917,0.859568,1.444,1,0,0,1,331,331
"332",-5202.47,-2.74869,1.34166,0.849555,1.03367,5.11967,0.857552,1.44951,1,0,0,1,332,332
"333",-5189.86,-2.00352,1.31559,0.841415,0.996809,5.48382,0.858183,1.43824,1,0,0,1,333,333
"334",-5189.73,-2.43132,1.31681,0.860905,0.970106,5.40065,0.862102,1.44264,1,0,0,1,334,334
"335",-5190.86,-1.96162,1.3364,0.853989,0.975838,5.37159,0.847332,1.46098,1,0,0,1,335,335
"336",-5199.42,-2.30584,1.34202,0.862076,0.993733,5.16176,0.852792,1.43822,1,0,0,1,336,336
"337",-5194.22,-0.798313,1.34136,0.8568,1.03095,5.35545,0.85224,1.45418,1,0,0,1,337,337
"338",-5200.23,-3.5011,1.34691,0.862722,0.989465,5.59601,0.859896,1.42791,1,0,0,1,338,338
"339",-5195.11,-2.67539,1.33804,0.871066,1.04211,5.51573,0.845636,1.44822,1,0,0,1,339,339
"340",-5196.76,-4.75784,1.31608,0.863664,1.02783,5.44428,0.863332,1.41359,1,0,0,1,340,340
"341",-5202.66,-4.66628,1.351,0.881799,0.986117,5.39363,0.867938,1.43589,1,0,0,1,341,341
"342",-5197.77,-1.73359,1.34615,0.846993,1.01411,5.47534,0.8481,1.43769,1,0,0,1,342,342
"343",-5200.09,-3.22753,1.34642,0.868195,1.00395,5.58199,0.851896,1.42805,1,0,0,1,343,343
"344",-5189.56,-1.43927,1.33033,0.846155,1.0221,5.51414,0.851362,1.46048,1,0,0,1,344,344
"345",-5204.61,-5.79825,1.34534,0.879429,0.960687,5.49824,0.850661,1.41557,1,0,0,1,345,345
"346",-5194.57,-1.68223,1.33942,0.857139,0.997045,5.5431,0.862616,1.44091,1,0,0,1,346,346
"347",-5189.27,-2.44297,1.31913,0.860753,1.01033,5.58639,0.859841,1.43939,1,0,0,1,347,347
"348",-5195.98,-4.11234,1.31698,0.846103,1.07437,5.39914,0.851377,1.42331,1,0,0,1,348,348
"349",-5200.75,-3.94769,1.31914,0.85615,1.03418,5.25999,0.86069,1.41556,1,0,0,1,349,349
"350",-5193.6,-2.11947,1.33848,0.866076,1.0206,5.48339,0.866523,1.45075,1,0,0,1,350,350
"351",-5198.56,-2.47841,1.34231,0.870611,1.01573,5.36646,0.867924,1.44259,1,0,0,1,351,351
"352",-5191.97,-1.84759,1.3405,0.861123,1.01662,5.52355,0.861647,1.45899,1,0,0,1,352,352
"353",-5195.02,-1.82557,1.32549,0.863089,0.997736,5.2134,0.861334,1.43809,1,0,0,1,353,353
"354",-5192.49,-5.29876,1.3013,0.835697,1.03137,5.26687,0.86079,1.44754,1,0,0,1,354,354
"355",-5200.43,-6.24787,1.34457,0.912641,0.984141,5.4284,0.856624,1.43747,1,0,0,1,355,355
"356",-5197.36,-3.2702,1.34833,0.880798,1.04218,5.5351,0.856214,1.4471,1,0,0,1,356,356
"357",-5195.86,-0.619415,1.33939,0.855144,1.04001,5.41744,0.855901,1.44083,1,0,0,1,357,357
"358",-5189.39,-1.15245,1.32076,0.867584,1.02701,5.3589,0.857145,1.45017,1,0,0,1,358,358
"359",-5210.82,-8.80751,1.34953,0.851786,0.939732,5.00687,0.863658,1.43967,1,0,0,1,359,359
"360",-5200.38,-2.1252,1.33804,0.864199,1.06731,5.33716,0.859242,1.43405,1,0,0,1,360,360
"361",-5195.04,-2.82671,1.31977,0.827382,0.972221,5.3925,0.859332,1.43366,1,0,0,1,361,361
"362",-5195.68,-1.67448,1.33311,0.871435,1.01678,5.4197,0.849392,1.4291,1,0,0,1,362,362
"363",-5192.03,-3.41076,1.31957,0.836689,1.02469,5.54419,0.846588,1.42996,1,0,0,1,363,363
"364",-5193.67,-1.54695,1.3269,0.865783,1.03369,5.44297,0.861559,1.4326,1,0,0,1,364,364
"365",-5190.81,-3.9399,1.31721,0.833608,0.982348,5.63198,0.858064,1.43934,1,0,0,1,365,365
"366",-5189.98,-3.19258,1.31966,0.829685,0.99534,5.31436,0.845672,1.45861,1,0,0,1,366,366
"367",-5200.23,-1.01909,1.34334,0.849174,1.02728,5.3317,0.852937,1.43348,1,0,0,1,367,367
"368",-5194.46,-1.60198,1.32653,0.86131,1.00299,5.23692,0.863403,1.44446,1,0,0,1,368,368
"369",-5194.33,-1.79685,1.34073,0.848675,1.05884,5.49527,0.852521,1.45141,1,0,0,1,369,369
"370",-5200.98,-6.46612,1.34488,0.895486,1.01368,5.37277,0.87308,1.44226,1,0,0,1,370,370
"371",-5207.04,-2.78124,1.34564,0.835159,1.01545,5.24655,0.865923,1.44081,1,0,0,1,371,371
"372",-5193.4,-0.717581,1.32975,0.859107,1.00332,5.40764,0.861483,1.43693,1,0,0,1,372,372
"373",-5191.4,-4.16875,1.33636,0.881484,0.957992,5.361,0.861039,1.46746,1,0,0,1,373,373
"374",-5190.21,-2.99281,1.32417,0.883044,1.03509,5.54081,0.860348,1.44784,1,0,0,1,374,374
"375",-5199.91,-2.71456,1.34383,0.874666,1.04583,5.31553,0.847194,1.43773,1,0,0,1,375,375
"376",-5205.97,-6.26297,1.33413,0.853944,1.10611,5.10276,0.858632,1.4518,1,0,0,1,376,376
"377",-5198.06,-1.88162,1.34013,0.851818,0.998845,5.16864,0.858371,1.45246,1,0,0,1,377,377
"378",-5192.13,-3.74352,1.32089,0.874382,1.00574,5.3563,0.870666,1.44814,1,0,0,1,378,378
"379",-5191.55,-1.3169,1.3334,0.874454,1.03499,5.42183,0.858707,1.45373,1,0,0,1,379,379
"380",-5200.46,-3.92543,1.33126,0.832228,0.990362,5.07563,0.857223,1.45207,1,0,0,1,380,380
"381",-5193.94,-1.50054,1.33996,0.866113,0.971204,5.31738,0.851724,1.44433,1,0,0,1,381,381
"382",-5187.79,-2.4604,1.31244,0.842623,1.02158,5.45772,0.850226,1.45184,1,0,0,1,382,382
"383",-5209.56,-5.23372,1.3469,0.836371,1.0474,5.49847,0.867735,1.42025,1,0,0,1,383,383
"384",-5191.2,-2.77968,1.33326,0.88418,0.988316,5.51661,0.856645,1.45877,1,0,0,1,384,384
"385",-5197.71,-1.19006,1.33856,0.83158,1.01896,5.32585,0.850502,1.44067,1,0,0,1,385,385
"386",-5191.57,-0.575779,1.33392,0.851161,0.983431,5.36617,0.856911,1.45401,1,0,0,1,386,386
"387",-5198.36,-3.92001,1.34641,0.843965,0.949068,5.41262,0.845437,1.4372,1,0,0,1,387,387
"388",-5195.64,-3.74371,1.32945,0.892051,1.04514,5.23282,0.860443,1.44543,1,0,0,1,388,388
"389",-5197.44,-2.01698,1.32352,0.840151,1.05316,5.25566,0.859829,1.4405,1,0,0,1,389,389
"390",-5199.32,-3.42125,1.35411,0.870371,1.00728,5.56619,0.851991,1.44373,1,0,0,1,390,390
"391",-5191.41,-3.03896,1.33055,0.837832,1.00043,5.39546,0.840482,1.4543,1,0,0,1,391,391
"392",-5198.91,-1.68591,1.35079,0.859497,1.01117,5.29413,0.851908,1.44779,1,0,0,1,392,392
"393",-5198.66,-1.69007,1.34498,0.838824,0.993541,5.2445,0.851888,1.44815,1,0,0,1,393,393
"394",-5194.51,-1.31014,1.32335,0.843834,1.02394,5.22374,0.857104,1.4453,1,0,0,1,394,394
"395",-5201.11,-1.91232,1.343,0.839565,1.01974,5.32054,0.847958,1.43051,1,0,0,1,395,395
"396",-5197.69,-1.05168,1.33957,0.855826,1.03344,5.23457,0.855115,1.44667,1,0,0,1,396,396
"397",-5193.12,-4.25775,1.33271,0.853473,1.0589,5.33747,0.857612,1.48173,1,0,0,1,397,397
"398",-5189.58,-1.18038,1.33092,0.859108,1.02196,5.53687,0.855391,1.45602,1,0,0,1,398,398
"399",-5192.97,-5.71406,1.32256,0.869272,0.936459,5.59388,0.864138,1.4473,1,0,0,1,399,399
"400",-5194.77,-3.49012,1.33281,0.883108,1.0162,5.50699,0.866798,1.43514,1,0,0,1,400,400
"401",-5191.23,-2.25634,1.31507,0.86271,0.995982,5.26908,0.859428,1.43695,1,0,0,1,401,401
"402",-5197.66,-5.10633,1.3417,0.864127,1.05624,5.27102,0.865693,1.47614,1,0,0,1,402,402
"403",-5194.39,-3.58933,1.32891,0.884408,0.974897,5.47758,0.84594,1.43873,1,0,0,1,403,403
"404",-5190.21,-2.71614,1.32331,0.860552,1.06374,5.41468,0.851589,1.46432,1,0,0,1,404,404
"405",-5203.64,-3.46357,1.3432,0.830432,0.993406,5.19511,0.864363,1.45663,1,0,0,1,405,405
"406",-5192.24,-3.83945,1.32501,0.848328,0.951185,5.6272,0.857392,1.44458,1,0,0,1,406,406
"407",-5188.44,-4.09399,1.31125,0.864938,1.02985,5.50734,0.8667,1.4472,1,0,0,1,407,407
"408",-5196.54,-1.32091,1.32642,0.832324,1.01321,5.36028,0.86127,1.43623,1,0,0,1,408,408
"409",-5194.96,-2.37543,1.32653,0.880536,1.04921,5.32054,0.853423,1.43468,1,0,0,1,409,409
"410",-5199.59,-3.34652,1.33982,0.813103,0.999469,5.4449,0.861807,1.45371,1,0,0,1,410,410
"411",-5192.09,-1.08723,1.32706,0.848004,1.01243,5.50354,0.860958,1.43771,1,0,0,1,411,411
"412",-5193.08,-3.10999,1.33876,0.830916,0.995403,5.63284,0.85237,1.45349,1,0,0,1,412,412
"413",-5199,-4.07585,1.3323,0.864869,0.984417,5.13797,0.868011,1.44837,1,0,0,1,413,413
"414",-5191.95,-3.01526,1.31311,0.830582,1.04429,5.30187,0.853892,1.45064,1,0,0,1,414,414
"415",-5196.44,-2.26963,1.33257,0.828824,1.06826,5.37502,0.852507,1.44659,1,0,0,1,415,415
"416",-5197.51,-2.08491,1.3424,0.844049,0.994025,5.27551,0.862986,1.46086,1,0,0,1,416,416
"417",-5198.59,-2.39552,1.33961,0.85742,1.0433,5.49482,0.847892,1.42836,1,0,0,1,417,417
"418",-5205.23,-2.61611,1.33756,0.819372,1.01614,5.2599,0.860182,1.43615,1,0,0,1,418,418
"419",-5194.03,-4.08091,1.33116,0.861793,1.04495,5.28717,0.865422,1.47516,1,0,0,1,419,419
"420",-5195.03,-1.86609,1.32776,0.845707,0.989457,5.45242,0.851575,1.4239,1,0,0,1,420,420
"421",-5198.19,-1.19871,1.33983,0.848657,1.03113,5.25268,0.850188,1.44139,1,0,0,1,421,421
"422",-5202.63,-5.17265,1.32067,0.840463,1.03333,5.04166,0.8622,1.446,1,0,0,1,422,422
"423",-5193.63,-3.23457,1.34592,0.869199,0.958027,5.31556,0.851692,1.46008,1,0,0,1,423,423
"424",-5195.75,-1.24964,1.32649,0.848282,1.04238,5.24002,0.857816,1.44403,1,0,0,1,424,424
"425",-5206.68,-5.57687,1.36363,0.879704,0.996782,5.31051,0.863214,1.44447,1,0,0,1,425,425
"426",-5196.89,-6.75866,1.34097,0.897545,1.00457,5.51023,0.872556,1.44631,1,0,0,1,426,426
"427",-5188.25,-2.45835,1.3228,0.851165,1.00963,5.47959,0.85775,1.47154,1,0,0,1,427,427
"428",-5202.02,-6.23074,1.32627,0.876143,1.01463,5.4299,0.870751,1.41254,1,0,0,1,428,428
"429",-5193.5,-1.1517,1.33334,0.870656,1.01335,5.41089,0.848759,1.43846,1,0,0,1,429,429
"430",-5188.67,-4.68328,1.31477,0.848883,0.987107,5.37456,0.845444,1.47385,1,0,0,1,430,430
"431",-5193.33,-1.77307,1.33954,0.851554,0.986324,5.38558,0.862739,1.463,1,0,0,1,431,431
"432",-5199.71,-3.90364,1.35117,0.86696,1.01274,5.2257,0.843577,1.44844,1,0,0,1,432,432
"433",-5190.11,-2.65309,1.33363,0.855521,0.976665,5.51084,0.857766,1.47002,1,0,0,1,433,433
"434",-5190.97,-2.48121,1.33616,0.873594,1.0202,5.37903,0.85572,1.47189,1,0,0,1,434,434
"435",-5190.61,-0.388842,1.32852,0.865486,1.01707,5.38859,0.85428,1.44698,1,0,0,1,435,435
"436",-5188.92,-0.695603,1.32546,0.854489,1.00897,5.39673,0.856409,1.45864,1,0,0,1,436,436
"437",-5196.05,-1.09019,1.34414,0.866981,1.01715,5.31862,0.858268,1.45069,1,0,0,1,437,437
"438",-5188.08,-1.26392,1.31994,0.853249,1.00743,5.38129,0.855397,1.46061,1,0,0,1,438,438
"439",-5194.74,-1.60601,1.32143,0.849351,1.0072,5.33831,0.863105,1.43243,1,0,0,1,439,439
"440",-5191.03,-2.39324,1.32113,0.859827,1.02535,5.26652,0.844639,1.44571,1,0,0,1,440,440
"441",-5190.59,-2.1967,1.32799,0.874283,1.05355,5.47254,0.854896,1.45719,1,0,0,1,441,441
"442",-5201.13,-4.32481,1.33874,0.819186,1.01189,5.13979,0.848718,1.45435,1,0,0,1,442,442
"443",-5198.4,-2.4966,1.33152,0.85422,1.05787,5.46477,0.860917,1.42484,1,0,0,1,443,443
"444",-5192.13,-5.06434,1.32274,0.865752,0.985137,5.19961,0.865249,1.47437,1,0,0,1,444,444
"445",-5193.41,-2.36176,1.33671,0.866281,0.993771,5.45098,0.843031,1.44814,1,0,0,1,445,445
"446",-5199.56,-2.22483,1.34791,0.850248,1.00398,5.52693,0.851282,1.43148,1,0,0,1,446,446
"447",-5195.85,-2.91525,1.31662,0.852943,1.01823,5.22135,0.854816,1.42478,1,0,0,1,447,447
"448",-5190.98,-1.21859,1.32545,0.846603,1.05193,5.4269,0.857951,1.45237,1,0,0,1,448,448
"449",-5199.67,-3.16879,1.35503,0.86157,1.03669,5.48851,0.848762,1.4484,1,0,0,1,449,449
"450",-5190.38,-5.86635,1.31444,0.874155,1.04972,5.35091,0.864855,1.47557,1,0,0,1,450,450
"451",-5192.02,-1.7728,1.32622,0.854415,1.05452,5.50726,0.851247,1.43874,1,0,0,1,451,451
"452",-5196.19,-3.11801,1.33234,0.873992,0.960733,5.24077,0.856828,1.42971,1,0,0,1,452,452
"453",-5199.68,-6.40583,1.32414,0.8863,1.02696,5.1001,0.868595,1.44213,1,0,0,1,453,453
"454",-5196.33,-2.14602,1.34148,0.86106,1.05303,5.30878,0.860599,1.46085,1,0,0,1,454,454
"455",-5192.08,-2.29481,1.32386,0.858725,1.02567,5.5663,0.850006,1.4321,1,0,0,1,455,455
"456",-5195.94,-2.52575,1.33867,0.86101,1.06388,5.36465,0.845684,1.45117,1,0,0,1,456,456
"457",-5197.79,-5.80904,1.34327,0.865715,0.994249,5.28532,0.871959,1.47333,1,0,0,1,457,457
"458",-5196.99,-9.09567,1.32858,0.91391,0.949883,5.34412,0.868182,1.43677,1,0,0,1,458,458
"459",-5192.07,-2.40099,1.32169,0.836818,1.05953,5.48448,0.860106,1.44278,1,0,0,1,459,459
"460",-5203.05,-3.40856,1.34016,0.831121,1.05614,5.17723,0.849293,1.44423,1,0,0,1,460,460
"461",-5193.99,-2.67614,1.33397,0.865933,1.04367,5.58244,0.86233,1.43581,1,0,0,1,461,461
"462",-5198.24,-2.00217,1.34647,0.846992,0.973524,5.41433,0.862777,1.44679,1,0,0,1,462,462
"463",-5199.27,-7.68772,1.30599,0.832713,1.08719,5.17519,0.851944,1.43243,1,0,0,1,463,463
"464",-5192.65,-2.39719,1.33386,0.886861,1.03586,5.34152,0.8544,1.45691,1,0,0,1,464,464
"465",-5202.63,-4.64712,1.3394,0.822108,0.99018,5.59039,0.862847,1.42528,1,0,0,1,465,465
"466",-5193.95,-1.40724,1.33733,0.848807,1.01147,5.25554,0.847356,1.45258,1,0,0,1,466,466
"467",-5193.72,-2.88427,1.32982,0.823724,1.01058,5.26774,0.847707,1.46052,1,0,0,1,467,467
"468",-5196.77,-2.69019,1.34649,0.879785,1.00755,5.24282,0.851333,1.4513,1,0,0,1,468,468
"469",-5219.02,-8.51862,1.34536,0.824166,0.964968,5.14082,0.874361,1.43523,1,0,0,1,469,469
"470",-5199.59,-3.7183,1.35329,0.879037,1.0053,5.43982,0.864904,1.44706,1,0,0,1,470,470
"471",-5191.4,-3.37275,1.31261,0.870608,1.03202,5.37786,0.863836,1.43416,1,0,0,1,471,471
"472",-5194.23,-3.15971,1.31786,0.849601,0.998782,5.22373,0.866665,1.45238,1,0,0,1,472,472
"473",-5191.35,-2.21797,1.33486,0.836795,0.975441,5.49142,0.854157,1.46387,1,0,0,1,473,473
"474",-5219.59,-5.88961,1.3441,0.83188,1.02498,5.19192,0.866294,1.41441,1,0,0,1,474,474
"475",-5196.25,-4.36635,1.3277,0.870702,1.0053,5.6327,0.859218,1.41943,1,0,0,1,475,475
"476",-5200.19,-3.4124,1.33434,0.838484,1.09644,5.37605,0.853649,1.43711,1,0,0,1,476,476
"477",-5201.86,-3.35696,1.33904,0.832924,0.958426,5.44419,0.856822,1.42343,1,0,0,1,477,477
"478",-5194.34,-6.68112,1.3404,0.831107,0.959053,5.36766,0.836567,1.4611,1,0,0,1,478,478
"479",-5196.43,-4.40093,1.33797,0.811481,1.00546,5.36952,0.851803,1.47054,1,0,0,1,479,479
"480",-5193.73,-3.16225,1.34171,0.83383,1.01352,5.50969,0.843958,1.45797,1,0,0,1,480,480
"481",-5201.01,-2.3355,1.35426,0.839281,1.01001,5.47894,0.854816,1.44197,1,0,0,1,481,481
"482",-5198.08,-2.24395,1.33931,0.857752,0.958126,5.38059,0.860524,1.43182,1,0,0,1,482,482
"483",-5190.37,-1.88373,1.33303,0.877949,0.985896,5.41278,0.852588,1.45917,1,0,0,1,483,483
"484",-5192.84,-2.09691,1.33163,0.832514,0.998554,5.53595,0.847891,1.44024,1,0,0,1,484,484
"485",-5188.82,-2.19257,1.3206,0.8435,1.03854,5.47525,0.859524,1.46227,1,0,0,1,485,485
"486",-5188.49,-3.26464,1.32216,0.837063,1.02204,5.62866,0.858722,1.45894,1,0,0,1,486,486
"487",-5198.72,-1.92486,1.33496,0.821975,1.01867,5.4455,0.859558,1.43674,1,0,0,1,487,487
"488",-5195.64,-2.21903,1.33992,0.8653,1.04223,5.26213,0.859856,1.46277,1,0,0,1,488,488
