"id","menus","rep","rep2","t1","t2","c1","c2","d1","d2","drift1","drift2","drift3","speed","precision","treatment","f1","f2","f3","stay","alpha","bias_att","bias_sim","bias_comp","target_a","comp_a","dec_a","target_s","comp_s","dec_s","target_c","comp_c","dec_c"
32,1,1,32,1.5,1,1,1.5,1.5,0.85,2.51073251043879,2.0012283684682,1.44448482109301,2.85294742931644,0.732236761879416,1,0.141863154047438,0.0042529102063132,-0.146116064253751,0.559426758,1.750312845,0.144036707048093,0.0315371090869538,0.0650994724657892,0.487251663674557,0.327597721190576,0.185150615134867,0.373385141170585,0.31397802459108,0.312636834238334,0.324262038830562,0.267469953274481,0.408268007894956
33,1,1,33,1.5,1,1,1.5,1.5,0.85,1.05582524272738,1.31187981070565,0.0222902510669777,1.28414575055907,0.83670769523128,1,0.112026924187436,0.22271140498335,-0.334738329170786,0.80037225235,1.750312845,0.295127218897719,0.0939957291955804,0.262537614736849,0.405919874945718,0.593606067294163,0.000474057760119097,0.166328260118095,0.415050165924323,0.418621573957583,0.319067247768268,0.666934172970511,0.0139985792612206
34,1,1,34,1.5,1,1,1.5,1.5,0.85,4.12039879491354,4.39799631019422,2.59168331989224,4.8111902897873,0.635127781195977,1,0.107571669074242,0.179175536200716,-0.286747205274959,0.7643567895,1.750312845,0.250897884101512,0.0788572049758343,0.187344859659754,0.389853202732642,0.436980724981146,0.173166072286211,0.278912470574212,0.359024114364455,0.362063415061334,0.337243530539244,0.442782307415122,0.219974162045634
35,1,1,35,1.5,1,1,1.5,1.5,0.85,2.18667448458542,2.21726532016626,0.999434985248328,2.51663645150984,0.705424089753578,1,0.131373763774961,0.141797412718344,-0.273171176493305,1.542391736,1.750312845,0.236630580999955,0.0269815476379116,0.0664996812544018,0.438862234095646,0.449664672922269,0.111473092982085,0.304059032054896,0.346672555638053,0.349268412307051,0.333613066948312,0.395960957690505,0.270425975361182
36,1,1,36,1.5,1,1,1.5,1.5,0.85,2.75785206282415,3.13785358694267,0,3.09006064164289,0.855449734359431,1,0.15099419181062,0.215932981794016,-0.320297538738219,0.7218438245,1.750312845,0.292653410732018,0.0522631619678851,0.270024221536189,0.443753482766722,0.556246517233278,0,0.229170371779154,0.396355406828541,0.374474221392305,0.39212311759775,0.60656753056033,0.00130935184191943
37,1,1,37,1.5,1,1,1.5,1.5,0.85,2.53908645755927,3.11186212893242,0.890833368508307,3.20252767595939,0.752936671745758,1,0.0800677670643937,0.207994774034044,-0.288062541098437,0.759200024,1.750312845,0.257539027073801,0.0992697024637303,0.199490173827596,0.386464859763774,0.551744039591088,0.0617911006451382,0.204997588026954,0.387226160665183,0.407776251307862,0.284232347427797,0.582273461647187,0.133494190925017
38,1,1,38,1.5,1,1,1.5,1.5,0.85,2.28646328546306,2.3979015982482,1.40095504128873,2.65650055488522,0.64287092894621,1,0.114689914068383,0.164223618966271,-0.278913533034654,0.731484622,1.750312845,0.242812615328431,0.0624154761678383,0.151365789678342,0.398227572566349,0.432817947166916,0.168954480266735,0.287523695789914,0.35485864418492,0.357617660025166,0.337007195492705,0.427446643815867,0.235546160691429
39,1,1,39,1.5,1,1,1.5,1.5,0.85,1.2429917592548,0.902129569372757,0.151271065872438,1.36761121133646,0.915188886667043,1,0.158281732649822,0.0452992477137969,-0.203580980363619,0.9766485065,1.750312845,0.185135550745769,0.0344858127557145,0.0746141157934962,0.626686896677594,0.357608832294408,0.0157042710279979,0.426616633356902,0.291084960850114,0.282298405792984,0.324653841909435,0.17324226216563,0.502103895924935
40,1,1,40,1.5,1,1,1.5,1.5,0.85,3.30024539782643,3.64296989162967,1.34952761554391,3.88314394446956,0.710585218321608,1,0.115830720144231,0.189894508617825,-0.305725228762055,0.5209919865,1.750312845,0.26734303397877,0.0855812581804814,0.224299406539814,0.417042969064341,0.495776099586507,0.0871809313491524,0.240715266766088,0.38006989196098,0.379214841272932,0.35131211528629,0.52201667636234,0.126671208351369
41,1,1,41,1.5,1,1,1.5,1.5,0.85,4.05582299406766,5.48387575295472,2.19588882797762,5.15894275947,0.649600179843113,1,0.0316287314600285,0.345378037183415,-0.377006768643444,0.589214408,1.750312845,0.362229532772668,0.220693336438396,0.477628784289971,0.329251261563148,0.558256137695371,0.112492600741481,0.17514234891733,0.404490315364376,0.420367335718294,0.297355436382082,0.632844881385327,0.0697996822325907
42,1,1,42,1.5,1,1,1.5,1.5,0.85,2.22760059975796,2.22373901375738,0.928690181484661,2.64739268497341,0.757774938543622,1,0.115402460314437,0.114376256518869,-0.229778716833306,1.143496359,1.750312845,0.198994867536145,0.0241487322473969,0.0312517871956768,0.451832477391519,0.450462419439659,0.0977051031688227,0.300111270039848,0.344684061385381,0.355204668574771,0.296785281288372,0.373142787579602,0.330071931132026
43,1,1,43,1.5,1,1,1.5,1.5,0.85,1.26848758324386,1.22535524250175,0.528003880754394,1.48114012249799,0.754077866035783,1,0.12564642889003,0.10489867379725,-0.23054510268728,1.479665801,1.750312845,0.199927238302248,0.0122700430966617,0.0202877985275005,0.463629789908706,0.436389477709682,0.0999807323816115,0.31682988953045,0.33811034359989,0.345059766869661,0.305527449505978,0.344867376404183,0.349605174089839
44,1,1,44,1.5,1,1,1.5,1.5,0.85,3.24281906510299,3.40380968170924,2.19852341818776,3.80374325051384,0.628420864139454,1,0.100544182792378,0.155519540438382,-0.25606372323076,0.1842782141,1.750312845,0.223454794652467,0.0594593974322167,0.11048660036522,0.385358528338541,0.419465283778937,0.195176187882521,0.294280433349287,0.349613406687372,0.35610615996334,0.319494060927451,0.403533789749364,0.276972149323185
45,1,1,45,1.5,1,1,1.5,1.5,0.85,1.75851627218194,1.89635063654486,1.1635178112732,2.11365156071267,0.647546917072895,1,0.0827273035701583,0.157553818092223,-0.240281121662381,0.62264811025,1.750312845,0.211426145236059,0.0667053394094242,0.103412208273744,0.380729950316559,0.43448894715861,0.184781102524831,0.28316548061667,0.352653546951671,0.364180972431659,0.30073752103868,0.414127073979924,0.285135404981396
46,1,1,46,1.5,1,1,1.5,1.5,0.85,1.49589654304749,1.55763773116038,0.52951468929213,1.85929542607639,0.80642083933696,1,0.0979992887129755,0.118064468455011,-0.216063757167987,0.6645437802,1.750312845,0.187385466967639,0.0286814491456726,0.0621039257333839,0.447277231560615,0.4800880119377,0.0726347565016851,0.285983789011197,0.345808121303957,0.368208089684846,0.237547721618985,0.343666339456239,0.418785938924776
47,1,1,47,1.5,1,1,1.5,1.5,0.85,2.54068430844507,3.26396985900941,1.06637637754552,3.26169668066879,0.72369540855988,1,0.0611033039255413,0.237643196656933,-0.298746500582474,0.9865886995,1.750312845,0.273365482713361,0.128615307156587,0.259933613948299,0.36112242395582,0.559861370527087,0.0790162055170923,0.19009018573573,0.393485881809124,0.416423932455146,0.2781221756742,0.610692238481605,0.111185585844195
48,1,1,48,1.5,1,1,1.5,1.5,0.85,3.48668013059655,2.68663027877485,1.8765836956286,3.8201216421125,0.723398736662804,1,0.16761923428733,0.000695245952157763,-0.168314480239488,0.27456225525,1.750312845,0.167967936416886,0.0471185449758195,0.0789865776463035,0.507152078882671,0.321362680686051,0.171485240431278,0.390578457591901,0.309387216457471,0.300034325950628,0.348533917526235,0.246596256884563,0.404869825589202
49,1,1,49,1.5,1,1,1.5,1.5,0.85,2.13507149427815,2.3716549320773,1.09208997864455,2.55846808660484,0.68705132156033,1,0.0977875690847672,0.183855182230215,-0.281642751314983,1.8017646095,1.750312845,0.247676983255093,0.0787418059175035,0.168246751650945,0.398208631260038,0.478622746753168,0.123168621986794,0.2577964975447,0.36644756163842,0.37575594081688,0.318066834338098,0.481986875575109,0.199946290086793
50,1,1,50,1.5,1,1,1.5,1.5,0.85,1.16444702883076,1.17994397238479,0.469261565784448,1.39493091531545,0.764769498096607,1,0.111624473074066,0.119259609355771,-0.230884082429837,1.20813388,1.750312845,0.19998792080051,0.0269049497621353,0.0351454854866219,0.448997992850603,0.459509063057712,0.0914929440916843,0.295297143828907,0.34596438211624,0.358738474054853,0.287049220152879,0.374665981564616,0.338284798282505
