"treatment","I","gamma","m","lam","beta","stay","alpha"
3,0.8186742245,2.582311555,0.9699375515,0.2099066436,0.833414341,1.00939056205,1.97060152
3,1.929169565,5.60047931,0.918800175,0.1219800398,0.9674264285,1.2094430455,1.97060152
3,1.576538025,2.348173669,0.952293911,0.31962066795,0.7312975775,1.69414187,1.97060152
3,1.127260037,2.2555559385,0.9620551855,0.3557153149,0.736661233,2.1077463645,1.97060152
3,0.6806474825,2.644394075,0.7000149395,0.4159537695,0.655114069,1.224736469,1.97060152
3,2.53364559,3.778427185,1.093240617,0.204844146915,0.8417193285,1.052277667,1.97060152
3,2.85588585,5.57650179,0.9869764135,0.15932042175,0.682300478,0.653677588,1.97060152
3,2.37380984,3.473309685,0.827875621,0.39514933655,0.6295727465,0.4420972475,1.97060152
3,2.227974635,2.6908985515,0.909290527,0.3455237543,0.921142722,0.691288174,1.97060152
3,2.585366035,3.10798235,0.9921306785,0.5012526574,0.6123619805,0.6566050775,1.97060152
3,0.823644123,1.9976878455,0.7374195625,0.4655939993,0.6743979185,1.4487751385,1.97060152
3,1.598590725,3.137943665,0.9825108305,0.2397841562,0.734941535,1.627021831,1.97060152
3,3.038156475,3.72743347,0.864016104,0.3282603889,0.769172553,0.3895793495,1.97060152
