"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"480",-926.645,-4.05288,1.4849,0.978529,0.107488,2.66944,1.09407,0.917748,1.40876,1,0,1,480,480
"481",-926.167,-5.57308,1.52052,1.0149,0.0792146,2.55978,1.08694,1.06332,1.3326,1,0,1,481,481
"482",-922.177,-3.53141,1.5711,1.05717,0.152122,2.74572,1.18106,0.93598,1.37544,1,0,1,482,482
"483",-924.52,-6.62265,1.52796,0.977875,0.109563,2.79466,1.47931,1.00457,1.41936,1,0,1,483,483
"484",-926.005,-3.69238,1.47239,0.931455,0.129059,2.646,1.21142,0.963899,1.36305,1,0,1,484,484
"485",-922.146,-2.33418,1.4887,1.02597,0.14676,2.56744,1.19957,0.862237,1.34314,1,0,1,485,485
"486",-921.642,-1.89515,1.47626,1.00008,0.12949,2.70873,1.24834,1.00658,1.37346,1,0,1,486,486
"487",-949.176,-9.76703,1.50738,0.989584,0.0590605,2.90317,1.14818,0.817025,1.37529,1,0,1,487,487
"488",-928.032,-2.40261,1.52932,0.977231,0.125446,2.57265,1.2958,0.851744,1.32618,1,0,1,488,488
"489",-922.364,-2.57114,1.47775,1.02389,0.134828,2.52078,1.12465,0.910988,1.35237,1,0,1,489,489
"490",-926.158,-5.45174,1.44114,1.02311,0.102907,2.70573,1.35873,0.941938,1.30908,1,0,1,490,490
"491",-922.437,-2.33037,1.53653,1.0406,0.109843,2.67049,1.31322,1.00302,1.38353,1,0,1,491,491
"492",-920.914,-1.10119,1.54198,1.0156,0.108285,2.73287,1.21655,0.880594,1.36629,1,0,1,492,492
"493",-923.626,-2.68767,1.50124,1.02109,0.0869675,2.65664,1.16951,0.895534,1.38853,1,0,1,493,493
"494",-922.842,-2.04162,1.51257,0.959728,0.123792,2.6752,1.32582,0.872307,1.37317,1,0,1,494,494
"495",-930.97,-4.25801,1.48839,0.943427,0.116355,2.49505,1.3656,0.887797,1.34598,1,0,1,495,495
"496",-926.581,-5.36327,1.54289,1.01889,0.156017,2.71127,1.20755,0.896357,1.28079,1,0,1,496,496
"497",-925.835,-2.1147,1.5374,0.951345,0.106913,2.67479,1.27627,0.911632,1.32849,1,0,1,497,497
"498",-926.555,-4.73996,1.5306,0.990163,0.132541,2.92771,1.15513,1.06936,1.35678,1,0,1,498,498
"499",-921.622,-1.51717,1.51282,0.956903,0.115795,2.73964,1.27284,0.918308,1.3357,1,0,1,499,499
"500",-927.389,-4.02031,1.54824,1.07428,0.127334,2.69652,1.42228,0.958321,1.34267,1,0,1,500,500
"501",-922.727,-3.16284,1.49399,0.981274,0.092935,2.59391,1.39898,0.953714,1.32247,1,0,1,501,501
"502",-919.873,-0.6761,1.51432,1.02878,0.131109,2.66939,1.16341,0.934729,1.34453,1,0,1,502,502
"503",-923.453,-1.95891,1.54034,0.995511,0.0891955,2.66551,1.17329,0.932718,1.32322,1,0,1,503,503
"504",-923.511,-1.77467,1.53454,0.98451,0.115074,2.68572,1.06219,0.956867,1.36093,1,0,1,504,504
"505",-926.303,-5.71154,1.57841,0.958942,0.0944664,2.79715,1.21189,1.01308,1.39995,1,0,1,505,505
"506",-935.243,-6.96097,1.53034,0.980001,0.0714261,2.89193,1.03083,0.9754,1.36579,1,0,1,506,506
"507",-925.602,-3.71406,1.56547,1.02511,0.121817,2.738,1.46443,0.976308,1.33004,1,0,1,507,507
"508",-921.287,-1.93707,1.52087,1.03608,0.133209,2.60798,1.08446,0.966966,1.34829,1,0,1,508,508
"509",-921.232,-1.28187,1.54195,1.03044,0.100637,2.65487,1.15693,0.942093,1.3659,1,0,1,509,509
"510",-920.06,-2.77265,1.52354,1.01042,0.168492,2.82654,1.17414,0.932341,1.32279,1,0,1,510,510
"511",-924.77,-4.31073,1.57366,1.02597,0.189617,2.71754,1.22332,0.865884,1.3698,1,0,1,511,511
"512",-925.869,-4.23283,1.58719,1.00682,0.145019,2.76639,1.1236,0.914783,1.31422,1,0,1,512,512
"513",-927.68,-4.1675,1.49273,0.95235,0.128894,2.60798,1.39059,0.969854,1.31005,1,0,1,513,513
"514",-925.481,-2.97481,1.49554,0.980161,0.0977661,2.83155,1.20606,0.8518,1.34266,1,0,1,514,514
"515",-921.774,-0.940101,1.5197,1.00764,0.118487,2.61482,1.30579,0.871976,1.34649,1,0,1,515,515
"516",-923.729,-1.24462,1.55873,0.995604,0.148399,2.67046,1.24865,0.895493,1.35649,1,0,1,516,516
"517",-925.942,-1.30785,1.51705,0.958039,0.125394,2.5937,1.2078,0.911446,1.36352,1,0,1,517,517
"518",-1094.02,-5.02736,1.47916,0.998648,0.109258,2.9602,1.21404,1.00924,1.32189,1,0,1,518,518
"519",-923.464,-2.61971,1.47478,0.990437,0.111712,2.64038,1.21396,0.915925,1.39913,1,0,1,519,519
"520",-927.004,-5.50116,1.49473,1.03535,0.0917924,2.38801,1.24876,0.896589,1.32455,1,0,1,520,520
"521",-923.69,-3.55783,1.54674,1.02611,0.112208,2.80741,1.44137,0.897417,1.38228,1,0,1,521,521
"522",-922.622,-1.75686,1.53016,1.0041,0.090774,2.74509,1.12154,0.938608,1.34093,1,0,1,522,522
"523",-925.172,-5.1098,1.5286,1.09974,0.122295,2.61754,1.16503,1.01268,1.36244,1,0,1,523,523
"524",-922.136,-2.02553,1.49333,0.965836,0.141693,2.69955,1.17336,0.929489,1.38405,1,0,1,524,524
"525",-921.081,-2.14623,1.4538,0.996746,0.12035,2.6352,1.26456,0.941799,1.34472,1,0,1,525,525
"526",-928.019,-5.20974,1.5544,1.05828,0.0821869,2.80149,1.40661,0.931554,1.37089,1,0,1,526,526
"527",-926.746,-3.11893,1.54166,0.950565,0.0819164,2.6782,1.19516,0.924584,1.3424,1,0,1,527,527
"528",-920.291,-0.813789,1.51026,0.983787,0.120275,2.74463,1.25329,0.914607,1.37551,1,0,1,528,528
"529",-923.409,-2.3703,1.47994,0.964084,0.10062,2.69808,1.15824,0.973365,1.33906,1,0,1,529,529
"530",-926.047,-2.20087,1.504,0.969772,0.163478,2.57923,1.19735,0.984189,1.36457,1,0,1,530,530
"531",-926.32,-4.48432,1.47818,1.02499,0.130077,2.64471,1.42326,1.02936,1.39143,1,0,1,531,531
"532",-922.5,-3.05771,1.45719,0.990818,0.140437,2.59217,1.25504,0.875846,1.33451,1,0,1,532,532
"533",-928.499,-5.08589,1.55635,1.01637,0.115277,2.92561,1.08523,0.86147,1.32831,1,0,1,533,533
"534",-929.133,-4.61683,1.56205,1.02709,0.135234,2.50653,1.19864,1.05288,1.38714,1,0,1,534,534
"535",-924.405,-3.34,1.554,0.982322,0.098653,2.72952,1.23303,0.819205,1.34262,1,0,1,535,535
"536",-921.14,-1.20956,1.49686,0.995244,0.109451,2.7313,1.22629,1.00829,1.347,1,0,1,536,536
"537",-927.375,-2.79254,1.54474,1.0374,0.0966001,2.83692,1.16667,0.928315,1.37535,1,0,1,537,537
"538",-925.324,-4.18296,1.53242,0.977557,0.116462,2.77773,1.12786,0.990238,1.29613,1,0,1,538,538
"539",-923.725,-1.63022,1.49623,1.01205,0.095645,2.78362,1.22586,0.931382,1.33284,1,0,1,539,539
"540",-926.369,-4.66328,1.55675,1.04723,0.0940449,2.7572,1.1391,0.870295,1.39652,1,0,1,540,540
"541",-928.234,-5.51167,1.47712,1.00086,0.137881,2.50091,1.1813,1.10651,1.35344,1,0,1,541,541
"542",-921.502,-2.34927,1.47331,1.03666,0.107523,2.55734,1.26352,0.906304,1.36399,1,0,1,542,542
"543",-920.99,-4.15288,1.52527,0.985951,0.206841,2.81599,1.23216,0.89848,1.37642,1,0,1,543,543
"544",-920.116,-1.61469,1.52347,0.991503,0.114957,2.77149,1.39329,0.90042,1.36422,1,0,1,544,544
"545",-923.198,-2.77619,1.47317,0.987403,0.112552,2.60662,1.14808,1.01553,1.33162,1,0,1,545,545
"546",-927.141,-5.95007,1.59197,1.02499,0.194633,2.82195,1.31816,0.915205,1.37654,1,0,1,546,546
"547",-929.693,-7.38837,1.42687,0.985851,0.120624,2.74281,1.41375,1.05629,1.36916,1,0,1,547,547
"548",-922.218,-2.14278,1.48325,1.03588,0.110375,2.65665,1.14537,1.00268,1.35212,1,0,1,548,548
"549",-922.661,-1.91941,1.50474,1.01264,0.123252,2.5822,1.35835,0.944933,1.3889,1,0,1,549,549
"550",-923.385,-2.00804,1.50645,0.994889,0.123237,2.80909,1.08675,0.895665,1.35545,1,0,1,550,550
"551",-921.852,-3.52285,1.51723,1.02531,0.0880754,2.65883,1.39925,0.851382,1.37187,1,0,1,551,551
"552",-926.125,-3.57316,1.51088,1.01781,0.171591,2.69974,1.34396,1.00023,1.31318,1,0,1,552,552
"553",-922.277,-0.372443,1.51917,0.999901,0.123383,2.5873,1.20413,0.95848,1.35825,1,0,1,553,553
"554",-922.245,-1.86781,1.51164,1.00816,0.1545,2.6469,1.26088,1.00659,1.38172,1,0,1,554,554
"555",-922.263,-2.03929,1.51421,1.01063,0.121431,2.7288,1.13347,0.849957,1.37506,1,0,1,555,555
"556",-922.213,-4.43237,1.47554,1.02888,0.159835,2.69064,1.10808,1.0475,1.3365,1,0,1,556,556
"557",-922.281,-2.45175,1.48494,1.02183,0.107705,2.67591,1.08402,0.905351,1.33063,1,0,1,557,557
"558",-933.612,-10.3262,1.56199,0.960209,0.105665,2.83779,0.910534,0.897493,1.30703,1,0,1,558,558
"559",-931.753,-5.08174,1.56082,1.0637,0.140023,2.4776,1.24469,0.993454,1.32207,1,0,1,559,559
"560",-921.713,-2.3508,1.52466,1.03145,0.123081,2.77399,1.22771,0.866061,1.31939,1,0,1,560,560
"561",-924.199,-2.27217,1.51349,1.00904,0.129431,2.55245,1.05309,0.922924,1.34281,1,0,1,561,561
"562",-927.131,-3.26182,1.48376,0.986448,0.168957,2.54141,1.25866,1.019,1.35711,1,0,1,562,562
"563",-924.395,-5.10694,1.50679,1.02583,0.211874,2.68912,1.23387,0.90319,1.40138,1,0,1,563,563
"564",-922.413,-1.25597,1.51056,0.988424,0.113642,2.65907,1.14354,0.981747,1.3294,1,0,1,564,564
"565",-921.001,-0.960433,1.53819,1.02466,0.130893,2.65181,1.13398,0.960186,1.3545,1,0,1,565,565
"566",-953.331,-4.44041,1.5389,1.03167,0.0874491,2.96005,1.19828,0.960776,1.35935,1,0,1,566,566
"567",-923.227,-3.21688,1.56894,1.00164,0.0852884,2.74322,1.21434,0.978286,1.38241,1,0,1,567,567
"568",-930.079,-4.48792,1.53648,0.936376,0.0890905,2.69826,1.08315,0.901129,1.3414,1,0,1,568,568
"569",-921.686,-1.68039,1.48239,1.00947,0.135709,2.58634,1.21566,0.874221,1.3653,1,0,1,569,569
"570",-923.201,-2.74596,1.46532,1.01602,0.143823,2.60486,1.33906,0.983334,1.36848,1,0,1,570,570
"571",-924.538,-3.51146,1.54148,0.99813,0.161271,2.68514,1.10109,0.837102,1.33446,1,0,1,571,571
"572",-931.379,-6.71513,1.58676,1.00383,0.0745196,2.46726,1.2514,0.998099,1.38141,1,0,1,572,572
"573",-932.167,-8.79605,1.48825,0.989763,0.200738,2.95993,1.35516,1.03469,1.39765,1,0,1,573,573
"574",-924.749,-4.58806,1.58064,1.05728,0.15387,2.7842,1.22084,1.01357,1.34851,1,0,1,574,574
"575",-922.854,-3.42042,1.55592,1.03847,0.122909,2.74184,1.10386,0.975801,1.39341,1,0,1,575,575
"576",-931.996,-3.27353,1.53822,0.962318,0.162432,2.54368,1.09075,0.953837,1.3561,1,0,1,576,576
"577",-927.242,-3.49463,1.53021,1.0033,0.115394,2.92447,1.16927,0.876398,1.32425,1,0,1,577,577
"578",-924.644,-1.40258,1.5144,0.997679,0.112426,2.53721,1.32537,0.921569,1.33247,1,0,1,578,578
"579",-924.663,-1.72901,1.5199,1.03623,0.136684,2.51495,1.30089,0.92783,1.35633,1,0,1,579,579
"580",-921.989,-2.10683,1.53749,1.00712,0.123687,2.75913,1.09606,0.979183,1.38143,1,0,1,580,580
"581",-922.517,-1.90875,1.47662,1.0226,0.108434,2.69115,1.19763,1.00674,1.34799,1,0,1,581,581
"582",-922.942,-2.84359,1.51147,0.964161,0.140756,2.74648,1.16154,0.835918,1.35697,1,0,1,582,582
"583",-923.715,-3.28377,1.50142,1.05034,0.080707,2.65219,1.20881,0.994449,1.35545,1,0,1,583,583
"584",-921.518,-1.01385,1.50927,1.00021,0.144528,2.67733,1.34548,0.911527,1.34107,1,0,1,584,584
"585",-924.378,-3.20875,1.52382,1.05654,0.137116,2.73967,1.34768,0.924144,1.31556,1,0,1,585,585
"586",-921.499,-3.99606,1.54017,0.973243,0.151767,2.85526,1.36083,0.859228,1.37666,1,0,1,586,586
"587",-937.405,-4.63329,1.5489,1.00006,0.218134,2.62469,1.3836,0.958268,1.359,1,0,1,587,587
"588",-922.065,-3.9102,1.57824,0.997247,0.117706,2.42013,1.27731,0.922051,1.34757,1,0,1,588,588
"589",-921.591,-2.05108,1.49885,0.990609,0.13854,2.72325,1.37531,0.975867,1.38166,1,0,1,589,589
"590",-923.212,-4.74047,1.5081,1.05658,0.188433,2.68244,1.22072,0.841336,1.33789,1,0,1,590,590
"591",-926.01,-4.06698,1.56447,0.952987,0.157839,2.79912,1.31545,0.932088,1.32441,1,0,1,591,591
"592",-935.65,-8.1532,1.50557,1.08009,0.231346,2.80202,1.31308,1.00321,1.36054,1,0,1,592,592
"593",-934.088,-7.3886,1.55033,1.07815,0.0962112,2.80959,1.1184,0.80386,1.36271,1,0,1,593,593
"594",-924.306,-2.8148,1.46444,0.97685,0.110136,2.66,1.16914,0.905078,1.38534,1,0,1,594,594
"595",-920.525,-1.98138,1.52199,0.979545,0.135936,2.85469,1.20406,0.891938,1.33775,1,0,1,595,595
"596",-927.543,-6.98386,1.5472,1.02729,0.0944556,2.48901,1.37778,1.00778,1.42063,1,0,1,596,596
"597",-920.818,-0.991838,1.48699,1.03086,0.119221,2.69289,1.20723,0.949271,1.34589,1,0,1,597,597
"598",-923.81,-6.03624,1.47138,1.01414,0.236973,2.72568,1.22351,0.911536,1.33084,1,0,1,598,598
"599",-925.752,-5.13602,1.57959,1.05252,0.114602,2.58254,1.02112,0.948958,1.35006,1,0,1,599,599
"600",-925.469,-4.04952,1.55203,1.01664,0.0929796,2.60262,1.0844,1.0498,1.36255,1,0,1,600,600
"601",-942.961,-3.84152,1.53533,1.03816,0.108918,2.95558,1.28376,0.918952,1.37409,1,0,1,601,601
"602",-921.231,-1.40066,1.52746,1.00143,0.148662,2.75533,1.36129,0.949227,1.36527,1,0,1,602,602
"603",-921.82,-3.42216,1.55411,1.01213,0.181366,2.8041,1.18708,0.958849,1.32608,1,0,1,603,603
"604",-921.731,-3.99044,1.52329,0.940811,0.122533,2.88082,1.30608,0.92669,1.38014,1,0,1,604,604
"605",-921.548,-2.02075,1.49441,1.03986,0.08942,2.61972,1.23919,0.948184,1.36343,1,0,1,605,605
"606",-923.235,-3.94339,1.53132,1.00842,0.124911,2.73625,1.34169,0.816568,1.39297,1,0,1,606,606
"607",-942.536,-8.17647,1.57936,1.06317,0.191385,2.41741,1.29191,0.875142,1.34627,1,0,1,607,607
"608",-921.654,-2.13985,1.52977,0.998694,0.136804,2.71158,1.302,0.868134,1.3923,1,0,1,608,608
"609",-923.309,-2.23434,1.48069,1.00143,0.162771,2.60212,1.30061,0.901952,1.37104,1,0,1,609,609
"610",-926.222,-3.65827,1.573,1.02324,0.0833039,2.56685,1.15713,0.97231,1.34055,1,0,1,610,610
"611",-928.843,-4.46694,1.54185,1.00418,0.0829488,2.46136,1.35057,0.883243,1.33259,1,0,1,611,611
"612",-923.391,-2.772,1.53052,1.00186,0.105408,2.75634,1.11891,0.833385,1.34161,1,0,1,612,612
"613",-940.573,-5.24845,1.53779,0.922341,0.112087,2.50866,1.21686,0.93161,1.31775,1,0,1,613,613
"614",-922.953,-2.12388,1.52979,0.979774,0.109957,2.79275,1.13703,0.997494,1.37512,1,0,1,614,614
"615",-933.296,-3.61502,1.51152,0.966793,0.144101,2.45532,1.37093,0.955867,1.37112,1,0,1,615,615
"616",-921.235,-4.95041,1.52238,0.976397,0.0979112,2.80505,1.509,0.851707,1.35077,1,0,1,616,616
"617",-925.568,-4.91089,1.44216,0.965963,0.128838,2.55586,1.19767,0.935513,1.31762,1,0,1,617,617
"618",-927.256,-6.79261,1.48015,1.05061,0.117284,2.63204,1.18958,1.13121,1.32492,1,0,1,618,618
"619",-924.48,-3.86891,1.55398,1.0426,0.150665,2.6498,1.24069,0.815374,1.35369,1,0,1,619,619
"620",-921.962,-2.5082,1.54938,1.04498,0.122386,2.71012,1.10253,0.948998,1.3287,1,0,1,620,620
"621",-941.343,-6.25958,1.50576,1.00976,0.071936,2.8993,1.33118,1.02379,1.32967,1,0,1,621,621
"622",-924.971,-4.27058,1.49403,0.972055,0.138575,2.9035,1.25077,1.04124,1.37101,1,0,1,622,622
"623",-927.062,-5.55397,1.59874,1.07292,0.13163,2.65478,1.17924,0.892518,1.32836,1,0,1,623,623
"624",-928.158,-1.64285,1.53967,1.00096,0.147427,2.52811,1.28098,0.888912,1.35456,1,0,1,624,624
"625",-924.197,-3.99833,1.56043,1.02084,0.119629,2.65594,1.02627,1.0035,1.37841,1,0,1,625,625
"626",-921.563,-2.78502,1.46259,0.987335,0.161006,2.64485,1.14418,0.950049,1.35848,1,0,1,626,626
"627",-924.3,-3.86689,1.45972,1.0341,0.130169,2.48994,1.32082,0.9458,1.37016,1,0,1,627,627
"628",-923.636,-3.99317,1.49203,1.01848,0.0837766,2.51792,1.15866,0.996033,1.38268,1,0,1,628,628
"629",-924.175,-3.12761,1.56763,1.01397,0.111485,2.88235,1.13705,0.955032,1.3413,1,0,1,629,629
"630",-920.088,-0.803384,1.49481,0.98644,0.109561,2.68392,1.31133,0.913922,1.355,1,0,1,630,630
"631",-921.786,-1.77815,1.52486,1.01964,0.107514,2.73391,1.31174,1.02967,1.35019,1,0,1,631,631
"632",-927.175,-2.6624,1.54608,1.03811,0.147116,2.62603,1.36536,0.980236,1.32811,1,0,1,632,632
"633",-921.498,-1.71103,1.55049,1.01195,0.111899,2.72385,1.23875,1.00028,1.38213,1,0,1,633,633
"634",-921.708,-2.67322,1.50087,1.00905,0.119088,2.68545,1.24954,0.894256,1.29971,1,0,1,634,634
"635",-928.766,-2.30417,1.51327,0.974482,0.160162,2.54682,1.23945,0.872339,1.34368,1,0,1,635,635
"636",-939.802,-5.6441,1.43239,1.02455,0.152095,2.80395,1.10947,0.920626,1.36159,1,0,1,636,636
"637",-921.183,-1.67575,1.49513,1.00814,0.109595,2.66788,1.23009,0.843157,1.35004,1,0,1,637,637
"638",-923.218,-3.03127,1.5632,1.00268,0.121105,2.87402,1.10933,0.924817,1.33843,1,0,1,638,638
"639",-934.483,-2.84084,1.53463,0.982276,0.164991,2.46416,1.2204,0.939718,1.34426,1,0,1,639,639
"640",-927.754,-5.60107,1.50983,0.982931,0.0936241,2.75275,1.05029,1.08625,1.33704,1,0,1,640,640
"641",-920.825,-0.845544,1.54269,0.994116,0.121212,2.72597,1.34169,0.955591,1.35062,1,0,1,641,641
"642",-925.172,-2.202,1.49183,0.99333,0.10095,2.48418,1.17451,0.922381,1.34983,1,0,1,642,642
"643",-935.238,-5.89239,1.52622,1.09102,0.165623,2.86674,1.235,0.985675,1.35761,1,0,1,643,643
"644",-924.857,-5.00648,1.466,0.960968,0.115553,2.80654,1.34692,1.04862,1.37046,1,0,1,644,644
"645",-927.843,-5.37411,1.56655,0.955443,0.112399,2.80271,1.02848,0.978268,1.37963,1,0,1,645,645
"646",-919.943,-0.871556,1.48821,1.0144,0.131666,2.66556,1.16149,0.926053,1.34659,1,0,1,646,646
"647",-926.606,-1.63661,1.52079,0.954271,0.116089,2.57452,1.27816,0.939537,1.36721,1,0,1,647,647
"648",-929.06,-7.49866,1.55514,0.928765,0.19423,2.8424,1.36209,1.00478,1.34649,1,0,1,648,648
"649",-925.335,-2.67484,1.5332,1.01428,0.114221,2.59112,1.27786,1.0696,1.3436,1,0,1,649,649
"650",-926.398,-2.20765,1.55878,0.970705,0.151483,2.68264,1.32363,0.988108,1.35583,1,0,1,650,650
"651",-927.106,-6.17927,1.45017,0.999218,0.126221,2.63282,1.29695,0.829547,1.40748,1,0,1,651,651
"652",-931.107,-3.9037,1.61104,0.977206,0.131396,2.67153,1.17174,0.908174,1.35128,1,0,1,652,652
"653",-1096.42,-5.98773,1.48893,1.02129,0.0931994,2.92253,1.34981,1.05345,1.32914,1,0,1,653,653
"654",-920.956,-2.06371,1.53349,0.993953,0.0956375,2.75331,1.34317,0.925271,1.32298,1,0,1,654,654
"655",-925.495,-2.92176,1.49273,0.980575,0.101857,2.5473,1.27389,0.931787,1.30968,1,0,1,655,655
"656",-922.331,-2.4943,1.52942,0.971998,0.108337,2.72638,1.27022,0.952801,1.40275,1,0,1,656,656
"657",-927.785,-3.80921,1.53645,1.01865,0.172143,2.56347,1.2759,0.846572,1.38612,1,0,1,657,657
"658",-922.064,-1.4942,1.50866,0.992604,0.103409,2.64402,1.25645,1.02061,1.33732,1,0,1,658,658
"659",-921.673,-2.93106,1.52908,0.991302,0.143564,2.83384,1.24795,1.01393,1.31918,1,0,1,659,659
"660",-923.033,-3.40614,1.47704,1.03745,0.113372,2.64401,1.2627,1.04165,1.32681,1,0,1,660,660
"661",-921.046,-1.21151,1.50464,0.999156,0.0946673,2.70156,1.21376,0.908029,1.33223,1,0,1,661,661
"662",-924.819,-3.28081,1.55086,1.02244,0.121403,2.65495,1.48861,0.887038,1.36868,1,0,1,662,662
"663",-924.126,-3.76255,1.48356,0.942366,0.0940741,2.78934,1.28432,0.963865,1.36674,1,0,1,663,663
"664",-924.866,-2.4378,1.47012,1.01659,0.116573,2.73262,1.29763,0.908631,1.38707,1,0,1,664,664
"665",-923.665,-1.65613,1.52555,0.972511,0.0963849,2.66799,1.18195,0.879504,1.36879,1,0,1,665,665
"666",-931.593,-5.10161,1.5411,1.02153,0.168046,2.83593,1.51314,0.949356,1.3386,1,0,1,666,666
"667",-924.165,-6.10261,1.56585,1.05337,0.184321,2.78674,1.22094,0.87066,1.3971,1,0,1,667,667
"668",-931.083,-5.98847,1.45137,0.971231,0.162662,2.53205,1.44726,0.922329,1.33454,1,0,1,668,668
"669",-923.668,-3.08821,1.46762,1.00196,0.0859693,2.60424,1.16109,0.908978,1.37075,1,0,1,669,669
"670",-924.188,-2.82888,1.47125,0.955879,0.113112,2.68854,1.13113,0.97411,1.3495,1,0,1,670,670
"671",-926.537,-3.26977,1.49227,1.02666,0.0799687,2.73751,1.30257,0.983394,1.37438,1,0,1,671,671
"672",-920.881,-1.48474,1.49738,1.02189,0.114584,2.66986,1.1405,0.966221,1.32728,1,0,1,672,672
"673",-924.739,-1.78236,1.54618,1.00537,0.136138,2.63256,1.12139,0.933414,1.32197,1,0,1,673,673
"674",-921.174,-1.12285,1.5096,1.03641,0.115064,2.70359,1.31895,0.905146,1.36347,1,0,1,674,674
"675",-930.404,-3.21476,1.55623,0.962904,0.142959,2.58736,1.26538,0.847417,1.37368,1,0,1,675,675
"676",-941.477,-3.58801,1.50522,1.04594,0.0979167,2.87111,1.31948,1.00164,1.3506,1,0,1,676,676
"677",-923.061,-2.92606,1.50029,1.05459,0.124893,2.48427,1.21738,0.896022,1.35875,1,0,1,677,677
"678",-923.693,-3.35283,1.5094,0.986413,0.0740648,2.64262,1.20447,0.863859,1.35912,1,0,1,678,678
"679",-922.131,-2.3445,1.47418,0.980444,0.108118,2.67354,1.24052,0.851281,1.34981,1,0,1,679,679
"680",-922.06,-3.25943,1.54908,0.986948,0.0975809,2.75147,1.42938,1.01036,1.34474,1,0,1,680,680
"681",-921.742,-1.53463,1.55161,1.02577,0.120401,2.70716,1.15524,0.925476,1.32678,1,0,1,681,681
"682",-928.422,-2.01088,1.51695,0.984144,0.144514,2.54967,1.39165,0.952332,1.34206,1,0,1,682,682
"683",-932.292,-4.07955,1.49996,0.949192,0.110362,2.48961,1.24656,0.846596,1.3424,1,0,1,683,683
"684",-930.116,-8.30814,1.5534,1.10791,0.144138,2.73748,1.21265,0.813231,1.3791,1,0,1,684,684
"685",-920.657,-1.30412,1.50153,1.03608,0.132652,2.61625,1.20481,0.894358,1.36958,1,0,1,685,685
"686",-922.212,-1.78487,1.5001,1.0162,0.116479,2.71792,1.24476,0.869402,1.38657,1,0,1,686,686
"687",-922.369,-1.6025,1.54722,1.04234,0.115665,2.5976,1.25511,0.884616,1.35387,1,0,1,687,687
"688",-924.013,-3.00735,1.52572,0.980334,0.0905494,2.76121,1.18706,1.04636,1.34388,1,0,1,688,688
"689",-925.761,-4.74636,1.52081,1.07409,0.159457,2.67922,1.30543,0.832145,1.35043,1,0,1,689,689
"690",-925.86,-3.69067,1.5617,1.04005,0.134165,2.5397,1.05555,0.962712,1.35363,1,0,1,690,690
"691",-927.792,-6.20405,1.43884,0.934213,0.14138,2.61424,1.21787,0.943346,1.38284,1,0,1,691,691
"692",-922.354,-2.5712,1.56888,1.00825,0.086039,2.71627,1.24461,0.927241,1.37562,1,0,1,692,692
"693",-923.349,-4.17305,1.56054,1.01555,0.135099,2.84371,1.10751,0.894592,1.31162,1,0,1,693,693
"694",-925.003,-2.77918,1.51156,1.01174,0.11721,2.51216,1.23897,0.841415,1.37867,1,0,1,694,694
"695",-922.306,-1.49735,1.5082,0.980785,0.145169,2.64247,1.16711,0.961104,1.38272,1,0,1,695,695
"696",-922.36,-1.55203,1.51765,0.972606,0.127583,2.71743,1.14357,0.896019,1.37899,1,0,1,696,696
"697",-941.988,-6.40554,1.47742,1.0656,0.0981058,2.7757,1.12354,1.00037,1.30337,1,0,1,697,697
"698",-921.31,-1.15232,1.50285,1.01856,0.103536,2.75602,1.30746,0.943839,1.33876,1,0,1,698,698
"699",-926.17,-3.91912,1.44993,0.985357,0.125786,2.79729,1.33143,0.880115,1.37008,1,0,1,699,699
"700",-921.027,-3.01807,1.54009,0.959323,0.112922,2.86524,1.33062,0.970928,1.36845,1,0,1,700,700
"701",-926.36,-2.46017,1.56958,0.965563,0.107621,2.70845,1.1185,0.953696,1.3548,1,0,1,701,701
"702",-920.829,-1.47779,1.52719,1.01432,0.100082,2.66735,1.32428,0.90562,1.38234,1,0,1,702,702
"703",-922.543,-1.80857,1.56986,1.01026,0.0970138,2.70456,1.18648,0.904646,1.35826,1,0,1,703,703
"704",-922.566,-4.74037,1.51075,1.00577,0.183994,2.67019,1.04499,0.94007,1.39603,1,0,1,704,704
"705",-930.149,-8.5884,1.62224,0.996388,0.136299,2.73644,1.12033,1.05907,1.40327,1,0,1,705,705
"706",-927.255,-5.34009,1.60993,0.987876,0.104057,2.76774,1.37196,1.01073,1.34485,1,0,1,706,706
"707",-927.365,-5.38211,1.53339,1.02615,0.100015,2.84029,1.21598,1.00054,1.28963,1,0,1,707,707
"708",-923.827,-7.07515,1.59541,0.986258,0.184277,2.83945,1.10762,0.96122,1.39501,1,0,1,708,708
"709",-935.166,-4.84689,1.56285,0.965005,0.150972,2.62299,1.44034,1.03485,1.3363,1,0,1,709,709
"710",-924.015,-2.59202,1.54012,1.04589,0.166797,2.57914,1.19127,0.893834,1.35461,1,0,1,710,710
"711",-924.251,-0.964195,1.52289,0.998678,0.132662,2.55835,1.13777,0.945447,1.35133,1,0,1,711,711
"712",-931.028,-4.78734,1.57293,1.00083,0.126765,2.5225,1.00407,0.928008,1.36853,1,0,1,712,712
"713",-924.175,-3.07968,1.48277,1.00884,0.120793,2.78449,1.22021,1.04355,1.32658,1,0,1,713,713
"714",-925.661,-2.76389,1.54116,1.0189,0.140962,2.68819,1.36733,1.01646,1.32212,1,0,1,714,714
"715",-930.272,-5.6212,1.52452,0.986741,0.146289,2.69583,1.51397,1.0802,1.36335,1,0,1,715,715
