"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"994",-9438.51,-2.12998,1.30696,0.908857,0.837837,4.71621,0.874238,1.04721,1.44094,1,0,1,994,994
"995",-9447.9,-3.09419,1.32014,0.931124,0.831977,4.57622,0.878657,1.08921,1.43777,1,0,1,995,995
"996",-9449.28,-2.5464,1.31859,0.919573,0.864365,4.66953,0.884954,1.06173,1.43382,1,0,1,996,996
"997",-9442.47,-2.23033,1.30319,0.903857,0.867234,4.5992,0.883709,1.10259,1.45874,1,0,1,997,997
"998",-9439.94,-0.909704,1.31497,0.927852,0.841892,4.66877,0.88119,1.07533,1.44939,1,0,1,998,998
"999",-9438.81,-4.09553,1.31191,0.89602,0.82993,4.56075,0.874803,1.0488,1.46606,1,0,1,999,999
"1000",-9441.17,-2.62882,1.30651,0.924198,0.827472,4.70163,0.878461,1.1296,1.45323,1,0,1,1000,1000
"1001",-9445.35,-2.73732,1.31036,0.897784,0.814481,4.70096,0.885117,1.09697,1.44916,1,0,1,1001,1001
"1002",-9445.15,-4.6825,1.30355,0.917638,0.861195,4.72177,0.87157,1.13519,1.44173,1,0,1,1002,1002
"1003",-9441.83,-7.01474,1.32011,0.905641,0.823562,4.9051,0.886572,1.09252,1.46937,1,0,1,1003,1003
"1004",-9440.45,-0.847561,1.32016,0.910598,0.842676,4.63201,0.877372,1.06262,1.45441,1,0,1,1004,1004
"1005",-9443.28,-1.87605,1.31873,0.912296,0.864306,4.57353,0.882629,1.08102,1.46158,1,0,1,1005,1005
"1006",-9447.19,-4.77909,1.3096,0.911299,0.849861,4.57062,0.869811,1.0976,1.43402,1,0,1,1006,1006
"1007",-9440.85,-2.37827,1.31788,0.897893,0.834897,4.79949,0.880838,1.04683,1.45066,1,0,1,1007,1007
"1008",-9441.05,-3.88948,1.29969,0.893591,0.856809,4.53634,0.876716,1.04577,1.456,1,0,1,1008,1008
"1009",-9447,-2.51057,1.32597,0.905727,0.837718,4.75033,0.884756,1.10973,1.45233,1,0,1,1009,1009
"1010",-9453.33,-4.90338,1.31631,0.895459,0.827855,4.45489,0.877561,1.07226,1.44135,1,0,1,1010,1010
"1011",-9441.25,-6.18836,1.29066,0.922821,0.873555,4.54787,0.876262,1.0437,1.43562,1,0,1,1011,1011
"1012",-9436.82,-5.84279,1.30283,0.902226,0.848113,4.93331,0.87784,1.03504,1.45232,1,0,1,1012,1012
"1013",-9442.74,-2.46005,1.32284,0.9253,0.865401,4.73369,0.885162,1.06358,1.44923,1,0,1,1013,1013
"1014",-9446.79,-2.4752,1.31878,0.89553,0.868728,4.63045,0.885229,1.06388,1.45665,1,0,1,1014,1014
"1015",-9442.01,-4.0217,1.31406,0.924973,0.851224,4.82253,0.885572,1.12654,1.45615,1,0,1,1015,1015
"1016",-9441.81,-2.72918,1.30962,0.913376,0.853207,4.70519,0.879033,1.14164,1.4616,1,0,1,1016,1016
"1017",-9445.89,-2.40759,1.30517,0.91545,0.876437,4.65687,0.881104,1.09721,1.43527,1,0,1,1017,1017
"1018",-9436.87,-2.61507,1.30544,0.934337,0.83749,4.64572,0.88331,1.04931,1.45422,1,0,1,1018,1018
"1019",-9438.65,-3.77529,1.30848,0.936379,0.836929,4.80819,0.879659,1.09602,1.46052,1,0,1,1019,1019
"1020",-9439.96,-3.38887,1.31233,0.906453,0.852511,4.83992,0.882991,1.03091,1.44297,1,0,1,1020,1020
"1021",-9457.42,-4.32025,1.31425,0.899514,0.867211,4.60531,0.889702,1.09494,1.43644,1,0,1,1021,1021
"1022",-9443.06,-3.17059,1.2938,0.911423,0.860809,4.5469,0.883942,1.08669,1.44647,1,0,1,1022,1022
"1023",-9436.86,-1.83979,1.31854,0.910743,0.830665,4.72643,0.880096,1.06237,1.46552,1,0,1,1023,1023
"1024",-9444.77,-3.66565,1.29736,0.89372,0.828821,4.59388,0.886483,1.07056,1.4503,1,0,1,1024,1024
"1025",-9445.3,-4.87973,1.30167,0.909531,0.813649,4.49825,0.884064,1.05001,1.44288,1,0,1,1025,1025
"1026",-9435.98,-2.82161,1.30519,0.918622,0.821758,4.78906,0.882027,1.05986,1.46141,1,0,1,1026,1026
"1027",-9448.39,-3.41866,1.30435,0.893112,0.849753,4.60482,0.882099,1.03912,1.43427,1,0,1,1027,1027
"1028",-9446.29,-1.1902,1.31139,0.897188,0.852885,4.63111,0.881242,1.06383,1.44074,1,0,1,1028,1028
"1029",-9439.65,-2.34758,1.30652,0.902373,0.850268,4.83372,0.881085,1.10401,1.45208,1,0,1,1029,1029
"1030",-9445.08,-4.29872,1.30015,0.925774,0.847147,4.57801,0.884378,1.0447,1.43124,1,0,1,1030,1030
"1031",-9441.13,-2.45833,1.30006,0.896159,0.8518,4.59159,0.878004,1.04609,1.44597,1,0,1,1031,1031
"1032",-9437.99,-1.48089,1.30603,0.897976,0.843015,4.73491,0.876086,1.0639,1.44924,1,0,1,1032,1032
"1033",-9441.38,-2.06719,1.31907,0.913923,0.883382,4.67032,0.87999,1.05794,1.45418,1,0,1,1033,1033
"1034",-9462.89,-4.66001,1.32694,0.908888,0.844157,4.6198,0.883285,1.12963,1.42881,1,0,1,1034,1034
"1035",-9467.46,-7.05297,1.32994,0.884827,0.86778,4.51387,0.880589,1.04573,1.43555,1,0,1,1035,1035
"1036",-9451.85,-3.53664,1.31385,0.906623,0.876265,4.60857,0.883223,1.04233,1.43223,1,0,1,1036,1036
"1037",-9438.96,-4.78029,1.3081,0.888689,0.851443,4.85186,0.881014,1.09111,1.46665,1,0,1,1037,1037
"1038",-9434.98,-3.33735,1.30927,0.906143,0.828491,4.76426,0.876865,1.03031,1.46361,1,0,1,1038,1038
"1039",-9444.63,-1.08409,1.31632,0.920993,0.84232,4.60591,0.883595,1.09106,1.44708,1,0,1,1039,1039
"1040",-9447.32,-2.06226,1.32617,0.915662,0.861892,4.70214,0.879457,1.1165,1.44906,1,0,1,1040,1040
"1041",-9442.59,-2.01189,1.322,0.916152,0.818365,4.70162,0.883807,1.07169,1.45241,1,0,1,1041,1041
"1042",-9443.63,-2.74348,1.31384,0.898564,0.821235,4.73086,0.878692,1.04372,1.43894,1,0,1,1042,1042
"1043",-9454.86,-11.2343,1.31301,0.940069,0.897868,4.5418,0.868989,1.12505,1.43999,1,0,1,1043,1043
"1044",-9436.07,-2.97408,1.30918,0.923879,0.844298,4.62155,0.872911,1.0899,1.46427,1,0,1,1044,1044
"1045",-9439.69,-1.20728,1.32075,0.911549,0.851353,4.75272,0.87781,1.05504,1.45016,1,0,1,1045,1045
"1046",-9462.03,-8.35814,1.3166,0.919187,0.831981,4.60227,0.889813,1.04442,1.41709,1,0,1,1046,1046
"1047",-9440.52,-5.13741,1.3083,0.897614,0.81874,4.85745,0.875606,1.04057,1.44455,1,0,1,1047,1047
"1048",-9454.18,-5.11894,1.32792,0.890805,0.824048,4.54352,0.877331,1.11628,1.4534,1,0,1,1048,1048
"1049",-9440.74,-4.70533,1.31956,0.917485,0.866944,4.76428,0.879283,1.00087,1.44708,1,0,1,1049,1049
"1050",-9452.08,-4.18211,1.32209,0.912634,0.861923,4.65842,0.883454,1.02072,1.43162,1,0,1,1050,1050
"1051",-9442.69,-0.54055,1.31055,0.915343,0.843224,4.61125,0.881625,1.09435,1.44698,1,0,1,1051,1051
"1052",-9443.02,-3.58438,1.31485,0.940041,0.834735,4.61877,0.885428,1.06405,1.44678,1,0,1,1052,1052
"1053",-9443.4,-1.99529,1.31335,0.914014,0.848199,4.80073,0.883096,1.07741,1.43678,1,0,1,1053,1053
"1054",-9440.15,-2.56509,1.29733,0.905856,0.838881,4.72593,0.88533,1.11007,1.45426,1,0,1,1054,1054
"1055",-9442.89,-4.85337,1.30191,0.891825,0.872947,4.55274,0.881854,1.07035,1.46929,1,0,1,1055,1055
"1056",-9440.31,-1.33957,1.30204,0.912263,0.837023,4.66162,0.881268,1.05789,1.43884,1,0,1,1056,1056
"1057",-9440.63,-7.89825,1.28548,0.929314,0.815248,4.65352,0.889884,1.06647,1.44881,1,0,1,1057,1057
"1058",-9447.33,-4.41652,1.32758,0.921597,0.844585,4.4927,0.877162,1.10162,1.45922,1,0,1,1058,1058
"1059",-9449.34,-3.84299,1.33701,0.913456,0.845726,4.57063,0.880416,1.06892,1.45879,1,0,1,1059,1059
"1060",-9448.67,-2.01393,1.30852,0.897999,0.830653,4.61289,0.881695,1.09792,1.43768,1,0,1,1060,1060
"1061",-9441.47,-2.78172,1.30861,0.920807,0.836062,4.54385,0.885635,1.09124,1.46023,1,0,1,1061,1061
"1062",-9442.97,-2.14755,1.3084,0.909817,0.83627,4.5067,0.879564,1.09091,1.45369,1,0,1,1062,1062
"1063",-9443.63,-4.79998,1.29322,0.915051,0.882765,4.61009,0.887107,1.07442,1.44236,1,0,1,1063,1063
"1064",-9446.76,-8.31476,1.32835,0.941153,0.823446,4.86942,0.87912,1.02679,1.44708,1,0,1,1064,1064
"1065",-9441.05,-1.32313,1.31322,0.923818,0.843048,4.7098,0.878578,1.11398,1.45099,1,0,1,1065,1065
"1066",-9435.81,-1.45881,1.3095,0.918589,0.846084,4.64892,0.881624,1.04187,1.46114,1,0,1,1066,1066
"1067",-9437.64,-4.75397,1.32057,0.909857,0.878155,4.74626,0.884036,1.03357,1.46943,1,0,1,1067,1067
"1068",-9453.26,-5.576,1.3297,0.905187,0.816762,4.80301,0.877973,1.07419,1.43012,1,0,1,1068,1068
"1069",-9448.51,-3.63143,1.31255,0.904974,0.847822,4.53784,0.882709,1.13783,1.46048,1,0,1,1069,1069
"1070",-9433.23,-4.68072,1.2935,0.911397,0.841646,4.76263,0.878164,1.03196,1.46808,1,0,1,1070,1070
"1071",-9446.49,-4.27293,1.31511,0.897038,0.819677,4.59634,0.885768,1.11203,1.46543,1,0,1,1071,1071
"1072",-9438.94,-2.2943,1.30694,0.912936,0.878108,4.67992,0.885247,1.05195,1.45425,1,0,1,1072,1072
"1073",-9440.08,-4.42764,1.323,0.930675,0.841704,4.59038,0.885022,1.06135,1.46989,1,0,1,1073,1073
"1074",-9435.8,-2.6124,1.29922,0.918706,0.851545,4.62309,0.872794,1.08002,1.45488,1,0,1,1074,1074
"1075",-9437.95,-4.30844,1.30205,0.934404,0.867405,4.60056,0.872646,1.07286,1.45154,1,0,1,1075,1075
"1076",-9443.81,-4.55705,1.29842,0.90593,0.820862,4.71182,0.884574,1.04037,1.43142,1,0,1,1076,1076
"1077",-9451.3,-7.43087,1.29288,0.912529,0.834014,4.48846,0.890524,1.08437,1.43724,1,0,1,1077,1077
"1078",-9439.6,-6.53883,1.29188,0.906113,0.823846,4.84565,0.879891,1.10375,1.47064,1,0,1,1078,1078
"1079",-9441.24,-1.8179,1.3098,0.898415,0.815934,4.70458,0.880437,1.07406,1.44994,1,0,1,1079,1079
"1080",-9440.46,-1.50339,1.32379,0.914195,0.85761,4.65192,0.8809,1.0716,1.46267,1,0,1,1080,1080
"1081",-9442.83,-1.47897,1.31478,0.902245,0.86948,4.71075,0.87705,1.0674,1.44294,1,0,1,1081,1081
"1082",-9438.93,-1.1106,1.31429,0.914987,0.84601,4.76387,0.884272,1.0637,1.45136,1,0,1,1082,1082
"1083",-9450.35,-3.07441,1.32446,0.927421,0.872675,4.59,0.881384,1.1015,1.44543,1,0,1,1083,1083
"1084",-9441.66,-2.61937,1.31912,0.923783,0.817568,4.65181,0.885195,1.06573,1.45463,1,0,1,1084,1084
"1085",-9449.19,-4.03894,1.31913,0.888737,0.829365,4.6295,0.887724,1.06249,1.45856,1,0,1,1085,1085
"1086",-9435.65,-1.25663,1.30403,0.920916,0.837815,4.70368,0.883116,1.06977,1.45831,1,0,1,1086,1086
"1087",-9436.34,-3.04442,1.30707,0.901907,0.818061,4.75068,0.875252,1.05711,1.45927,1,0,1,1087,1087
"1088",-9441.1,-1.66765,1.31639,0.903194,0.826471,4.60486,0.881471,1.07165,1.46119,1,0,1,1088,1088
"1089",-9449.13,-2.58372,1.314,0.916444,0.859802,4.67445,0.876614,1.11795,1.43353,1,0,1,1089,1089
"1090",-9438.76,-1.09454,1.31786,0.907403,0.850249,4.76419,0.876884,1.07284,1.45345,1,0,1,1090,1090
"1091",-9446.96,-3.36794,1.30973,0.905991,0.824796,4.75251,0.887818,1.0786,1.43621,1,0,1,1091,1091
"1092",-9442.13,-2.98039,1.31194,0.898298,0.834285,4.59912,0.884997,1.04202,1.46328,1,0,1,1092,1092
"1093",-9443.65,-4.47823,1.32166,0.917935,0.895528,4.707,0.885885,1.05501,1.45418,1,0,1,1093,1093
"1094",-9444.43,-3.57274,1.30935,0.925453,0.880806,4.7347,0.877701,1.08292,1.43318,1,0,1,1094,1094
"1095",-9441.77,-4.97004,1.30892,0.908344,0.857442,4.80401,0.883986,1.00794,1.43719,1,0,1,1095,1095
"1096",-9438.07,-3.67696,1.32062,0.930048,0.837309,4.5977,0.878471,1.03239,1.46262,1,0,1,1096,1096
"1097",-9445.4,-1.81292,1.31686,0.907435,0.829343,4.54368,0.880069,1.06021,1.44703,1,0,1,1097,1097
"1098",-9444.25,-2.56303,1.32998,0.909119,0.844124,4.74205,0.879704,1.04006,1.44899,1,0,1,1098,1098
"1099",-9442.71,-0.965876,1.31632,0.902065,0.850739,4.60222,0.876953,1.07011,1.45141,1,0,1,1099,1099
"1100",-9456.55,-4.28545,1.32232,0.904129,0.827522,4.68033,0.878046,1.12664,1.42904,1,0,1,1100,1100
"1101",-9452.84,-6.9146,1.31155,0.93137,0.843785,4.66005,0.889385,1.16369,1.44475,1,0,1,1101,1101
"1102",-9441.7,-0.141513,1.31696,0.910644,0.849066,4.67922,0.879848,1.08053,1.44858,1,0,1,1102,1102
"1103",-9444.47,-4.2701,1.32075,0.904755,0.810377,4.61983,0.874702,1.11991,1.45703,1,0,1,1103,1103
"1104",-9451.21,-3.71269,1.32044,0.922973,0.832352,4.59619,0.886014,1.1322,1.44659,1,0,1,1104,1104
"1105",-9453.88,-7.02935,1.34403,0.902192,0.826014,4.78109,0.879999,1.03876,1.44501,1,0,1,1105,1105
"1106",-9445.79,-3.08707,1.31845,0.887996,0.815965,4.66831,0.879818,1.06911,1.45224,1,0,1,1106,1106
"1107",-9438.43,-1.36267,1.3029,0.917379,0.865123,4.68686,0.881374,1.05472,1.44359,1,0,1,1107,1107
"1108",-9448.3,-1.93813,1.31706,0.904138,0.877285,4.61875,0.879358,1.06671,1.44087,1,0,1,1108,1108
"1109",-9447.93,-4.45795,1.33069,0.919622,0.868254,4.63987,0.872046,1.10292,1.45209,1,0,1,1109,1109
"1110",-9442.45,-1.32292,1.30966,0.923995,0.849601,4.59047,0.878131,1.08879,1.44294,1,0,1,1110,1110
"1111",-9447.81,-5.2218,1.3041,0.892934,0.904158,4.63343,0.879154,1.08779,1.44568,1,0,1,1111,1111
"1112",-9439.6,-2.19337,1.31599,0.899581,0.870936,4.73574,0.883004,1.05361,1.45883,1,0,1,1112,1112
"1113",-9449.68,-2.26715,1.32341,0.89628,0.843067,4.60943,0.884137,1.05066,1.44943,1,0,1,1113,1113
"1114",-9442.74,-1.20517,1.31148,0.910145,0.824313,4.61153,0.882488,1.09641,1.45099,1,0,1,1114,1114
"1115",-9450.34,-2.94215,1.31987,0.893098,0.839469,4.73247,0.878773,1.12673,1.44391,1,0,1,1115,1115
"1116",-9440.79,-3.68251,1.2978,0.905869,0.87317,4.56718,0.879997,1.10533,1.46404,1,0,1,1116,1116
"1117",-9441.38,-3.38689,1.29336,0.904801,0.842293,4.70213,0.882876,1.05602,1.43322,1,0,1,1117,1117
"1118",-9442.73,-5.12652,1.32731,0.936889,0.82715,4.66819,0.880644,1.11431,1.4656,1,0,1,1118,1118
"1119",-9453.86,-3.76191,1.31897,0.896451,0.851061,4.71148,0.876985,1.08982,1.42597,1,0,1,1119,1119
"1120",-9444.99,-2.66017,1.3228,0.917753,0.810582,4.63453,0.879067,1.07535,1.44432,1,0,1,1120,1120
"1121",-9437.53,-3.94605,1.31097,0.944187,0.840951,4.60468,0.878124,1.0587,1.45744,1,0,1,1121,1121
"1122",-9453.04,-6.81381,1.32671,0.902927,0.793466,4.5326,0.882759,1.05223,1.44555,1,0,1,1122,1122
"1123",-9453,-6.53725,1.32944,0.931055,0.819061,4.82145,0.882743,1.07665,1.43126,1,0,1,1123,1123
"1124",-9437.95,-2.62666,1.30481,0.927538,0.831451,4.67582,0.88471,1.03867,1.44949,1,0,1,1124,1124
"1125",-9435.22,-1.34673,1.30409,0.921024,0.860947,4.6427,0.878492,1.0657,1.45922,1,0,1,1125,1125
"1126",-9443.47,-2.97025,1.30965,0.894939,0.868534,4.67294,0.883926,1.11218,1.46323,1,0,1,1126,1126
"1127",-9438.25,-2.22505,1.30412,0.906628,0.885167,4.70858,0.88122,1.07826,1.4549,1,0,1,1127,1127
"1128",-9442.28,-6.03643,1.30183,0.930994,0.821253,4.59368,0.876593,1.03215,1.42972,1,0,1,1128,1128
"1129",-9435.64,-3.98692,1.29704,0.911498,0.866862,4.69097,0.876206,1.01656,1.44732,1,0,1,1129,1129
"1130",-9444.75,-2.94237,1.30095,0.91635,0.878278,4.57187,0.881192,1.07405,1.43903,1,0,1,1130,1130
"1131",-9443.02,-2.74523,1.32006,0.897858,0.862563,4.68051,0.873991,1.04373,1.44751,1,0,1,1131,1131
"1132",-9437,-3.96415,1.29479,0.921236,0.870942,4.67865,0.872623,1.09162,1.45341,1,0,1,1132,1132
"1133",-9439.79,-2.24718,1.29551,0.912856,0.866605,4.59852,0.878535,1.0932,1.44827,1,0,1,1133,1133
"1134",-9452.52,-4.25278,1.30776,0.884274,0.845116,4.71436,0.881808,1.13001,1.43892,1,0,1,1134,1134
"1135",-9442.75,-1.94597,1.31256,0.927069,0.864308,4.55658,0.880768,1.07904,1.4504,1,0,1,1135,1135
"1136",-9445.72,-2.00373,1.30379,0.902419,0.838659,4.60728,0.885479,1.10685,1.44771,1,0,1,1136,1136
"1137",-9446.06,-1.90779,1.32639,0.912861,0.825818,4.67389,0.881621,1.1028,1.45155,1,0,1,1137,1137
"1138",-9445.65,-7.3101,1.29827,0.900991,0.846045,4.66571,0.888478,0.991992,1.44056,1,0,1,1138,1138
"1139",-9441.84,-5.8544,1.2894,0.895003,0.814964,4.69548,0.88639,1.04884,1.4485,1,0,1,1139,1139
"1140",-9442.28,-2.97117,1.3067,0.912127,0.828865,4.49246,0.882501,1.07722,1.45678,1,0,1,1140,1140
"1141",-9453.05,-7.50845,1.32334,0.918642,0.885485,4.45948,0.883522,1.02374,1.45744,1,0,1,1141,1141
"1142",-9447.27,-3.11778,1.32088,0.918994,0.852596,4.48566,0.877388,1.06807,1.44899,1,0,1,1142,1142
"1143",-9445.56,-2.04334,1.31453,0.907944,0.855587,4.66657,0.881319,1.13759,1.45549,1,0,1,1143,1143
"1144",-9438,-2.58438,1.31326,0.919077,0.863916,4.77096,0.883626,1.0311,1.45005,1,0,1,1144,1144
"1145",-9441.93,-4.08035,1.30719,0.888349,0.806762,4.68219,0.877094,1.07507,1.45391,1,0,1,1145,1145
"1146",-9439.4,-4.59029,1.28942,0.918736,0.844752,4.64909,0.872906,1.10503,1.44187,1,0,1,1146,1146
"1147",-9445.66,-2.89952,1.30882,0.929988,0.866903,4.61181,0.88306,1.06815,1.43533,1,0,1,1147,1147
"1148",-9438.33,-4.38625,1.29707,0.936108,0.839678,4.65895,0.886538,1.09987,1.45839,1,0,1,1148,1148
"1149",-9443.08,-6.10174,1.31931,0.91223,0.908177,4.71975,0.872958,1.07507,1.45451,1,0,1,1149,1149
"1150",-9438.27,-1.30938,1.30562,0.905661,0.846807,4.74776,0.884744,1.05914,1.45103,1,0,1,1150,1150
"1151",-9438.04,-2.97127,1.29298,0.90352,0.829951,4.64252,0.884428,1.06322,1.45671,1,0,1,1151,1151
"1152",-9447.89,-3.5148,1.30589,0.902436,0.893707,4.64004,0.882013,1.09844,1.44199,1,0,1,1152,1152
"1153",-9445.59,-5.79214,1.31195,0.890481,0.826529,4.86864,0.873683,1.10763,1.44555,1,0,1,1153,1153
"1154",-9448.28,-10.0438,1.32844,0.942422,0.868353,4.78082,0.880329,0.988503,1.44105,1,0,1,1154,1154
"1155",-9436.95,-5.88191,1.28901,0.910477,0.833999,4.74448,0.877976,1.01393,1.43851,1,0,1,1155,1155
"1156",-9451.67,-6.33805,1.30882,0.891362,0.839136,4.63496,0.881993,1.00237,1.42948,1,0,1,1156,1156
"1157",-9437.9,-4.28389,1.30379,0.93976,0.864971,4.58045,0.875485,1.06116,1.45252,1,0,1,1157,1157
"1158",-9455.3,-4.89809,1.31966,0.920881,0.82332,4.67764,0.886011,1.13471,1.4331,1,0,1,1158,1158
"1159",-9437.32,-1.65753,1.31217,0.910972,0.846503,4.76884,0.885112,1.05641,1.45778,1,0,1,1159,1159
"1160",-9446.95,-2.83758,1.33453,0.910423,0.862652,4.73476,0.879714,1.07469,1.45112,1,0,1,1160,1160
"1161",-9435.39,-2.80869,1.30413,0.923031,0.849704,4.70002,0.873852,1.03441,1.44897,1,0,1,1161,1161
"1162",-9441.35,-3.00487,1.30418,0.904278,0.836334,4.60907,0.884965,1.11126,1.4663,1,0,1,1162,1162
"1163",-9441.59,-2.80291,1.31286,0.917231,0.875275,4.59645,0.884751,1.04263,1.45767,1,0,1,1163,1163
"1164",-9442.85,-4.0267,1.30091,0.908233,0.810405,4.5167,0.882199,1.08699,1.45002,1,0,1,1164,1164
"1165",-9438.36,-3.34769,1.30357,0.910101,0.83132,4.78194,0.887122,1.03981,1.45209,1,0,1,1165,1165
"1166",-9446.63,-3.45872,1.31199,0.900354,0.819194,4.54875,0.880265,1.12284,1.45577,1,0,1,1166,1166
"1167",-9449.45,-5.18629,1.30957,0.907925,0.849198,4.66776,0.876184,1.03723,1.41996,1,0,1,1167,1167
"1168",-9439.82,-3.87406,1.3055,0.925162,0.805543,4.71166,0.876847,1.10643,1.45347,1,0,1,1168,1168
"1169",-9442.25,-3.28895,1.32126,0.900642,0.823511,4.73048,0.884276,1.09533,1.46632,1,0,1,1169,1169
"1170",-9452.75,-2.78646,1.32786,0.909591,0.872233,4.64291,0.882553,1.11468,1.44728,1,0,1,1170,1170
"1171",-9442.97,-2.21675,1.29782,0.914315,0.843976,4.59033,0.883175,1.07695,1.43779,1,0,1,1171,1171
"1172",-9439.67,-0.888208,1.3136,0.90787,0.85718,4.7549,0.879677,1.09876,1.45394,1,0,1,1172,1172
"1173",-9442.99,-5.47768,1.29607,0.916424,0.825528,4.79012,0.889155,1.11781,1.44892,1,0,1,1173,1173
"1174",-9438.71,-2.5935,1.31062,0.91168,0.858841,4.82296,0.886548,1.08026,1.4528,1,0,1,1174,1174
"1175",-9447.99,-4.65679,1.31052,0.924593,0.900895,4.58342,0.880022,1.09538,1.44414,1,0,1,1175,1175
"1176",-9436.07,-2.14328,1.31078,0.915134,0.829736,4.79363,0.87769,1.07619,1.46225,1,0,1,1176,1176
"1177",-9460.67,-6.59207,1.32654,0.875018,0.874263,4.5912,0.884283,1.07336,1.4525,1,0,1,1177,1177
"1178",-9443.31,-3.31282,1.29889,0.889796,0.845398,4.73683,0.885367,1.0667,1.44283,1,0,1,1178,1178
"1179",-9441.75,-2.29566,1.30779,0.921761,0.842407,4.65398,0.886455,1.04188,1.4431,1,0,1,1179,1179
"1180",-9442.37,-1.02074,1.32126,0.917279,0.857727,4.64251,0.87755,1.06206,1.44846,1,0,1,1180,1180
"1181",-9443.11,-2.65475,1.31617,0.904185,0.873935,4.57223,0.876421,1.04753,1.4548,1,0,1,1181,1181
"1182",-9439.16,-2.82855,1.31754,0.894124,0.831641,4.6701,0.875596,1.06794,1.46505,1,0,1,1182,1182
"1183",-9443.82,-1.04557,1.30988,0.900456,0.839597,4.6898,0.880831,1.11187,1.4482,1,0,1,1183,1183
"1184",-9441.08,-2.5361,1.30985,0.924068,0.842901,4.67983,0.872354,1.08846,1.44107,1,0,1,1184,1184
"1185",-9440.38,-4.1458,1.32302,0.921013,0.841205,4.82027,0.887223,1.08749,1.46256,1,0,1,1185,1185
"1186",-9444.71,-4.20553,1.31861,0.931634,0.85622,4.54986,0.877938,1.02573,1.44411,1,0,1,1186,1186
"1187",-9437.38,-2.55244,1.31519,0.916141,0.823579,4.58251,0.879573,1.06604,1.46659,1,0,1,1187,1187
"1188",-9458.32,-4.17073,1.31884,0.897013,0.825428,4.59397,0.884324,1.12642,1.43617,1,0,1,1188,1188
"1189",-9456.01,-3.23481,1.32958,0.894087,0.835611,4.57278,0.880502,1.08474,1.44381,1,0,1,1189,1189
"1190",-9456.86,-9.09017,1.2988,0.866674,0.863474,4.63933,0.878925,1.13967,1.44805,1,0,1,1190,1190
"1191",-9434.66,-4.38035,1.29767,0.930669,0.829472,4.74287,0.88029,1.03145,1.46101,1,0,1,1191,1191
"1192",-9447.34,-5.84221,1.31547,0.887218,0.869701,4.73154,0.870241,1.11465,1.44878,1,0,1,1192,1192
"1193",-9449.8,-3.94803,1.33374,0.914335,0.816223,4.71564,0.883725,1.09353,1.4489,1,0,1,1193,1193
"1194",-9443.49,-3.31878,1.30862,0.902806,0.872435,4.75227,0.878493,1.04567,1.43249,1,0,1,1194,1194
"1195",-9440.66,-2.16729,1.30269,0.911754,0.851635,4.5362,0.876205,1.06562,1.4461,1,0,1,1195,1195
"1196",-9442.09,-2.81124,1.30184,0.908566,0.821624,4.63719,0.88734,1.0611,1.44758,1,0,1,1196,1196
"1197",-9440.11,-5.3859,1.31323,0.920352,0.822577,4.48094,0.87608,1.02655,1.45505,1,0,1,1197,1197
"1198",-9455.01,-3.19821,1.32443,0.903699,0.864743,4.60585,0.882534,1.13398,1.44819,1,0,1,1198,1198
"1199",-9442.32,-3.93068,1.32304,0.923893,0.855669,4.6511,0.887528,1.03412,1.46052,1,0,1,1199,1199
"1200",-9439.35,-4.72229,1.30995,0.894037,0.823067,4.63648,0.869633,1.06453,1.45277,1,0,1,1200,1200
"1201",-9462.05,-8.00185,1.3367,0.87981,0.852149,4.55342,0.875725,1.03933,1.44536,1,0,1,1201,1201
"1202",-9442.53,-4.00483,1.30752,0.911048,0.827159,4.68971,0.872086,1.13542,1.45308,1,0,1,1202,1202
"1203",-9441.69,-0.980524,1.30877,0.915786,0.840001,4.61066,0.883312,1.10238,1.45266,1,0,1,1203,1203
"1204",-9442.45,-2.00926,1.31811,0.916765,0.820176,4.75483,0.879091,1.06646,1.44191,1,0,1,1204,1204
"1205",-9444.55,-1.53585,1.3112,0.900283,0.83805,4.73783,0.879084,1.08253,1.4365,1,0,1,1205,1205
"1206",-9438.09,-0.813088,1.3096,0.902343,0.845874,4.6626,0.88081,1.07636,1.46163,1,0,1,1206,1206
"1207",-9438.22,-2.738,1.30873,0.901866,0.838635,4.7693,0.872764,1.05585,1.44602,1,0,1,1207,1207
"1208",-9452.96,-6.1844,1.32364,0.88417,0.829853,4.66812,0.888073,1.02577,1.45352,1,0,1,1208,1208
"1209",-9440.02,-2.5565,1.31083,0.923601,0.844313,4.75201,0.885716,1.03885,1.44423,1,0,1,1209,1209
"1210",-9440.28,-2.93331,1.30291,0.925111,0.871031,4.67382,0.886895,1.0616,1.44536,1,0,1,1210,1210
"1211",-9437.03,-2.49312,1.30981,0.912824,0.865062,4.65858,0.876456,1.0997,1.4689,1,0,1,1211,1211
"1212",-9440.52,-5.47148,1.31477,0.907908,0.805064,4.71244,0.871993,1.03299,1.44372,1,0,1,1212,1212
"1213",-9452.57,-3.28251,1.31507,0.91783,0.872822,4.58976,0.879144,1.12833,1.43802,1,0,1,1213,1213
"1214",-9441.47,-1.99184,1.30164,0.90152,0.871802,4.64785,0.882285,1.05403,1.44518,1,0,1,1214,1214
