"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw"
"500",-9438.62,-2.64176,1.29121,0.898698,0.839942,4.71014,0.881545,1.08369,1.44933,1,0,1,500,500
"501",-9446.03,-4.03349,1.32489,0.911753,0.832608,4.62244,0.871505,1.05056,1.43923,1,0,1,501,501
"502",-9446.57,-4.81915,1.2991,0.910609,0.852776,4.75839,0.889129,1.10849,1.43365,1,0,1,502,502
"503",-9450.37,-2.69535,1.32695,0.90711,0.829621,4.5356,0.881494,1.07612,1.44965,1,0,1,503,503
"504",-9450.79,-4.33584,1.32952,0.926053,0.865063,4.58743,0.873585,1.07911,1.44129,1,0,1,504,504
"505",-9446.27,-4.10903,1.30623,0.909524,0.829725,4.44238,0.881496,1.08653,1.45113,1,0,1,505,505
"506",-9446.87,-4.98604,1.30252,0.933031,0.84685,4.4966,0.884311,1.11377,1.44406,1,0,1,506,506
"507",-9442.12,-4.19627,1.33147,0.910732,0.850278,4.61958,0.873706,1.07859,1.4671,1,0,1,507,507
"508",-9453.64,-3.12686,1.31044,0.890816,0.857367,4.5789,0.886396,1.08735,1.44241,1,0,1,508,508
"509",-9449.11,-4.08344,1.31438,0.901497,0.833751,4.57545,0.873689,1.13898,1.44763,1,0,1,509,509
"510",-9441.83,-1.94361,1.32081,0.919695,0.83236,4.59168,0.875161,1.07302,1.4497,1,0,1,510,510
"511",-9435.62,-1.20468,1.30529,0.905622,0.843476,4.66753,0.877299,1.07527,1.46282,1,0,1,511,511
"512",-9437.78,-1.58953,1.30263,0.897364,0.841543,4.7664,0.880467,1.07361,1.45318,1,0,1,512,512
"513",-9446.54,-3.40339,1.32496,0.911478,0.861901,4.74517,0.88039,1.02614,1.43798,1,0,1,513,513
"514",-9443.23,-4.06071,1.31836,0.904643,0.813081,4.56525,0.873576,1.05322,1.44623,1,0,1,514,514
"515",-9445.86,-2.08023,1.31821,0.894114,0.843236,4.59218,0.875397,1.07321,1.44839,1,0,1,515,515
"516",-9439.25,-3.16173,1.2893,0.905719,0.862079,4.61984,0.882983,1.0884,1.45324,1,0,1,516,516
"517",-9453.56,-3.80568,1.31765,0.883895,0.85194,4.65457,0.887698,1.07668,1.44728,1,0,1,517,517
"518",-9444.57,-3.05849,1.31021,0.920939,0.885184,4.7066,0.877255,1.09495,1.43791,1,0,1,518,518
"519",-9449.02,-3.28977,1.32023,0.918831,0.844884,4.76454,0.875827,1.11049,1.43301,1,0,1,519,519
"520",-9438.02,-2.1732,1.30099,0.903008,0.867623,4.61347,0.879486,1.08043,1.46317,1,0,1,520,520
"521",-9444.24,-2.37978,1.3177,0.895272,0.825922,4.71102,0.875056,1.08682,1.44558,1,0,1,521,521
"522",-9443.6,-1.42508,1.31072,0.894786,0.836511,4.70971,0.882479,1.06204,1.44392,1,0,1,522,522
"523",-9447.04,-5.61112,1.31518,0.90361,0.817965,4.82548,0.872761,1.08291,1.43178,1,0,1,523,523
"524",-9451.67,-3.63899,1.32841,0.912721,0.833728,4.66926,0.88545,1.03569,1.43843,1,0,1,524,524
"525",-9436.08,-4.32566,1.28862,0.90337,0.862985,4.72305,0.884729,1.07311,1.46288,1,0,1,525,525
"526",-9438.85,-5.42552,1.3042,0.896952,0.8223,4.65265,0.879728,1.10116,1.47927,1,0,1,526,526
"527",-9435.23,-3.8826,1.28945,0.923543,0.827556,4.66573,0.87946,1.08541,1.46176,1,0,1,527,527
"528",-9449.54,-7.78496,1.34744,0.922508,0.830798,4.8142,0.879381,1.07164,1.45694,1,0,1,528,528
"529",-9447.71,-3.04639,1.32218,0.89494,0.850057,4.67393,0.888031,1.07989,1.45837,1,0,1,529,529
"530",-9461.24,-5.78906,1.3374,0.922131,0.855623,4.51702,0.880667,1.05972,1.43687,1,0,1,530,530
"531",-9442.83,-0.757533,1.31574,0.915867,0.853785,4.67062,0.879725,1.05813,1.44069,1,0,1,531,531
"532",-9438.21,-7.2271,1.3057,0.908779,0.902906,4.81953,0.888731,1.05674,1.45528,1,0,1,532,532
"533",-9433.75,-3.20237,1.29699,0.915902,0.877469,4.73445,0.879995,1.04626,1.45802,1,0,1,533,533
"534",-9444.66,-5.46641,1.32757,0.920895,0.823002,4.78455,0.889775,1.06558,1.45729,1,0,1,534,534
"535",-9439.97,-2.0555,1.31257,0.925451,0.854534,4.70888,0.88701,1.08934,1.455,1,0,1,535,535
"536",-9445.85,-3.44082,1.30774,0.887841,0.847572,4.59188,0.885608,1.05313,1.45892,1,0,1,536,536
"537",-9455.39,-8.25565,1.31078,0.878019,0.826948,4.5504,0.872939,1.05433,1.42913,1,0,1,537,537
"538",-9441.61,-4.34935,1.31641,0.938991,0.844832,4.5951,0.884572,1.10869,1.46339,1,0,1,538,538
"539",-9440.1,-4.32558,1.29821,0.932675,0.849605,4.78297,0.885774,1.11263,1.44965,1,0,1,539,539
"540",-9453.6,-3.42386,1.31617,0.910899,0.836358,4.67591,0.879114,1.11264,1.42546,1,0,1,540,540
"541",-9451.26,-3.929,1.32247,0.925434,0.862927,4.71023,0.875547,1.09901,1.43026,1,0,1,541,541
"542",-9433.88,-2.18953,1.29799,0.911807,0.862852,4.72464,0.880008,1.07075,1.46404,1,0,1,542,542
"543",-9441.67,-2.89755,1.29788,0.916389,0.869296,4.58353,0.87608,1.10025,1.4445,1,0,1,543,543
"544",-9441.57,-4.0829,1.29352,0.896803,0.854461,4.70257,0.887227,1.10519,1.45728,1,0,1,544,544
"545",-9453.33,-3.27332,1.31321,0.909897,0.864362,4.58456,0.879243,1.14104,1.4397,1,0,1,545,545
"546",-9448.3,-3.26893,1.3164,0.893627,0.881916,4.70259,0.885129,1.06402,1.44466,1,0,1,546,546
"547",-9449.67,-2.7788,1.30764,0.901431,0.833659,4.51331,0.882384,1.07996,1.43973,1,0,1,547,547
"548",-9437.89,-4.00904,1.31896,0.930829,0.826904,4.74813,0.87835,1.09393,1.46954,1,0,1,548,548
"549",-9449.86,-5.80225,1.32349,0.893506,0.882958,4.69586,0.889577,1.09054,1.46111,1,0,1,549,549
"550",-9439.95,-3.93435,1.31775,0.904795,0.878702,4.64941,0.88365,1.05416,1.47155,1,0,1,550,550
"551",-9452.65,-5.85351,1.33305,0.913414,0.860261,4.65003,0.87939,1.00201,1.43999,1,0,1,551,551
"552",-9434.83,-4.11318,1.30326,0.897877,0.868582,4.84844,0.879905,1.05683,1.46199,1,0,1,552,552
"553",-9440.29,-2.09624,1.29748,0.895989,0.863141,4.64895,0.882349,1.0744,1.45262,1,0,1,553,553
"554",-9437.46,-2.09227,1.30869,0.899832,0.866403,4.66741,0.880706,1.0494,1.4641,1,0,1,554,554
"555",-9443.47,-2.18255,1.30602,0.915405,0.883584,4.60071,0.881232,1.08637,1.44711,1,0,1,555,555
"556",-9445.13,-5.45642,1.29093,0.922519,0.847212,4.64103,0.887352,1.13264,1.44223,1,0,1,556,556
"557",-9438.55,-4.35315,1.31105,0.918656,0.874572,4.86417,0.886723,1.08007,1.45092,1,0,1,557,557
"558",-9455.13,-3.0566,1.31401,0.89764,0.853009,4.61894,0.885676,1.07487,1.43078,1,0,1,558,558
"559",-9436.45,-3.36637,1.30043,0.910004,0.88979,4.69601,0.87668,1.07299,1.45813,1,0,1,559,559
"560",-9444.81,-10.1713,1.30712,0.933242,0.818215,4.6566,0.867834,1.15161,1.46537,1,0,1,560,560
"561",-9439.54,-3.6221,1.30177,0.913033,0.856231,4.54894,0.881617,1.10644,1.46988,1,0,1,561,561
"562",-9437.41,-4.31895,1.29614,0.911011,0.860033,4.66768,0.883394,1.00713,1.45035,1,0,1,562,562
"563",-9435.16,-2.60464,1.29363,0.917377,0.849818,4.68869,0.883478,1.08294,1.46265,1,0,1,563,563
"564",-9442.16,-3.94897,1.32849,0.937396,0.85618,4.71392,0.882655,1.08394,1.45973,1,0,1,564,564
"565",-9439.69,-0.853788,1.31462,0.910561,0.855646,4.6122,0.880353,1.08106,1.4611,1,0,1,565,565
"566",-9439.92,-2.8842,1.30736,0.930669,0.848657,4.57058,0.884205,1.09885,1.46016,1,0,1,566,566
"567",-9436.5,-6.41947,1.2868,0.926131,0.864211,4.7856,0.876929,1.03656,1.4389,1,0,1,567,567
"568",-9442.41,-2.03884,1.30695,0.918363,0.820473,4.72071,0.880752,1.10949,1.44315,1,0,1,568,568
"569",-9437.8,-1.42577,1.31055,0.909046,0.830692,4.7566,0.877471,1.09449,1.4581,1,0,1,569,569
"570",-9435.57,-5.13366,1.29759,0.894442,0.845758,4.78513,0.881862,1.03213,1.46859,1,0,1,570,570
"571",-9441.74,-3.61313,1.30796,0.898279,0.84506,4.66729,0.887001,1.10355,1.46973,1,0,1,571,571
"572",-9440.51,-3.73114,1.29816,0.895601,0.844142,4.61218,0.8851,1.03496,1.45945,1,0,1,572,572
"573",-9442.07,-5.28314,1.29995,0.908758,0.861046,4.47514,0.882572,1.03314,1.46259,1,0,1,573,573
"574",-9434.57,-3.71822,1.30554,0.932693,0.872159,4.65921,0.879092,1.04579,1.46472,1,0,1,574,574
"575",-9439.67,-4.2173,1.29881,0.889681,0.883827,4.74432,0.87871,1.08532,1.45461,1,0,1,575,575
"576",-9471.57,-15.3829,1.32052,0.864547,0.828449,4.77906,0.872484,1.16797,1.42895,1,0,1,576,576
"577",-9450.46,-5.5452,1.32286,0.899335,0.831069,4.72754,0.869926,1.10072,1.43415,1,0,1,577,577
"578",-9440.96,-2.87284,1.31468,0.923594,0.878089,4.7494,0.885872,1.09079,1.45181,1,0,1,578,578
"579",-9441.76,-5.58529,1.29466,0.929185,0.823654,4.51988,0.886421,1.09325,1.45076,1,0,1,579,579
"580",-9447.39,-3.26297,1.30607,0.90385,0.853453,4.68926,0.8899,1.07318,1.43843,1,0,1,580,580
"581",-9445.11,-2.89754,1.33141,0.918541,0.842264,4.63642,0.881217,1.10305,1.46186,1,0,1,581,581
"582",-9451.82,-2.52954,1.32482,0.908459,0.868315,4.58427,0.884999,1.09639,1.4508,1,0,1,582,582
"583",-9443.7,-4.07806,1.32287,0.921905,0.813858,4.54888,0.877887,1.10646,1.4575,1,0,1,583,583
"584",-9449.73,-4.27229,1.31722,0.912255,0.875898,4.46879,0.882982,1.07519,1.4581,1,0,1,584,584
"585",-9448.48,-7.43563,1.32682,0.916205,0.820433,4.54979,0.890247,1.03482,1.46574,1,0,1,585,585
"586",-9445.27,-3.36676,1.32558,0.927444,0.822991,4.68704,0.877522,1.11766,1.45152,1,0,1,586,586
"587",-9442.49,-3.68581,1.29937,0.89998,0.835241,4.82582,0.878477,1.11591,1.44377,1,0,1,587,587
"588",-9437,-3.56188,1.31108,0.919025,0.863935,4.78077,0.882661,1.11072,1.46993,1,0,1,588,588
"589",-9444.92,-5.67111,1.30205,0.912909,0.894006,4.75111,0.887357,1.07686,1.43438,1,0,1,589,589
"590",-9441.7,-2.47143,1.30997,0.898029,0.813335,4.69497,0.883728,1.06522,1.45407,1,0,1,590,590
"591",-9440.43,-4.51833,1.31505,0.924442,0.837759,4.82715,0.888809,1.04581,1.45127,1,0,1,591,591
"592",-9435.27,-0.831948,1.30683,0.917385,0.856095,4.71846,0.881226,1.06484,1.45797,1,0,1,592,592
"593",-9444.61,-2.18756,1.31493,0.922936,0.853833,4.63786,0.885148,1.12185,1.4537,1,0,1,593,593
"594",-9446.78,-4.6767,1.30588,0.91863,0.855081,4.57173,0.888271,1.13727,1.45849,1,0,1,594,594
"595",-9438.21,-6.62654,1.28881,0.900711,0.869117,4.71306,0.887776,1.02289,1.45578,1,0,1,595,595
"596",-9447.47,-2.30995,1.32577,0.914075,0.827208,4.71285,0.884267,1.06285,1.44171,1,0,1,596,596
"597",-9439.19,-2.23056,1.32479,0.921465,0.838425,4.67166,0.881322,1.07981,1.46599,1,0,1,597,597
"598",-9441.93,-2.55415,1.32071,0.922425,0.834534,4.78019,0.886206,1.08024,1.45193,1,0,1,598,598
"599",-9443.78,-1.20779,1.31614,0.909263,0.854739,4.56224,0.877087,1.08269,1.45107,1,0,1,599,599
"600",-9443.9,-3.49728,1.30416,0.930115,0.845142,4.68209,0.886665,1.06727,1.43386,1,0,1,600,600
"601",-9439.45,-1.87182,1.32193,0.914158,0.830949,4.79071,0.880241,1.07012,1.45612,1,0,1,601,601
"602",-9437.51,-1.25161,1.30833,0.906917,0.836286,4.71195,0.874404,1.07368,1.45038,1,0,1,602,602
"603",-9444.18,-1.35481,1.31532,0.917411,0.852578,4.59223,0.884817,1.096,1.45378,1,0,1,603,603
"604",-9451.19,-5.7322,1.32823,0.894499,0.83738,4.6995,0.89141,1.06062,1.45868,1,0,1,604,604
"605",-9438.09,-0.422722,1.31478,0.913659,0.841721,4.68313,0.879299,1.08468,1.45811,1,0,1,605,605
"606",-9446.44,-3.2141,1.33368,0.914884,0.825804,4.75839,0.880098,1.07916,1.44963,1,0,1,606,606
"607",-9448.48,-6.12392,1.3299,0.886029,0.833776,4.76803,0.876808,1.02232,1.44697,1,0,1,607,607
"608",-9443.14,-1.44989,1.31453,0.912481,0.833665,4.61307,0.87654,1.11249,1.44989,1,0,1,608,608
"609",-9449.42,-2.1358,1.32166,0.896927,0.838673,4.67834,0.87696,1.07999,1.43671,1,0,1,609,609
"610",-9445.5,-1.52894,1.322,0.900687,0.847931,4.66718,0.878365,1.04712,1.4437,1,0,1,610,610
"611",-9436.04,-3.85775,1.31022,0.911192,0.883466,4.70348,0.880648,1.0262,1.46406,1,0,1,611,611
"612",-9449.25,-4.38583,1.30103,0.893682,0.816858,4.65182,0.884472,1.12424,1.44247,1,0,1,612,612
"613",-9441.93,-2.23217,1.31715,0.915202,0.854243,4.84032,0.879341,1.08983,1.44372,1,0,1,613,613
"614",-9439.19,-2.02211,1.31081,0.923546,0.866934,4.67079,0.877558,1.11105,1.4594,1,0,1,614,614
"615",-9448.78,-4.01717,1.32395,0.90003,0.812509,4.52555,0.878884,1.08083,1.4519,1,0,1,615,615
"616",-9435.95,-3.15307,1.29693,0.906484,0.826569,4.62022,0.881421,1.04069,1.46206,1,0,1,616,616
"617",-9443.69,-1.48527,1.31423,0.899115,0.866417,4.6897,0.87788,1.05911,1.44218,1,0,1,617,617
"618",-9447.1,-3.95535,1.31334,0.898969,0.849497,4.5069,0.885017,1.04161,1.46087,1,0,1,618,618
"619",-9456.22,-4.36716,1.32546,0.925086,0.842237,4.59624,0.886933,1.12158,1.43892,1,0,1,619,619
"620",-9451.12,-2.58509,1.31594,0.907591,0.861353,4.53893,0.87781,1.06756,1.43548,1,0,1,620,620
"621",-9436.18,-4.63933,1.31099,0.910875,0.853441,4.75766,0.868822,1.04354,1.4558,1,0,1,621,621
"622",-9450.9,-3.86189,1.31883,0.903496,0.842386,4.4736,0.885291,1.078,1.45757,1,0,1,622,622
"623",-9444.22,-5.52463,1.31026,0.899394,0.843667,4.93688,0.882009,1.07615,1.43604,1,0,1,623,623
"624",-9453.48,-4.60869,1.31984,0.913035,0.864337,4.45862,0.883483,1.04199,1.44736,1,0,1,624,624
"625",-9446.7,-2.16154,1.32268,0.916587,0.845427,4.76613,0.880757,1.06935,1.43497,1,0,1,625,625
"626",-9474.89,-10.2778,1.32613,0.893433,0.835432,4.68418,0.880981,1.1257,1.40918,1,0,1,626,626
"627",-9436.38,-3.98202,1.30255,0.910877,0.854357,4.85395,0.875626,1.09343,1.46419,1,0,1,627,627
"628",-9438.69,-1.24013,1.31454,0.909553,0.840077,4.61211,0.875712,1.08401,1.45936,1,0,1,628,628
"629",-9453.88,-3.68106,1.32536,0.890266,0.862334,4.61325,0.875309,1.07311,1.43957,1,0,1,629,629
"630",-9451.33,-4.7676,1.33783,0.912473,0.827903,4.60118,0.885095,1.05637,1.45618,1,0,1,630,630
"631",-9441.54,-4.96085,1.31681,0.933336,0.862678,4.74676,0.888884,1.0355,1.44969,1,0,1,631,631
"632",-9437.67,-0.794273,1.30843,0.917418,0.835487,4.70541,0.877296,1.09252,1.45303,1,0,1,632,632
"633",-9437.51,-2.26832,1.31131,0.921237,0.843506,4.57408,0.882274,1.07268,1.46733,1,0,1,633,633
"634",-9434.31,-4.39623,1.31234,0.907768,0.838059,4.75438,0.879099,1.04939,1.47886,1,0,1,634,634
"635",-9439.14,-1.16834,1.30898,0.901758,0.856914,4.6655,0.874892,1.07132,1.45048,1,0,1,635,635
"636",-9439.94,-4.95122,1.3182,0.891787,0.829966,4.70611,0.882503,1.05362,1.47625,1,0,1,636,636
"637",-9444.87,-2.3317,1.3071,0.888964,0.826224,4.67074,0.881042,1.09791,1.44988,1,0,1,637,637
"638",-9444.99,-4.30472,1.33792,0.914642,0.860033,4.77771,0.878034,1.07734,1.45755,1,0,1,638,638
"639",-9443.34,-2.72652,1.31225,0.889395,0.843749,4.73555,0.874215,1.08853,1.44603,1,0,1,639,639
"640",-9445.98,-1.87348,1.3178,0.915018,0.84349,4.60597,0.882267,1.03642,1.44064,1,0,1,640,640
"641",-9445.81,-1.59246,1.31393,0.917342,0.858692,4.60879,0.88652,1.07633,1.44594,1,0,1,641,641
"642",-9443.13,-1.05579,1.31784,0.923738,0.848524,4.62018,0.883291,1.08596,1.4504,1,0,1,642,642
"643",-9444.48,-1.03639,1.31811,0.922269,0.841762,4.61814,0.881561,1.07132,1.4428,1,0,1,643,643
"644",-9441.6,-2.36953,1.31358,0.898234,0.86491,4.64139,0.872823,1.07647,1.45226,1,0,1,644,644
"645",-9442.75,-3.54443,1.30616,0.887006,0.849868,4.67657,0.877339,1.02913,1.44348,1,0,1,645,645
"646",-9436.1,-3.11275,1.30258,0.911705,0.855123,4.71531,0.885921,1.08689,1.47029,1,0,1,646,646
"647",-9447.85,-3.37638,1.29708,0.897845,0.857008,4.63608,0.880516,1.11459,1.43472,1,0,1,647,647
"648",-9436.41,-4.34529,1.30786,0.909807,0.855891,4.55948,0.872415,1.03309,1.46323,1,0,1,648,648
"649",-9436.46,-2.16218,1.31533,0.912855,0.86657,4.70237,0.874176,1.05649,1.45997,1,0,1,649,649
"650",-9435.26,-2.8723,1.30989,0.905291,0.851454,4.79736,0.883595,1.05069,1.46645,1,0,1,650,650
"651",-9444.79,-2.33945,1.30522,0.897493,0.854599,4.7113,0.879781,1.13156,1.44898,1,0,1,651,651
"652",-9472.7,-9.31635,1.32628,0.924554,0.843913,4.51025,0.885647,1.10875,1.41591,1,0,1,652,652
"653",-9443.1,-5.81194,1.30428,0.90014,0.868918,4.53232,0.878831,1.00172,1.45577,1,0,1,653,653
"654",-9444.39,-3.31515,1.31858,0.892024,0.844966,4.84483,0.881621,1.06957,1.44439,1,0,1,654,654
"655",-9436.3,-3.6451,1.31414,0.925041,0.824353,4.71907,0.874044,1.03222,1.45614,1,0,1,655,655
"656",-9441.16,-5.45192,1.30039,0.89006,0.844615,4.66706,0.881413,0.998436,1.45204,1,0,1,656,656
"657",-9446.37,-2.53237,1.32027,0.890425,0.829816,4.65431,0.88005,1.04557,1.4486,1,0,1,657,657
"658",-9439.31,-3.41133,1.30999,0.907175,0.859984,4.88688,0.878411,1.06709,1.44288,1,0,1,658,658
"659",-9444.39,-1.31539,1.31216,0.898445,0.833498,4.71328,0.878756,1.08652,1.4402,1,0,1,659,659
"660",-9441.79,-1.90952,1.32007,0.921024,0.842864,4.6427,0.877523,1.11592,1.4589,1,0,1,660,660
"661",-9439.2,-3.08063,1.32398,0.920161,0.865331,4.67488,0.873581,1.07351,1.46248,1,0,1,661,661
"662",-9444.53,-1.21614,1.31577,0.90941,0.842836,4.55064,0.881709,1.06271,1.45043,1,0,1,662,662
"663",-9443.61,-1.89745,1.31834,0.92819,0.854595,4.58375,0.881735,1.09788,1.45357,1,0,1,663,663
"664",-9447.82,-4.01224,1.30289,0.911992,0.813972,4.66402,0.881817,1.11373,1.43109,1,0,1,664,664
"665",-9446.55,-6.32457,1.30962,0.879757,0.813591,4.57344,0.875746,1.1001,1.46122,1,0,1,665,665
"666",-9444.52,-4.46682,1.30382,0.927193,0.880207,4.55601,0.886111,1.05226,1.44551,1,0,1,666,666
"667",-9439.76,-5.7514,1.29837,0.916588,0.793778,4.72885,0.879137,1.10284,1.46117,1,0,1,667,667
"668",-9447.51,-2.50134,1.3131,0.904842,0.826853,4.7419,0.882709,1.07729,1.43177,1,0,1,668,668
"669",-9446.51,-2.94963,1.3078,0.917572,0.824262,4.72485,0.883156,1.12346,1.43748,1,0,1,669,669
"670",-9439.12,-1.96546,1.31028,0.892865,0.839201,4.77447,0.880624,1.07061,1.45725,1,0,1,670,670
"671",-9436.44,-2.68838,1.30922,0.90002,0.876827,4.75225,0.879678,1.04844,1.45991,1,0,1,671,671
"672",-9442.11,-1.59074,1.3156,0.92443,0.834688,4.68084,0.882839,1.05026,1.44227,1,0,1,672,672
"673",-9439.85,-4.07634,1.29168,0.898708,0.832265,4.67489,0.877925,1.11991,1.46034,1,0,1,673,673
"674",-9437.48,-4.03888,1.31542,0.922933,0.815776,4.68798,0.883377,1.03089,1.46464,1,0,1,674,674
"675",-9436.33,-6.75219,1.29994,0.931133,0.878011,4.74969,0.875661,1.00518,1.44815,1,0,1,675,675
"676",-9449.04,-5.72893,1.33312,0.910996,0.836938,4.78021,0.888418,1.03067,1.44884,1,0,1,676,676
"677",-9439.29,-1.47296,1.31498,0.916262,0.870312,4.70663,0.875474,1.08369,1.45282,1,0,1,677,677
"678",-9442.19,-3.67701,1.32651,0.909775,0.829029,4.78032,0.883582,1.1031,1.46538,1,0,1,678,678
"679",-9439.88,-4.34971,1.29979,0.899982,0.859768,4.68692,0.872092,1.04277,1.43662,1,0,1,679,679
"680",-9445.21,-2.36478,1.30959,0.893089,0.861118,4.63112,0.874666,1.08085,1.44238,1,0,1,680,680
"681",-9440.87,-2.0312,1.32017,0.93244,0.845364,4.69774,0.878614,1.09854,1.45461,1,0,1,681,681
"682",-9443.66,-2.30871,1.31724,0.913906,0.837391,4.7529,0.883873,1.03888,1.43914,1,0,1,682,682
"683",-9456.92,-6.1917,1.32083,0.920925,0.852908,4.5906,0.893607,1.1064,1.44235,1,0,1,683,683
"684",-9443.17,-4.71072,1.31403,0.932314,0.855675,4.79454,0.887494,1.04568,1.43863,1,0,1,684,684
"685",-9435.75,-2.47033,1.29397,0.917473,0.867252,4.69597,0.882708,1.08351,1.45681,1,0,1,685,685
"686",-9448.6,-4.06407,1.32632,0.907909,0.88217,4.64408,0.881373,1.12363,1.46156,1,0,1,686,686
"687",-9443.53,-4.86471,1.30053,0.925903,0.821511,4.60794,0.890141,1.09024,1.44764,1,0,1,687,687
"688",-9442.15,-1.76309,1.31412,0.922212,0.82857,4.6491,0.884948,1.05408,1.44595,1,0,1,688,688
"689",-9443.79,-4.09803,1.2949,0.919131,0.876045,4.56734,0.884157,1.06745,1.4395,1,0,1,689,689
"690",-9439.07,-3.10753,1.30614,0.922299,0.847574,4.53975,0.88347,1.09107,1.46654,1,0,1,690,690
"691",-9444.83,-5.23989,1.30235,0.896704,0.855898,4.7617,0.870816,1.12129,1.44039,1,0,1,691,691
"692",-9450.29,-5.19905,1.33779,0.922955,0.864808,4.56781,0.881423,1.04847,1.45797,1,0,1,692,692
"693",-9447.68,-3.62693,1.30329,0.888959,0.834053,4.64576,0.87629,1.11621,1.43981,1,0,1,693,693
"694",-9444.87,-4.32772,1.30659,0.913148,0.8603,4.62937,0.88036,1.00878,1.43269,1,0,1,694,694
"695",-9443,-2.79135,1.31672,0.900387,0.83812,4.68897,0.875069,1.03152,1.44033,1,0,1,695,695
"696",-9450.69,-5.10246,1.31177,0.934287,0.876068,4.61329,0.876867,1.12934,1.4365,1,0,1,696,696
"697",-9436.98,-1.10751,1.31661,0.915108,0.84543,4.76682,0.880667,1.07322,1.45964,1,0,1,697,697
"698",-9442.66,-0.833167,1.30897,0.917308,0.850357,4.57753,0.881212,1.08242,1.44604,1,0,1,698,698
"699",-9434.88,-1.62732,1.30364,0.914929,0.834186,4.65244,0.878614,1.03954,1.45679,1,0,1,699,699
"700",-9444.18,-2.83601,1.3154,0.931674,0.869283,4.55164,0.879956,1.06868,1.44794,1,0,1,700,700
"701",-9443.55,-4.12214,1.32583,0.938206,0.841932,4.5553,0.879402,1.06133,1.45504,1,0,1,701,701
"702",-9443.91,-2.75074,1.31597,0.922968,0.855864,4.58527,0.873106,1.06952,1.4409,1,0,1,702,702
"703",-9442.99,-3.49008,1.31293,0.921572,0.883876,4.73519,0.874055,1.0881,1.44165,1,0,1,703,703
"704",-9441.21,-5.4533,1.31722,0.938862,0.816127,4.63157,0.882807,1.02289,1.4523,1,0,1,704,704
"705",-9450.22,-5.21628,1.32105,0.906744,0.828619,4.74908,0.888655,1.02533,1.43678,1,0,1,705,705
"706",-9439.41,-4.33079,1.31414,0.914087,0.824551,4.65841,0.885477,1.1048,1.47514,1,0,1,706,706
"707",-9447.77,-4.09883,1.33105,0.91701,0.863051,4.5343,0.879308,1.04647,1.45842,1,0,1,707,707
"708",-9440.03,-5.00034,1.30741,0.905267,0.834128,4.47223,0.87563,1.03457,1.46024,1,0,1,708,708
"709",-9440.85,-1.94828,1.32573,0.902731,0.837802,4.73223,0.878802,1.05737,1.4582,1,0,1,709,709
"710",-9449.07,-3.56841,1.31254,0.914491,0.864169,4.70951,0.874421,1.11626,1.43125,1,0,1,710,710
"711",-9439.34,-3.88868,1.30553,0.88265,0.855635,4.73903,0.87628,1.068,1.46074,1,0,1,711,711
"712",-9456.48,-7.57903,1.32834,0.880034,0.842568,4.60683,0.876223,1.14407,1.46246,1,0,1,712,712
"713",-9434.43,-3.02592,1.30825,0.931455,0.868837,4.70436,0.879216,1.05538,1.4646,1,0,1,713,713
"714",-9435.76,-2.98029,1.29745,0.915357,0.850735,4.70975,0.874669,1.10169,1.4637,1,0,1,714,714
"715",-9442.72,-3.01848,1.31847,0.907293,0.830653,4.55098,0.873765,1.0502,1.44852,1,0,1,715,715
"716",-9447.16,-5.5338,1.29334,0.900293,0.850589,4.6406,0.877383,1.16108,1.45055,1,0,1,716,716
"717",-9445.52,-3.12112,1.32579,0.927742,0.841871,4.56377,0.884353,1.06017,1.45481,1,0,1,717,717
"718",-9447.38,-2.45168,1.3125,0.905209,0.843823,4.73317,0.88336,1.13864,1.44651,1,0,1,718,718
"719",-9437.32,-2.80058,1.30924,0.892652,0.836122,4.7133,0.879198,1.04974,1.46615,1,0,1,719,719
"720",-9445.84,-3.31229,1.3264,0.921824,0.824254,4.63331,0.882397,1.12022,1.45799,1,0,1,720,720
"721",-9440.2,-5.4522,1.31672,0.90939,0.807488,4.64709,0.875789,1.00714,1.45139,1,0,1,721,721
"722",-9440.05,-4.91301,1.31703,0.912458,0.885942,4.84317,0.884164,1.10835,1.45978,1,0,1,722,722
"723",-9436.16,-6.17868,1.2908,0.90152,0.838811,4.74716,0.884868,1.02216,1.46727,1,0,1,723,723
"724",-9449.47,-4.72426,1.32031,0.891397,0.840148,4.51676,0.884547,1.05893,1.46561,1,0,1,724,724
"725",-9444.52,-1.82974,1.30737,0.910821,0.839517,4.75185,0.881966,1.11134,1.43782,1,0,1,725,725
"726",-9444.86,-1.15867,1.32212,0.914807,0.829952,4.69901,0.88225,1.08471,1.44515,1,0,1,726,726
"727",-9440.39,-3.70045,1.32684,0.934243,0.840665,4.77948,0.880902,1.07401,1.45973,1,0,1,727,727
"728",-9439.32,-2.516,1.31007,0.898303,0.852686,4.57863,0.879013,1.05747,1.467,1,0,1,728,728
"729",-9441.3,-1.06439,1.31758,0.903579,0.832709,4.72491,0.878447,1.05902,1.44674,1,0,1,729,729
"730",-9440.06,-2.79256,1.30303,0.91035,0.873698,4.62378,0.879908,1.02733,1.44549,1,0,1,730,730
"731",-9455.85,-4.3918,1.32834,0.89379,0.853558,4.54821,0.87614,1.11859,1.45021,1,0,1,731,731
